"Parse %","Name","Amount","Overheal","Ilvl","Ilvl %","Active","HPS",""
"70","Eighchbar","1199082$11.18%1.20m","38.52%","-","72","70.61%","199.0",""
"56","Hazyev","1187885$11.08%1.19m","39.01%","-","65","56.11%","197.1",""
"65","Wangcake","1179537$11.00%1.18m","39.29%","72","64","75.47%","195.7",""
"67","Milku","1049241$9.78%1.05m","46.84%","-","65","76.73%","174.1",""
"51","Pythagorean","905668$8.45%905.7k","28.83%","-","53","45.12%","150.3",""
"27","Drgupta","844891$7.88%844.9k","35.39%","65","44","50.47%","140.2",""
"22","Euphy","647566$6.04%647.6k","51.72%","-","39","46.79%","107.4",""
"42","Ghazan","646285$6.03%646.3k","26.39%","-","46","29.39%","107.2",""
"42","Kasako","547113$5.10%547.1k","31.61%","-","59","33.56%","90.8",""
"60","Necrohealya","530134$4.94%530.1k","51.73%","71","63","37.30%","88.0",""
"62","Slecht","486704$4.54%486.7k","46.10%","69","69","35.55%","80.8",""
"32","Cubensis","440116$4.10%440.1k","38.12%","66","43","23.61%","73.0",""
"38","Gonz","351311$3.28%351.3k","25.90%","-","53","16.83%","58.3",""
"74","Guliveris","54498$0.51%54.5k","27.01%","-","74","46.85%","9.0",""
"72","Bandakar","53283$0.50%53.3k","30.95%","-","74","50.14%","8.8",""
"76","Akecheta","51744$0.48%51.7k","34.02%","-","75","60.87%","8.6",""
"90","Dryrun","47952$0.45%48.0k","-","-","90","2.45%","8.0",""
"87","Jáx","44847$0.42%44.8k","-","-","86","3.06%","7.4",""
"64","Decimous","39995$0.37%40.0k","40.51%","64","65","49.65%","6.6",""
"60","Dohvyk","38135$0.36%38.1k","35.28%","-","58","53.37%","6.3",""
"65","Changó","37141$0.35%37.1k","39.26%","-","64","49.06%","6.2",""
"61","Dïrty","33455$0.31%33.5k","39.37%","-","63","46.27%","5.6",""
"75","Pemberstone","31744$0.30%31.7k","48.10%","-","78","5.04%","5.3",""
"86","Ultimecia","31124$0.29%31.1k","30.70%","-","84","0.82%","5.2",""
"77","Tumblebug","26951$0.25%27.0k","-","-","76","1.53%","4.5",""
"79","Synergy","23891$0.22%23.9k","28.99%","-","80","5.10%","4.0",""
"76","Stankdik","22041$0.21%22.0k","16.81%","-","77","2.54%","3.7",""
"82","Kirilov","21402$0.20%21.4k","53.28%","-","80","15.84%","3.6",""
"71","Parisshelton","19897$0.19%19.9k","-","-","71","1.82%","3.3",""
"57","Furckinstein","15049$0.14%15.0k","32.61%","69","55","20.67%","2.5",""
"82","Finnagetit","14872$0.14%14.9k","-","52","82","0.60%","2.5",""
"46","Crox","14266$0.13%14.3k","32.10%","-","48","3.58%","2.4",""
"76","Gaunz","10553$0.10%10.6k","8.87%","71","76","0.00%","1.8",""
"65","Deadstrike","10504$0.10%10.5k","48.00%","69","66","3.59%","1.7",""
"63","Flatzz","9857$0.09%9.9k","38.70%","-","62","15.22%","1.6",""
"71","Seadub","8720$0.08%8.7k","65.84%","-","72","0.00%","1.4",""
"88","Urumettu","8672$0.08%8.7k","8.64%","-","88","0.00%","1.4",""
"79","Dietolive","6979$0.07%7.0k","37.93%","-","79","0.00%","1.2",""
"74","Pointed","6925$0.06%6.9k","17.86%","-","75","1.01%","1.1",""
"92","Ishney","5192$0.05%5.2k","-","-","93","0.00%","0.9",""
"48","Duhd","3941$0.04%3.9k","-","-","47","0.00%","0.7",""
"56","Furkinstine","3511$0.03%3.5k","-","-","50","0.00%","0.6",""
"79","Jiero","3344$0.03%3.3k","13.01%","-","81","0.00%","0.6",""
"77","Irisviiel","2847$0.03%2.8k","18.07%","-","78","0.00%","0.5",""
"96","Ugara","2517$0.02%2.5k","-","48","-","0.00%","0.4",""
"70","Gnarlsbarkly","1617$0.02%1.6k","-","37","-","0.00%","0.3",""
"27","Spaghetties","250$0.00%250.0","83.33%","62","35","0.00%","0.0",""
