"Name","Amount","Mitigated","Ilvl","Active","DTPS",""
"Crox","958121$11.87%958.1k","56.41%","-","53.71%","243.7",""
"Bandakar","807280$10.00%807.3k","51.65%","-","45.42%","205.3",""
"Pemberstone","714658$8.85%714.7k","50.60%","-","36.61%","181.8",""
"Guliveris","502096$6.22%502.1k","43.44%","-","32.73%","127.7",""
"Furckinstein","314735$3.90%314.7k","26.18%","67","29.31%","80.1",""
"Akecheta","301717$3.74%301.7k","13.12%","-","24.75%","76.7",""
"Changó","298508$3.70%298.5k","28.71%","-","24.24%","75.9",""
"Danty","284538$3.52%284.5k","30.66%","-","21.25%","72.4",""
"Flatzz","265888$3.29%265.9k","13.46%","-","22.96%","67.6",""
"Dohvyk","252855$3.13%252.9k","20.27%","-","20.84%","64.3",""
"Deadstrike","169046$2.09%169.0k","16.22%","-","15.83%","43.0",""
"Gaunz","156515$1.94%156.5k","10.31%","68","10.13%","39.8",""
"Ultimecia","147286$1.82%147.3k","12.55%","-","12.29%","37.5",""
"Jáx","143996$1.78%144.0k","13.28%","-","13.90%","36.6",""
"Hoebowjoe","143361$1.78%143.4k","18.80%","-","12.22%","36.5",""
"Dietolive","138136$1.71%138.1k","11.26%","-","14.25%","35.1",""
"Duhd","137748$1.71%137.7k","12.05%","-","11.47%","35.0",""
"Stankdik","134058$1.66%134.1k","10.34%","67","12.87%","34.1",""
"Tazdink","131043$1.62%131.0k","17.38%","-","10.20%","33.3",""
"Kirilov","126375$1.57%126.4k","13.31%","72","12.98%","32.1",""
"Slecht","121798$1.51%121.8k","34.34%","-","7.07%","31.0",""
"Dirtÿ","121138$1.50%121.1k","13.06%","72","9.24%","30.8",""
"Seadub","115018$1.42%115.0k","9.18%","69","9.20%","29.3",""
"Jiero","114922$1.42%114.9k","21.23%","-","12.96%","29.2",""
"Milku","113937$1.41%113.9k","30.35%","-","7.89%","29.0",""
"Parisshelton","112324$1.39%112.3k","21.28%","-","9.96%","28.6",""
"Tauraheim","109331$1.35%109.3k","11.51%","-","9.12%","27.8",""
"Deyn","103480$1.28%103.5k","21.09%","-","7.02%","26.3",""
"Ghazan","97823$1.21%97.8k","19.21%","-","9.04%","24.9",""
"Eighchbar","94311$1.17%94.3k","12.34%","-","7.30%","24.0",""
"Valara","93942$1.16%93.9k","11.21%","-","8.27%","23.9",""
"Necrohealya","93373$1.16%93.4k","12.19%","70","8.01%","23.7",""
"Enders","91461$1.13%91.5k","14.62%","-","6.95%","23.3",""
"Fossett","80377$1.00%80.4k","14.49%","69","7.70%","20.4",""
"Wangcake","80095$0.99%80.1k","12.95%","70","6.55%","20.4",""
"Irisviiel","79583$0.99%79.6k","20.50%","68","8.10%","20.2",""
"Pythagorean","76355$0.95%76.4k","11.19%","-","6.45%","19.4",""
"Ratshot","74790$0.93%74.8k","15.11%","-","5.68%","19.0",""
"Ishney","67643$0.84%67.6k","16.51%","-","6.98%","17.2",""
"Razorgore the Untamed","57461$0.71%57.5k","-","-","1.22%","14.6",""
"Grimtide","30143$0.37%30.1k","16.69%","-","3.14%","7.7",""
"Pointed","8156$0.10%8.2k","15.01%","64","0.00%","2.1",""
"Trolleficent","4477$0.06%4.5k","2.99%","63","0.00%","1.1",""
"Daxis","1900$0.02%1.9k","-","64","0.00%","0.5",""
"Kasako","647$0.01%647.0","25.46%","63","0.00%","0.2",""
