"Parse %","Name","Amount","Overheal","Ilvl","Ilvl %","Active","HPS",""
"83","Milku","59386$13.87%59.4k","31.26%","66","78","76.35%","153.1",""
"78","Pythagorean","59158$13.82%59.2k","33.03%","66","69","65.54%","152.5",""
"73","Eighchbar","51019$11.92%51.0k","35.70%","61","86","63.46%","131.6",""
"63","Nakur","46880$10.95%46.9k","51.84%","65","55","88.02%","120.9",""
"35","Gonz","36260$8.47%36.3k","28.22%","66","27","25.98%","93.5",""
"17","Phugoid","34738$8.11%34.7k","40.34%","66","10","34.38%","89.6",""
"22","Slecht","33092$7.73%33.1k","43.15%","56","53","52.98%","85.3",""
"35","Deyn","30933$7.23%30.9k","48.07%","65","27","18.57%","79.8",""
"18","Tazdink","29520$6.90%29.5k","23.26%","63","16","31.13%","76.1",""
"10","Ghazan","19937$4.66%19.9k","26.73%","65","8","19.81%","51.4",""
"95","Hoebowjoe","4712$1.10%4.7k","-","64","94","0.00%","12.2",""
"94","Overbit","4343$1.01%4.3k","3.08%","61","94","3.62%","11.2",""
"70","Peareyeuh","3043$0.71%3.0k","-","-","69","0.00%","7.8",""
"60","Ultimecia","2523$0.59%2.5k","36.80%","65","58","0.00%","6.5",""
"78","Pemberstone","2371$0.55%2.4k","-","-","80","0.00%","6.1",""
"68","Danty","1953$0.46%2.0k","31.33%","62","65","11.10%","5.0",""
"69","Kirilov","1699$0.40%1.7k","31.60%","65","68","7.64%","4.4",""
"62","Bandakar","1663$0.39%1.7k","56.98%","65","63","40.42%","4.3",""
"56","Valara","1520$0.36%1.5k","-","64","56","0.00%","3.9",""
"38","Cavander","986$0.23%986.0","-","65","36","0.00%","2.5",""
"36","Fossett","961$0.22%961.0","20.64%","64","35","2.34%","2.5",""
"34","Flatzz","606$0.14%606.0","37.97%","64","32","0.52%","1.6",""
"34","Muhhgi","570$0.13%570.0","60.00%","64","32","23.08%","1.5",""
"37","Trii","111$0.03%111.0","80.28%","66","36","1.06%","0.3",""
"20","Furckinstein","76$0.02%76.0","78.77%","65","20","0.00%","0.2",""
"37","Deadstrike","30$0.01%30.0","94.80%","63","36","2.29%","0.1",""
