"Parse %","Name","Amount","Ilvl","Ilvl %","Active","DPS",""
"63","Ultimecia","661374$5.69%661.4k","70","56","71.14%","335.9",""
"34","Flatzz","567225$4.88%567.2k","65","34","64.68%","288.0",""
"28","Deadstrike","533064$4.59%533.1k","67","35","67.94%","270.7",""
"38","Spicyhot","484178$4.17%484.2k","66","44","69.39%","245.9",""
"44","Valara","466069$4.01%466.1k","67","53","55.32%","236.7",""
"32","Sur","459904$3.96%459.9k","63","60","65.35%","233.5",""
"36","Jiero","449585$3.87%449.6k","-","38","61.19%","228.3",""
"21","Dankling","420559$3.62%420.6k","64","39","58.20%","213.6",""
"25","Hoebowjoe","415790$3.58%415.8k","-","28","49.20%","211.1",""
"36","Minuteman","410304$3.53%410.3k","67","45","46.70%","208.4",""
"24","Duhd","405491$3.49%405.5k","60","61","52.56%","205.9",""
"24","Guki","396014$3.41%396.0k","-","47","53.01%","201.1",""
"31","Changó","392964$3.38%393.0k","67","27","53.18%","199.6",""
"36","Cavander","391605$3.37%391.6k","67","42","47.12%","198.9",""
"22","Marrco","372674$3.21%372.7k","66","25","60.12%","189.3",""
"18","Dohvyk","369353$3.18%369.4k","-","39","62.24%","187.6",""
"32","Leetwreck","366902$3.16%366.9k","64","36","48.84%","186.3",""
"28","Jáx","360366$3.10%360.4k","-","55","58.39%","183.0",""
"17","Parisshelton","348202$3.00%348.2k","59","54","46.10%","176.8",""
"21","Kagomi","338296$2.91%338.3k","-","31","58.90%","171.8",""
"14","Smitty","320799$2.76%320.8k","55","61","51.96%","162.9",""
"32","Dirtÿ","314963$2.71%315.0k","67","38","37.90%","159.9",""
"21","Gaunz","306978$2.64%307.0k","63","38","46.61%","155.9",""
"53","Bandakar","303297$2.61%303.3k","-","48","75.87%","154.0",""
"30","Fossett","280481$2.41%280.5k","67","28","42.12%","142.4",""
"8","Ishney","268832$2.31%268.8k","69","7","52.31%","136.5",""
"8","Tumblebug","255185$2.20%255.2k","-","27","43.93%","129.6",""
"25","Furckinstein","235908$2.03%235.9k","-","32","61.13%","119.8",""
"29","Guliveris","234172$2.02%234.2k","62","43","60.60%","118.9",""
"29","Danty","221648$1.91%221.6k","-","24","58.37%","112.6",""
"40","Pemberstone","208279$1.79%208.3k","-","43","59.07%","105.8",""
"96","Ghazan","49784$0.43%49.8k","68","96","11.25%","25.3",""
"88","Yunghelga","4415$0.04%4.4k","59","89","0.00%","2.2",""
"-","Wangcake","196$0.00%196.0","69","-","0.00%","0.1",""
"-","Milku","181$0.00%181.0","-","-","0.00%","0.1",""
