"Parse %","Name","Amount","Overheal","Ilvl","Ilvl %","Active","HPS",""
"79","Eighchbar","594596$12.06%594.6k","37.88%","-","79","78.06%","223.8",""
"43","Yunghelga","588116$11.93%588.1k","28.96%","69","38","49.26%","221.4",""
"49","Deyn","585938$11.88%585.9k","34.11%","71","41","42.44%","220.6",""
"53","Wangcake","505922$10.26%505.9k","41.07%","-","51","71.58%","190.5",""
"50","Pythagorean","436565$8.85%436.6k","30.34%","70","47","47.19%","164.3",""
"44","Shelton","431642$8.75%431.6k","49.26%","69","44","74.10%","162.5",""
"54","Milku","415113$8.42%415.1k","48.15%","71","46","79.04%","156.3",""
"28","Necrohealya","327575$6.64%327.6k","56.99%","70","26","66.73%","123.3",""
"31","Slecht","309333$6.27%309.3k","52.95%","69","29","63.29%","116.4",""
"38","Tauraheim","302694$6.14%302.7k","52.93%","-","32","63.06%","113.9",""
"64","Ghazan","158707$3.22%158.7k","23.13%","-","62","15.77%","59.7",""
"62","Buffymctank","26745$0.54%26.7k","45.07%","-","62","61.89%","10.1",""
"85","Hoebowjoe","23792$0.48%23.8k","-","-","85","1.52%","9.0",""
"82","Pemberstone","22971$0.47%23.0k","38.56%","-","83","9.74%","8.6",""
"77","Ultimecia","16448$0.33%16.4k","50.54%","72","76","2.89%","6.2",""
"64","Akecheta","15841$0.32%15.8k","48.36%","-","62","56.20%","6.0",""
"68","Bandakar","14154$0.29%14.2k","39.37%","-","72","44.34%","5.3",""
"51","Flatzz","13164$0.27%13.2k","46.96%","-","50","38.68%","5.0",""
"57","Dohvyk","12866$0.26%12.9k","41.37%","-","55","48.79%","4.8",""
"47","Furckinstein","12805$0.26%12.8k","44.81%","-","45","39.46%","4.8",""
"41","Changó","12795$0.26%12.8k","50.63%","-","38","50.81%","4.8",""
"79","Synergy","11417$0.23%11.4k","28.01%","-","83","4.78%","4.3",""
"52","Guliveris","11377$0.23%11.4k","43.91%","-","49","32.21%","4.3",""
"50","Dïrty","10970$0.22%11.0k","50.31%","63","51","38.96%","4.1",""
"85","Dryrun","10844$0.22%10.8k","-","-","83","0.59%","4.1",""
"69","Fossett","10455$0.21%10.5k","9.09%","71","70","1.23%","3.9",""
"97","Urumettu","7616$0.15%7.6k","-","67","97","0.00%","2.9",""
"94","Valara","7380$0.15%7.4k","-","69","94","1.15%","2.8",""
"80","Dietolive","6857$0.14%6.9k","13.47%","-","80","0.00%","2.6",""
"60","Stankdik","5222$0.11%5.2k","29.69%","69","62","0.72%","2.0",""
"56","Joepesci","4904$0.10%4.9k","38.35%","-","56","0.00%","1.8",""
"90","Gaunz","4609$0.09%4.6k","-","-","90","0.00%","1.7",""
"98","Ratshot","3836$0.08%3.8k","-","-","98","0.00%","1.4",""
"57","Deadstrike","2788$0.06%2.8k","62.50%","69","60","3.36%","1.0",""
"86","Parisshelton","2196$0.04%2.2k","-","69","86","0.00%","0.8",""
"-","Ishney","1084$0.02%1.1k","11.51%","73","-","0.00%","0.4",""
"-","Jainax","520$0.01%520.0","-","65","-","0.00%","0.2",""
"61","Seadub","386$0.01%386.0","95.42%","70","61","0.96%","0.1",""
