"Parse %","Name","Amount","Overheal","Ilvl","Ilvl %","Active","HPS",""
"59","Yunghelga","565694$11.00%565.7k","33.27%","69","57","55.12%","202.3",""
"60","Deyn","504875$9.82%504.9k","37.04%","-","55","49.27%","180.6",""
"37","Wangcake","474808$9.23%474.8k","50.89%","70","37","82.12%","169.8",""
"31","Pythagorean","445430$8.66%445.4k","36.72%","-","31","56.09%","159.3",""
"71","Eighchbar","441001$8.57%441.0k","47.57%","-","73","78.74%","157.7",""
"63","Milku","417182$8.11%417.2k","49.97%","71","58","75.29%","149.2",""
"51","Slecht","392251$7.63%392.3k","52.06%","69","52","73.74%","140.3",""
"58","Ratshot","379162$7.37%379.2k","49.41%","-","62","75.58%","135.6",""
"37","Necrohealya","351421$6.83%351.4k","61.73%","70","37","81.15%","125.7",""
"56","Tauraheim","337011$6.55%337.0k","56.69%","68","59","71.53%","120.5",""
"22","Enders","313666$6.10%313.7k","48.75%","71","20","44.79%","112.2",""
"49","Ghazan","130483$2.54%130.5k","30.97%","-","48","15.26%","46.7",""
"83","Hoebowjoe","35742$0.69%35.7k","-","-","83","5.18%","12.8",""
"57","Fossett","25230$0.49%25.2k","17.49%","-","56","2.58%","9.0",""
"77","Jáx","23676$0.46%23.7k","-","-","79","4.76%","8.5",""
"79","Bandakar","21366$0.42%21.4k","36.54%","-","78","49.08%","7.6",""
"57","Furckinstein","20498$0.40%20.5k","37.51%","-","55","50.90%","7.3",""
"82","Ultimecia","20324$0.40%20.3k","40.88%","-","81","2.91%","7.3",""
"79","Synergy","18351$0.36%18.4k","22.16%","-","81","5.84%","6.6",""
"52","Guliveris","17039$0.33%17.0k","42.83%","-","50","40.42%","6.1",""
"56","Dohvyk","15934$0.31%15.9k","40.05%","-","55","56.17%","5.7",""
"74","Pemberstone","15769$0.31%15.8k","59.46%","-","74","7.85%","5.6",""
"55","Changó","15663$0.30%15.7k","45.94%","-","54","49.33%","5.6",""
"72","Stankdik","14981$0.29%15.0k","13.53%","-","74","2.94%","5.4",""
"54","Flatzz","14452$0.28%14.5k","54.21%","-","54","48.83%","5.2",""
"45","Danty","14264$0.28%14.3k","53.46%","-","44","48.25%","5.1",""
"54","Akecheta","13675$0.27%13.7k","55.97%","-","53","53.58%","4.9",""
"71","Valara","12919$0.25%12.9k","-","-","71","2.13%","4.6",""
"77","Dietolive","12256$0.24%12.3k","11.65%","70","74","1.38%","4.4",""
"65","Crox","12092$0.24%12.1k","13.50%","-","64","3.18%","4.3",""
"37","Parisshelton","11500$0.22%11.5k","-","69","35","1.73%","4.1",""
"74","Gaunz","10750$0.21%10.8k","20.80%","-","76","0.95%","3.8",""
"74","Kirilov","10681$0.21%10.7k","41.79%","72","74","3.73%","3.8",""
"51","Dryrun","10451$0.20%10.5k","-","64","57","1.22%","3.7",""
"83","Irisviiel","5843$0.11%5.8k","13.06%","71","82","1.16%","2.1",""
"64","Deadstrike","5295$0.10%5.3k","53.06%","-","69","4.61%","1.9",""
"78","Ishney","3496$0.07%3.5k","24.77%","73","77","0.65%","1.3",""
"53","Dirtÿ","3069$0.06%3.1k","-","73","52","0.00%","1.1",""
"77","Jiero","2915$0.06%2.9k","33.98%","-","78","0.00%","1.0",""
"12","Duhd","2434$0.05%2.4k","-","-","12","0.00%","0.9",""
