"Parse %","Name","Amount","Overheal","Ilvl","Ilvl %","Active","HPS",""
"45","Yunghelga","565034$12.77%565.0k","35.92%","69","40","52.08%","192.8",""
"58","Eighchbar","497849$11.26%497.8k","36.32%","-","56","81.01%","169.9",""
"49","Wangcake","477409$10.79%477.4k","39.46%","70","47","72.15%","162.9",""
"36","Pythagorean","428184$9.68%428.2k","30.51%","70","33","43.70%","146.1",""
"29","Gonz","426680$9.65%426.7k","30.55%","-","28","39.19%","145.6",""
"36","Slecht","356734$8.07%356.7k","52.58%","69","33","68.37%","121.7",""
"21","Kasako","340576$7.70%340.6k","45.55%","-","24","57.84%","116.2",""
"46","Tauraheim","338700$7.66%338.7k","54.31%","-","45","68.53%","115.6",""
"24","Necrohealya","292642$6.62%292.6k","60.33%","70","21","69.51%","99.9",""
"29","Enders","291926$6.60%291.9k","42.53%","71","26","42.52%","99.6",""
"27","Ghazan","188364$4.26%188.4k","31.32%","-","26","21.18%","64.3",""
"83","Hoebowjoe","29959$0.68%30.0k","-","69","83","1.53%","10.2",""
"66","Akecheta","17340$0.39%17.3k","48.59%","-","64","54.85%","5.9",""
"51","Guliveris","15544$0.35%15.5k","39.47%","-","50","44.10%","5.3",""
"47","Furckinstein","15530$0.35%15.5k","44.30%","67","45","43.32%","5.3",""
"55","Changó","15104$0.34%15.1k","46.71%","-","52","47.94%","5.2",""
"67","Valayra","14579$0.33%14.6k","11.07%","-","67","1.71%","5.0",""
"77","Synergy","14157$0.32%14.2k","24.33%","66","81","4.01%","4.8",""
"85","Dryrun","13833$0.31%13.8k","-","64","85","0.55%","4.7",""
"51","Bandakar","13104$0.30%13.1k","47.98%","-","54","45.13%","4.5",""
"37","Dïrty","9874$0.22%9.9k","52.66%","-","38","38.40%","3.4",""
"48","Crox","9223$0.21%9.2k","21.43%","-","43","2.65%","3.1",""
"79","Dietolive","8694$0.20%8.7k","18.24%","70","79","0.00%","3.0",""
"69","Stankdik","8473$0.19%8.5k","21.97%","69","72","1.93%","2.9",""
"86","Joepesci","6082$0.14%6.1k","-","-","85","0.68%","2.1",""
"67","Seadub","5730$0.13%5.7k","56.81%","70","67","0.00%","2.0",""
"98","Urumettu","5452$0.12%5.5k","-","67","98","0.00%","1.9",""
"73","Fossett","5323$0.12%5.3k","-","71","72","0.57%","1.8",""
"92","Parisshelton","3707$0.08%3.7k","-","69","92","0.00%","1.3",""
"87","Jiero","3021$0.07%3.0k","-","-","88","0.00%","1.0",""
"93","Daxis","2849$0.06%2.8k","-","65","93","0.00%","1.0",""
"-","Irisviiel","735$0.02%735.0","-","72","-","0.00%","0.3",""
"65","Pointed","703$0.02%703.0","13.32%","64","64","0.00%","0.2",""
