"Name","Amount","Mitigated","Ilvl","Active","DTPS",""
"Crox","802280$16.18%802.3k","52.80%","-","68.93%","306.7",""
"Darunor","432543$8.72%432.5k","42.84%","-","38.68%","165.4",""
"Bandakar","406270$8.19%406.3k","49.93%","-","39.61%","155.3",""
"Danty","235804$4.76%235.8k","26.87%","-","24.93%","90.2",""
"Akecheta","234055$4.72%234.1k","11.90%","63","27.48%","89.5",""
"Flatzz","198670$4.01%198.7k","9.23%","64","20.54%","76.0",""
"Trike","188128$3.79%188.1k","12.14%","-","21.89%","71.9",""
"Changó","178354$3.60%178.4k","12.01%","-","18.31%","68.2",""
"Muhhgi","173794$3.50%173.8k","11.84%","64","20.32%","66.4",""
"Chingu","149159$3.01%149.2k","3.53%","60","20.96%","57.0",""
"Kirilov","147181$2.97%147.2k","9.07%","65","21.16%","56.3",""
"Trii","138906$2.80%138.9k","5.81%","65","18.58%","53.1",""
"Chainguin","131730$2.66%131.7k","6.60%","65","21.23%","50.4",""
"Overbit","131502$2.65%131.5k","8.18%","61","19.15%","50.3",""
"Deadstrike","127798$2.58%127.8k","6.23%","63","20.56%","48.9",""
"Ultimecia","86492$1.74%86.5k","6.14%","65","6.72%","33.1",""
"Gonz","80707$1.63%80.7k","11.21%","66","7.91%","30.9",""
"Mexius","70004$1.41%70.0k","7.15%","-","5.21%","26.8",""
"Fossett","64660$1.30%64.7k","3.20%","64","4.56%","24.7",""
"Jiero","64108$1.29%64.1k","12.58%","67","3.74%","24.5",""
"Milku","61968$1.25%62.0k","9.47%","66","5.21%","23.7",""
"Tazdink","57729$1.16%57.7k","9.80%","63","3.37%","22.1",""
"Mogs","57383$1.16%57.4k","3.89%","61","5.50%","21.9",""
"Enders","52633$1.06%52.6k","11.08%","65","4.94%","20.1",""
"Valara","51604$1.04%51.6k","7.11%","64","4.34%","19.7",""
"Saphex","50161$1.01%50.2k","6.57%","62","3.11%","19.2",""
"Deyn","49055$0.99%49.1k","8.01%","65","4.12%","18.8",""
"Cavander","47744$0.96%47.7k","8.07%","63","3.86%","18.3",""
"Takanu","47384$0.96%47.4k","-","59","3.60%","18.1",""
"Dietolive","44628$0.90%44.6k","4.96%","-","1.62%","17.1",""
"Grimseeker","44552$0.90%44.6k","8.22%","66","2.63%","17.0",""
"Eighchbar","44061$0.89%44.1k","5.39%","61","4.19%","16.8",""
"Pythagorean","43649$0.88%43.6k","7.14%","-","2.41%","16.7",""
"Nakur","40128$0.81%40.1k","11.99%","65","2.69%","15.3",""
"Dirtypantiz","39387$0.79%39.4k","6.74%","62","2.72%","15.1",""
"Crow","38878$0.78%38.9k","8.11%","58","2.48%","14.9",""
"Ghazan","37494$0.76%37.5k","7.39%","64","4.40%","14.3",""
"Hoebowjoe","36732$0.74%36.7k","12.03%","64","2.90%","14.0",""
"Necrohealya","36723$0.74%36.7k","6.36%","66","2.24%","14.0",""
"Claudiu","34776$0.70%34.8k","10.35%","64","3.73%","13.3",""
