"Parse %","Name","Amount","Overheal","Ilvl","Ilvl %","Active","HPS",""
"64","Deyn","695404$14.78%695.4k","27.69%","-","60","41.86%","231.9",""
"69","Wangcake","675286$14.35%675.3k","33.16%","-","71","78.02%","225.2",""
"73","Milku","584905$12.43%584.9k","38.49%","-","70","74.66%","195.0",""
"61","Pythagorean","580551$12.34%580.6k","25.22%","-","60","58.58%","193.6",""
"47","Yunghelga","519544$11.04%519.5k","15.07%","63","65","41.60%","173.2",""
"49","Slecht","418145$8.89%418.1k","38.63%","65","62","67.72%","139.4",""
"37","Shelton","417940$8.88%417.9k","28.01%","62","52","47.68%","139.4",""
"44","Necrohealya","395786$8.41%395.8k","42.00%","70","42","56.17%","132.0",""
"80","Ghazan","115817$2.46%115.8k","23.13%","71","79","6.22%","38.6",""
"93","Pemberstone","36333$0.77%36.3k","32.14%","-","93","15.32%","12.1",""
"75","Akecheta","26540$0.56%26.5k","29.51%","66","73","50.29%","8.9",""
"84","Hoebowjoe","25589$0.54%25.6k","-","-","83","2.06%","8.5",""
"82","Jáx","22031$0.47%22.0k","-","-","79","1.65%","7.3",""
"64","Flatzz","21138$0.45%21.1k","26.09%","-","63","44.37%","7.0",""
"85","Ultimecia","18857$0.40%18.9k","49.95%","71","84","3.60%","6.3",""
"65","Guliveris","15632$0.33%15.6k","29.93%","-","68","29.93%","5.2",""
"60","Changó","12915$0.27%12.9k","37.91%","-","57","40.08%","4.3",""
"74","Smitty","11490$0.24%11.5k","-","57","70","0.89%","3.8",""
"73","Fossett","11013$0.23%11.0k","-","67","73","1.33%","3.7",""
"77","Bandakar","10211$0.22%10.2k","20.37%","-","77","21.90%","3.4",""
"43","Buffymctank","10193$0.22%10.2k","46.68%","60","51","37.93%","3.4",""
"90","Dietolive","9512$0.20%9.5k","17.32%","67","89","0.00%","3.2",""
"56","Leetwreck","9201$0.20%9.2k","36.13%","-","55","33.71%","3.1",""
"68","Deadstrike","9198$0.20%9.2k","39.52%","69","70","5.69%","3.1",""
"83","Tumblebug","7664$0.16%7.7k","-","-","79","0.00%","2.6",""
"80","Gaunz","6070$0.13%6.1k","-","66","80","0.00%","2.0",""
"69","Valara","5153$0.11%5.2k","-","67","66","0.00%","1.7",""
"-","Spicyhot","4852$0.10%4.9k","-","67","-","0.59%","1.6",""
"96","Sur","4712$0.10%4.7k","-","65","96","0.00%","1.6",""
"83","Duhd","3871$0.08%3.9k","-","62","78","0.00%","1.3",""
"56","Parisshelton","3689$0.08%3.7k","-","65","51","0.00%","1.2",""
"92","Dohvyk","3352$0.07%3.4k","1.30%","-","91","0.62%","1.1",""
"95","Dankling","3229$0.07%3.2k","-","65","95","0.57%","1.1",""
"75","Seadub","3196$0.07%3.2k","74.24%","-","77","14.75%","1.1",""
"62","Minuteman","1863$0.04%1.9k","45.27%","-","68","0.00%","0.6",""
"-","Ishney","1470$0.03%1.5k","-","69","-","0.00%","0.5",""
"88","Jiero","1397$0.03%1.4k","-","-","88","0.00%","0.5",""
"90","Dirtÿ","1074$0.02%1.1k","28.40%","69","90","0.00%","0.4",""
"95","Furckinstein","977$0.02%977.0","-","-","96","0.00%","0.3",""
