"Name","Amount","Mitigated","Ilvl","Active","DTPS",""
"Guliveris","665409$15.95%665.4k","49.94%","-","63.46%","281.2",""
"Bandakar","469574$11.25%469.6k","45.40%","-","44.87%","198.4",""
"Mortifier","256160$6.14%256.2k","57.37%","-","34.64%","108.2",""
"Furckinstein","184762$4.43%184.8k","28.47%","-","18.94%","78.1",""
"Hercalees","157039$3.76%157.0k","15.23%","66","20.93%","66.4",""
"Theberserker","149264$3.58%149.3k","10.64%","-","18.00%","63.1",""
"Dohvyk","147208$3.53%147.2k","15.57%","-","22.08%","62.2",""
"Nimda","130323$3.12%130.3k","10.84%","-","20.82%","55.1",""
"Xtronk","129538$3.10%129.5k","9.16%","-","15.32%","54.7",""
"Tamuus","129005$3.09%129.0k","24.88%","-","23.10%","54.5",""
"Hbar","121892$2.92%121.9k","13.70%","-","17.16%","51.5",""
"Renke","121223$2.91%121.2k","9.02%","-","18.54%","51.2",""
"Stankdik","110527$2.65%110.5k","11.25%","-","15.28%","46.7",""
"Synergy","110034$2.64%110.0k","9.98%","-","14.12%","46.5",""
"Thoominn","106700$2.56%106.7k","14.38%","-","15.57%","45.1",""
"Johnnylol","97784$2.34%97.8k","8.21%","68","14.46%","41.3",""
"Suria","93967$2.25%94.0k","6.98%","-","12.20%","39.7",""
"Seadub","83019$1.99%83.0k","4.31%","72","10.33%","35.1",""
"Irisviiel","64296$1.54%64.3k","11.31%","77","5.40%","27.2",""
"Beefbeefbeef","59602$1.43%59.6k","6.34%","68","4.50%","25.2",""
"Hammerbinger","56684$1.36%56.7k","9.96%","74","4.35%","24.0",""
"Tauraheim","54630$1.31%54.6k","11.89%","74","5.31%","23.1",""
"Lamarion","54611$1.31%54.6k","9.92%","70","4.22%","23.1",""
"Gonz","53988$1.29%54.0k","2.75%","68","3.91%","22.8",""
"Idunrunnin","51403$1.23%51.4k","15.54%","-","5.12%","21.7",""
"Slecht","44322$1.06%44.3k","9.19%","71","3.39%","18.7",""
"Duhd","40975$0.98%41.0k","10.07%","75","3.33%","17.3",""
"Seraf","40032$0.96%40.0k","13.10%","-","2.62%","16.9",""
"Kitrina","38742$0.93%38.7k","11.31%","75","3.26%","16.4",""
"Ducks","38177$0.91%38.2k","8.59%","61","1.22%","16.1",""
"Jiero","38084$0.91%38.1k","19.63%","74","3.12%","16.1",""
"Kaitlynn","37546$0.90%37.5k","2.88%","75","3.21%","15.9",""
"Kasako","37504$0.90%37.5k","8.15%","67","3.35%","15.8",""
"Ratshot","35703$0.86%35.7k","6.46%","68","2.33%","15.1",""
"Shamallama","31472$0.75%31.5k","7.31%","71","2.52%","13.3",""
"Bizzerk","31458$0.75%31.5k","5.14%","-","1.40%","13.3",""
"Dieto","30999$0.74%31.0k","2.45%","65","2.54%","13.1",""
"Seiyaorb","28391$0.68%28.4k","4.40%","67","2.60%","12.0",""
"Quesogrande","26013$0.62%26.0k","1.26%","68","1.88%","11.0",""
"Drfears","14471$0.35%14.5k","3.29%","54","0.90%","6.1",""
