"Parse %","Name","Amount","Overheal","Ilvl","Ilvl %","Active","HPS",""
"87","Milku","52582$17.55%52.6k","34.31%","65","83","92.08%","182.1",""
"66","Pythagorean","37994$12.68%38.0k","31.41%","63","74","66.60%","131.6",""
"71","Eighchbar","35515$11.85%35.5k","29.56%","58","90","50.89%","123.0",""
"75","Phugoid","32516$10.85%32.5k","26.17%","65","70","55.27%","112.6",""
"48","Deyn","30051$10.03%30.1k","43.13%","64","41","30.26%","104.1",""
"69","Nakur","28717$9.58%28.7k","49.55%","65","62","68.65%","99.5",""
"52","Gonz","20020$6.68%20.0k","17.48%","65","43","15.01%","69.3",""
"44","Ghazan","15793$5.27%15.8k","12.90%","63","41","10.52%","54.7",""
"33","Tazdink","14169$4.73%14.2k","19.99%","59","58","9.80%","49.1",""
"99","Bandakar","4597$1.53%4.6k","16.69%","63","99","48.12%","15.9",""
"82","Mexius","2360$0.79%2.4k","-","66","80","0.84%","8.2",""
"1","Maruke","2343$0.78%2.3k","70.36%","57","2","3.51%","8.1",""
"94","Overbit","2273$0.76%2.3k","19.02%","61","94","5.42%","7.9",""
"92","Trii","2081$0.69%2.1k","37.53%","65","91","2.43%","7.2",""
"87","Pemberstone","2031$0.68%2.0k","-","59","89","0.00%","7.0",""
"73","Ultimecia","1849$0.62%1.8k","26.48%","65","71","1.40%","6.4",""
"85","Darunor","1825$0.61%1.8k","-","60","86","3.35%","6.3",""
"84","Hoebowjoe","1730$0.58%1.7k","-","63","84","0.00%","6.0",""
"56","Mogs","1718$0.57%1.7k","-","62","56","0.56%","6.0",""
"81","Muhhgi","1540$0.51%1.5k","28.10%","61","80","22.53%","5.3",""
"65","Dietolive","1440$0.48%1.4k","-","61","66","0.00%","5.0",""
"78","Kirilov","1294$0.43%1.3k","31.53%","65","77","11.60%","4.5",""
"55","Crow","1200$0.40%1.2k","42.47%","-","65","0.00%","4.2",""
"50","Fossett","1125$0.38%1.1k","-","64","48","0.00%","3.9",""
"63","Chingu","729$0.24%729.0","-","58","70","0.00%","2.5",""
"62","Trike","719$0.24%719.0","28.10%","63","60","19.19%","2.5",""
"55","Impervious","625$0.21%625.0","54.55%","62","52","34.45%","2.2",""
"34","Flatzz","341$0.11%341.0","34.55%","63","31","22.65%","1.2",""
"34","Akecheta","280$0.09%280.0","71.31%","64","32","29.77%","1.0",""
"20","Changó","120$0.04%120.0","79.06%","65","20","8.09%","0.4",""
"37","Chainguin","115$0.04%115.0","79.97%","64","36","3.34%","0.4",""
