"Name","Amount","Mitigated","Ilvl","Active","DTPS",""
"Darunor","366598$10.22%366.6k","49.78%","-","56.48%","233.8",""
"Danty","301309$8.40%301.3k","49.71%","-","49.33%","192.2",""
"Bandakar","296874$8.27%296.9k","53.03%","-","45.00%","189.3",""
"Crox","223446$6.23%223.4k","55.25%","-","45.16%","142.5",""
"Akecheta","139581$3.89%139.6k","21.99%","-","31.70%","89.0",""
"Pemberstone","132387$3.69%132.4k","44.32%","-","33.72%","84.4",""
"Deadstrike","119452$3.33%119.5k","18.05%","65","27.85%","76.2",""
"Changó","111502$3.11%111.5k","21.48%","-","24.09%","71.1",""
"Impervious","110927$3.09%110.9k","24.52%","64","26.40%","70.7",""
"Slybanana","110669$3.08%110.7k","13.82%","63","25.57%","70.6",""
"Flatzz","109652$3.06%109.7k","21.13%","-","28.12%","69.9",""
"Overbit","106882$2.98%106.9k","21.64%","63","26.57%","68.2",""
"Razorgore the Untamed","105765$2.95%105.8k","-","-","4.02%","67.5",""
"Kirilov","89825$2.50%89.8k","14.18%","65","19.48%","57.3",""
"Trii","86232$2.40%86.2k","19.36%","69","21.34%","55.0",""
"Chainguin","80117$2.23%80.1k","16.44%","-","22.97%","51.1",""
"Dankling","73789$2.06%73.8k","14.26%","61","15.65%","47.1",""
"Mexius","71729$2.00%71.7k","20.87%","-","15.54%","45.7",""
"Mogs","68663$1.91%68.7k","14.94%","63","14.64%","43.8",""
"Dietolive","61459$1.71%61.5k","16.88%","-","16.42%","39.2",""
"Ultimecia","61409$1.71%61.4k","12.67%","67","15.49%","39.2",""
"Jiero","57775$1.61%57.8k","25.50%","-","17.59%","36.8",""
"Pythagorean","49048$1.37%49.0k","15.06%","67","12.87%","31.3",""
"Urumettu","46012$1.28%46.0k","28.21%","67","12.95%","29.3",""
"Gonz","45924$1.28%45.9k","23.41%","67","14.60%","29.3",""
"Tazdink","42941$1.20%42.9k","18.65%","-","11.15%","27.4",""
"Milku","42846$1.19%42.8k","19.65%","-","11.68%","27.3",""
"Necrohealya","40504$1.13%40.5k","15.62%","-","10.95%","25.8",""
"Dirtÿ","39290$1.09%39.3k","21.63%","-","11.95%","25.1",""
"Valara","38793$1.08%38.8k","20.01%","-","11.96%","24.7",""
"Slecht","38571$1.07%38.6k","11.74%","64","9.87%","24.6",""
"Cavander","37167$1.04%37.2k","24.91%","-","9.60%","23.7",""
"Takanu","36884$1.03%36.9k","20.88%","-","9.00%","23.5",""
"Deyn","35485$0.99%35.5k","25.54%","-","8.71%","22.6",""
"Ghazan","35219$0.98%35.2k","24.43%","-","10.19%","22.5",""
"Enders","33423$0.93%33.4k","19.23%","66","9.40%","21.3",""
"Fossett","32561$0.91%32.6k","9.40%","66","7.74%","20.8",""
"Hoebowjoe","28836$0.80%28.8k","29.25%","-","10.29%","18.4",""
"Eighchbar","28381$0.79%28.4k","21.44%","-","8.19%","18.1",""
"Claudiu","26008$0.72%26.0k","36.75%","65","10.39%","16.6",""
"Wangcake","24219$0.67%24.2k","8.23%","-","6.05%","15.4",""
