"Parse %","Name","Amount","Ilvl","Ilvl %","Active","DPS",""
"43","Flatzz","1102023$5.36%1.10m","-","45","69.95%","322.3",""
"59","Ultimecia","1061528$5.16%1.06m","70","52","68.55%","310.5",""
"39","Sur","978488$4.76%978.5k","-","72","78.65%","286.2",""
"29","Deadstrike","970880$4.72%970.9k","68","31","73.03%","284.0",""
"60","Jiero","940602$4.57%940.6k","-","63","73.83%","275.1",""
"36","Akecheta","911839$4.43%911.8k","-","32","75.62%","266.7",""
"44","Hoebowjoe","902845$4.39%902.8k","67","51","57.87%","264.1",""
"50","Guki","874003$4.25%874.0k","64","70","59.10%","255.6",""
"45","Duhd","848611$4.13%848.6k","62","75","58.54%","248.2",""
"23","Leetwreck","808520$3.93%808.5k","64","26","69.28%","236.5",""
"55","Valara","805706$3.92%805.7k","67","63","51.35%","235.7",""
"18","Parisshelton","732705$3.56%732.7k","58","57","50.50%","214.3",""
"25","Changó","721995$3.51%722.0k","67","20","60.96%","211.2",""
"27","Urumettu","718734$3.50%718.7k","67","28","60.86%","210.2",""
"22","Gaunz","672107$3.27%672.1k","63","44","56.35%","196.6",""
"26","Bandakar","669941$3.26%669.9k","-","21","82.37%","196.0",""
"25","Dankling","660861$3.21%660.9k","64","45","53.85%","193.3",""
"14","Dohvyk","660142$3.21%660.1k","60","32","68.42%","193.1",""
"13","Furckinstein","659019$3.20%659.0k","66","12","71.21%","192.8",""
"15","Smitty","653141$3.18%653.1k","56","51","53.50%","191.0",""
"30","Kirilov","642079$3.12%642.1k","-","41","44.63%","187.8",""
"37","Fossett","527000$2.56%527.0k","67","34","46.97%","154.1",""
"16","Ishney","517468$2.52%517.5k","69","14","55.09%","151.4",""
"10","Daxis","477330$2.32%477.3k","56","38","58.72%","139.6",""
"27","Guliveris","422967$2.06%423.0k","-","33","68.31%","123.7",""
"42","Pemberstone","422351$2.05%422.4k","-","43","67.67%","123.5",""
"37","Crox","401698$1.95%401.7k","-","34","77.84%","117.5",""
"22","Drtymilk","395469$1.92%395.5k","60","28","52.81%","115.7",""
"68","Ghazan","251873$1.22%251.9k","69","68","27.96%","73.7",""
"2","Seadub","122165$0.59%122.2k","54","7","46.31%","35.7",""
"95","Necrohealya","17068$0.08%17.1k","70","95","1.57%","5.0",""
"88","Pythagorean","7359$0.04%7.4k","69","89","2.31%","2.2",""
"91","Enders","1377$0.01%1.4k","68","91","1.20%","0.4",""
"-","Wangcake","1343$0.01%1.3k","69","-","0.00%","0.4",""
"82","Yunghelga","1131$0.01%1.1k","60","82","0.00%","0.3",""
"-","Eighchbar","244$0.00%244.0","-","-","0.00%","0.1",""
"-","Shelton","182$0.00%182.0","-","-","0.00%","0.1",""
"-","Deyn","168$0.00%168.0","-","-","0.00%","0.0",""
"95","Milku","156$0.00%156.0","-","95","0.00%","0.0",""
"-","Searing Totem VI","59$0.00%59.0","-","-","0.00%","0.0",""
