"Name","Amount","Mitigated","Ilvl","Active","DTPS",""
"Guliveris","512562$7.29%512.6k","48.92%","-","53.73%","196.9",""
"Bandakar","478161$6.80%478.2k","59.09%","-","42.29%","183.7",""
"Crox","473429$6.74%473.4k","59.58%","-","48.09%","181.9",""
"Pemberstone","444969$6.33%445.0k","53.29%","-","40.92%","170.9",""
"Dohvyk","260650$3.71%260.7k","23.95%","-","25.96%","100.1",""
"Akecheta","252252$3.59%252.3k","24.40%","-","25.03%","96.9",""
"Furckinstein","233425$3.32%233.4k","25.44%","-","22.50%","89.7",""
"Flatzz","222389$3.16%222.4k","16.48%","-","22.27%","85.4",""
"Changó","218383$3.11%218.4k","22.01%","-","22.04%","83.9",""
"Ultimecia","184007$2.62%184.0k","16.22%","-","16.87%","70.7",""
"Kirilov","162619$2.31%162.6k","18.41%","-","13.96%","62.5",""
"Gaunz","159926$2.28%159.9k","15.68%","-","19.10%","61.4",""
"Necrohealya","153101$2.18%153.1k","14.42%","70","17.55%","58.8",""
"Dïrty","152656$2.17%152.7k","24.53%","-","15.67%","58.6",""
"Deadstrike","150402$2.14%150.4k","20.33%","-","16.19%","57.8",""
"Dietolive","149792$2.13%149.8k","17.42%","-","16.01%","57.5",""
"Synergy","149416$2.13%149.4k","19.69%","-","19.30%","57.4",""
"Wangcake","149122$2.12%149.1k","9.70%","72","13.93%","57.3",""
"Jiero","143148$2.04%143.1k","23.82%","-","15.50%","55.0",""
"Ghazan","139784$1.99%139.8k","18.32%","-","13.10%","53.7",""
"Milku","132212$1.88%132.2k","17.08%","-","14.79%","50.8",""
"Stankdik","131919$1.88%131.9k","20.76%","-","16.23%","50.7",""
"Pythagorean","130370$1.85%130.4k","8.36%","71","14.31%","50.1",""
"Tauraheim","127741$1.82%127.7k","17.09%","-","13.32%","49.1",""
"Slecht","127260$1.81%127.3k","15.32%","70","15.33%","48.9",""
"Seadub","126796$1.80%126.8k","14.25%","-","14.67%","48.7",""
"Drgupta","123399$1.76%123.4k","24.07%","67","11.15%","47.4",""
"Duhd","122436$1.74%122.4k","12.11%","70","13.74%","47.0",""
"Ugara","120803$1.72%120.8k","17.08%","63","11.98%","46.4",""
"Jáx","119315$1.70%119.3k","12.53%","-","12.33%","45.8",""
"Parisshelton","118770$1.69%118.8k","11.61%","70","11.52%","45.6",""
"Tazdink","115313$1.64%115.3k","10.96%","-","10.03%","44.3",""
"Eighchbar","114712$1.63%114.7k","8.18%","-","10.20%","44.1",""
"Deyn","114379$1.63%114.4k","20.58%","-","12.44%","43.9",""
"Kurtz","108303$1.54%108.3k","13.17%","-","10.29%","41.6",""
"Ishney","105178$1.50%105.2k","32.32%","-","16.06%","40.4",""
"Dryrun","104185$1.48%104.2k","14.15%","-","10.57%","40.0",""
"Melven","100488$1.43%100.5k","14.31%","61","10.80%","38.6",""
"Irisviiel","94461$1.34%94.5k","30.65%","-","13.75%","36.3",""
