"Name","Amount","Mitigated","Ilvl","Active","DTPS",""
"Bandakar","1164799$30.80%1.16m","49.90%","-","76.83%","296.9",""
"Jiera","329628$8.72%329.6k","35.76%","-","33.72%","84.0",""
"Akecheta","303976$8.04%304.0k","22.81%","-","30.80%","77.5",""
"Changó","279060$7.38%279.1k","34.54%","-","26.60%","71.1",""
"Ultimecia","244898$6.48%244.9k","9.94%","-","24.52%","62.4",""
"Dohvyk","237312$6.28%237.3k","18.13%","66","20.88%","60.5",""
"Gaunz","179018$4.73%179.0k","14.55%","67","17.20%","45.6",""
"Seadub","140025$3.70%140.0k","7.76%","71","14.26%","35.7",""
"Parisshelton","107621$2.85%107.6k","9.45%","68","10.56%","27.4",""
"Ghazan","106545$2.82%106.5k","16.05%","-","14.36%","27.2",""
"Funk","101429$2.68%101.4k","7.39%","66","11.77%","25.9",""
"Deyn","101184$2.68%101.2k","16.06%","69","13.05%","25.8",""
"Tauraheim","83408$2.21%83.4k","18.24%","-","9.84%","21.3",""
"Pythagorean","75904$2.01%75.9k","9.08%","70","13.34%","19.3",""
"Kasako","70909$1.88%70.9k","7.59%","55","10.49%","18.1",""
"Wangcake","68150$1.80%68.2k","13.10%","-","11.01%","17.4",""
"Eighchbar","61422$1.62%61.4k","11.46%","69","6.77%","15.7",""
"Duhd","59969$1.59%60.0k","10.31%","65","6.90%","15.3",""
"Ishney","59301$1.57%59.3k","19.67%","70","8.74%","15.1",""
"Frawgs","2174$0.06%2.2k","-","67","0.00%","0.6",""
"Hydrashox","1769$0.05%1.8k","-","70","0.00%","0.5",""
"Ghouls","1586$0.04%1.6k","0.94%","63","0.00%","0.4",""
"Farishi","1280$0.03%1.3k","-","72","0.00%","0.3",""
"Avrilinca","41$0.00%41.0","21.15%","6","0.00%","0.0",""
