"Parse %","Name","Amount","Overheal","Ilvl","Ilvl %","Active","HPS",""
"75","Milku","40712$13.58%40.7k","34.80%","71","65","82.25%","181.0",""
"73","Wangcake","40533$13.52%40.5k","44.88%","70","70","87.14%","180.2",""
"78","Deyn","34830$11.61%34.8k","30.81%","70","73","40.71%","154.9",""
"43","Eighchbar","32138$10.72%32.1k","48.00%","69","40","82.40%","142.9",""
"49","Yunghelga","31064$10.36%31.1k","17.53%","66","56","36.78%","138.1",""
"12","Pythagorean","26296$8.77%26.3k","38.50%","70","9","34.83%","116.9",""
"47","Shelton","24407$8.14%24.4k","39.77%","68","50","53.51%","108.5",""
"53","Slecht","22314$7.44%22.3k","57.04%","67","62","79.05%","99.2",""
"69","Tauraheim","20924$6.98%20.9k","52.50%","65","86","68.74%","93.0",""
"95","Ghazan","9379$3.13%9.4k","16.56%","-","92","11.55%","41.7",""
"-","Kasako","2414$0.81%2.4k","40.23%","61","-","8.30%","10.7",""
"94","Dohvyk","1522$0.51%1.5k","38.28%","68","94","30.62%","6.8",""
"47","Guliveris","1471$0.49%1.5k","51.66%","67","44","46.59%","6.5",""
"95","Kirilov","1460$0.49%1.5k","36.80%","72","95","3.12%","6.5",""
"65","Necrohealya","1333$0.44%1.3k","36.91%","63","65","3.96%","5.9",""
"76","Ultimecia","1260$0.42%1.3k","61.14%","72","74","24.12%","5.6",""
"75","Bandakar","1225$0.41%1.2k","44.19%","68","74","47.02%","5.4",""
"88","Jiera","1187$0.40%1.2k","31.70%","60","90","26.27%","5.3",""
"79","Smitty","920$0.31%920.0","-","67","78","0.00%","4.1",""
"81","Flatzz","912$0.30%912.0","48.99%","65","81","35.19%","4.1",""
"79","Hoebowjoe","872$0.29%872.0","-","68","79","1.09%","3.9",""
"79","Jáx","853$0.28%853.0","-","60","77","0.00%","3.8",""
"76","Danty","758$0.25%758.0","65.32%","68","76","28.43%","3.4",""
"76","Pointed","500$0.17%500.0","-","60","73","0.00%","2.2",""
"32","Furckinstein","240$0.08%240.0","82.51%","66","29","40.25%","1.1",""
"32","Changó","145$0.05%145.0","89.67%","68","27","26.62%","0.6",""
"56","Deadstrike","125$0.04%125.0","65.85%","69","60","4.50%","0.6",""
"34","Seadub","81$0.03%81.0","90.88%","70","34","0.00%","0.4",""
