"Parse %","Name","Amount","Overheal","Ilvl","Ilvl %","Active","HPS",""
"60","Wangcake","965143$9.30%965.1k","41.06%","74","58","70.09%","189.8",""
"54","Deyn","940794$9.07%940.8k","34.88%","-","59","45.27%","185.1",""
"72","Milku","913378$8.80%913.4k","50.59%","74","67","71.13%","179.7",""
"50","Drgupta","896170$8.64%896.2k","37.77%","-","65","55.46%","176.3",""
"81","Eighchbar","878603$8.47%878.6k","38.86%","71","86","64.61%","172.8",""
"43","Pythagorean","876351$8.45%876.4k","32.23%","-","42","58.48%","172.4",""
"80","Tauraheim","865771$8.34%865.8k","47.91%","-","79","72.45%","170.3",""
"31","Shamallama","745313$7.18%745.3k","25.31%","-","42","38.37%","146.6",""
"42","Ghazan","717050$6.91%717.1k","36.16%","73","44","41.08%","141.0",""
"32","Necrohealya","667965$6.44%668.0k","39.74%","-","33","57.44%","131.4",""
"46","Slecht","609379$5.87%609.4k","42.80%","-","51","56.67%","119.9",""
"16","Tazdink","423415$4.08%423.4k","31.29%","-","26","30.22%","83.3",""
"83","Zugshirt","63072$0.61%63.1k","10.15%","-","81","2.97%","12.4",""
"77","Ultimecia","62259$0.60%62.3k","13.86%","-","77","1.65%","12.2",""
"84","Guliveris","51410$0.50%51.4k","30.74%","-","83","44.66%","10.1",""
"84","Gaunz","49179$0.47%49.2k","-","-","81","1.23%","9.7",""
"62","Decimous","44995$0.43%45.0k","33.20%","-","63","40.34%","8.9",""
"78","Dietolive","43937$0.42%43.9k","10.59%","-","77","0.88%","8.6",""
"65","Dohvyk","41477$0.40%41.5k","35.58%","-","66","42.89%","8.2",""
"90","Nimda","40656$0.39%40.7k","11.30%","-","89","3.78%","8.0",""
"72","Flatzz","40640$0.39%40.6k","32.26%","-","73","42.47%","8.0",""
"84","Synergy","40552$0.39%40.6k","21.73%","-","84","4.90%","8.0",""
"62","Furckinstein","37323$0.36%37.3k","38.52%","-","61","40.38%","7.3",""
"62","Akecheta","34976$0.34%35.0k","43.04%","-","62","49.77%","6.9",""
"87","Pemberstone","34948$0.34%34.9k","42.53%","-","87","7.79%","6.9",""
"80","Deadstrike","33624$0.32%33.6k","43.51%","-","80","17.62%","6.6",""
"49","Renke","29275$0.28%29.3k","38.54%","-","56","32.40%","5.8",""
"56","Chrg","29250$0.28%29.3k","37.40%","-","57","42.18%","5.8",""
"12","Kasako","26936$0.26%26.9k","4.10%","66","32","1.45%","5.3",""
"86","Kurtz","20207$0.19%20.2k","-","-","85","0.81%","4.0",""
"47","Garglegop","19824$0.19%19.8k","34.49%","-","48","17.70%","3.9",""
"66","Mortifier","18068$0.17%18.1k","14.66%","-","67","1.51%","3.6",""
"90","Ishney","18012$0.17%18.0k","-","-","89","0.00%","3.5",""
"84","Muja","17820$0.17%17.8k","-","70","79","1.34%","3.5",""
"81","Ugara","17173$0.17%17.2k","0.13%","74","82","0.55%","3.4",""
"86","Irisviiel","15796$0.15%15.8k","-","-","82","0.00%","3.1",""
"86","Parisshelton","15313$0.15%15.3k","-","74","86","0.00%","3.0",""
"80","Duhd","14590$0.14%14.6k","-","72","79","0.00%","2.9",""
"81","Melven","11885$0.11%11.9k","-","-","74","0.00%","2.3",""
"91","Lexzie","4389$0.04%4.4k","36.97%","64","91","3.37%","0.9",""
