"Name","Amount","Mitigated","Ilvl","Active","DTPS",""
"Guliveris","1636689$10.53%1.64m","57.21%","-","43.67%","244.8",""
"Pemberstone","1607111$10.34%1.61m","61.89%","-","43.53%","240.4",""
"Mortifier","817041$5.26%817.0k","55.35%","-","28.88%","122.2",""
"Furckinstein","735653$4.74%735.7k","47.00%","-","25.83%","110.0",""
"Decimous","668549$4.30%668.5k","40.35%","-","23.99%","100.0",""
"Akecheta","529534$3.41%529.5k","32.37%","-","16.17%","79.2",""
"Changó","493681$3.18%493.7k","35.24%","-","17.53%","73.8",""
"Doomdoomdoom","445315$2.87%445.3k","22.80%","67","16.61%","66.6",""
"Gaunz","442494$2.85%442.5k","45.09%","-","12.35%","66.2",""
"Deadstrike","400200$2.58%400.2k","20.25%","-","16.01%","59.9",""
"Lexzie","372085$2.39%372.1k","19.59%","63","12.35%","55.7",""
"Dietolive","371511$2.39%371.5k","47.62%","-","11.69%","55.6",""
"Tauraheim","351958$2.27%352.0k","18.95%","-","13.29%","52.6",""
"Nimda","341193$2.20%341.2k","17.60%","-","12.11%","51.0",""
"Rajmako","340242$2.19%340.2k","28.39%","-","10.25%","50.9",""
"Kirilov","336067$2.16%336.1k","17.96%","-","11.30%","50.3",""
"Synergy","334343$2.15%334.3k","19.56%","-","10.40%","50.0",""
"Lavain","274442$1.77%274.4k","11.80%","68","11.04%","41.1",""
"Milku","270588$1.74%270.6k","14.84%","-","9.80%","40.5",""
"Pythagorean","268853$1.73%268.9k","13.77%","-","12.86%","40.2",""
"Ghazan","265582$1.71%265.6k","25.37%","-","10.28%","39.7",""
"Necrohealya","263348$1.70%263.3k","11.91%","71","9.30%","39.4",""
"Slecht","258292$1.66%258.3k","12.03%","70","11.56%","38.6",""
"Wangcake","254763$1.64%254.8k","12.57%","-","10.72%","38.1",""
"Eighchbar","252449$1.62%252.4k","11.93%","-","9.88%","37.8",""
"Lumieux","252432$1.62%252.4k","9.32%","-","11.82%","37.8",""
"Orcminian","248380$1.60%248.4k","13.79%","-","12.12%","37.2",""
"Drgupta","247569$1.59%247.6k","25.98%","-","10.15%","37.0",""
"Shamallama","245038$1.58%245.0k","22.10%","69","9.32%","36.7",""
"Ultimecia","239889$1.54%239.9k","14.94%","-","10.06%","35.9",""
"Kurtz","233483$1.50%233.5k","18.06%","-","11.09%","34.9",""
"Duhd","231144$1.49%231.1k","12.31%","-","9.43%","34.6",""
"Parisshelton","222114$1.43%222.1k","10.39%","72","7.01%","33.2",""
"Deyn","195461$1.26%195.5k","20.34%","-","9.22%","29.2",""
"Ugara","179896$1.16%179.9k","17.06%","-","10.86%","26.9",""
"Ishney","170485$1.10%170.5k","23.76%","-","11.02%","25.5",""
"Jáx","170272$1.10%170.3k","8.44%","-","8.16%","25.5",""
"Kromatica","163117$1.05%163.1k","9.67%","69","5.07%","24.4",""
"Kiwifox","160657$1.03%160.7k","15.30%","-","6.08%","24.0",""
"Irisviiel","160011$1.03%160.0k","27.09%","-","7.48%","23.9",""
"Kasako","44022$0.28%44.0k","15.91%","68","1.02%","6.6",""
"Urumettu","40292$0.26%40.3k","33.08%","72","4.04%","6.0",""
