"Name","Amount","Mitigated","Ilvl","Active","DTPS",""
"Bandakar","917427$10.35%917.4k","58.31%","-","60.70%","282.1",""
"Crox","849396$9.58%849.4k","60.17%","-","53.78%","261.2",""
"Danty","611329$6.90%611.3k","56.44%","-","55.02%","188.0",""
"Changó","304986$3.44%305.0k","31.51%","-","35.74%","93.8",""
"Pemberstone","287440$3.24%287.4k","37.48%","-","30.32%","88.4",""
"Leetwreck","278559$3.14%278.6k","11.01%","-","27.76%","85.7",""
"Muhhgi","269963$3.05%270.0k","22.51%","-","27.85%","83.0",""
"Gonz","264655$2.99%264.7k","25.34%","-","28.43%","81.4",""
"Flatzz","254951$2.88%255.0k","18.75%","-","25.78%","78.4",""
"Impervious","254505$2.87%254.5k","19.97%","63","27.98%","78.3",""
"Chingu","229518$2.59%229.5k","16.40%","-","25.71%","70.6",""
"Deadstrike","223693$2.52%223.7k","23.01%","65","26.95%","68.8",""
"Minuteman","220648$2.49%220.6k","9.60%","63","23.98%","67.9",""
"Overbit","212445$2.40%212.4k","22.41%","62","24.83%","65.3",""
"Trii","212308$2.39%212.3k","22.16%","-","24.62%","65.3",""
"Slybanana","210321$2.37%210.3k","15.82%","62","24.38%","64.7",""
"Kirilov","174182$1.96%174.2k","24.63%","-","25.04%","53.6",""
"Ennja","166909$1.88%166.9k","20.28%","-","21.71%","51.3",""
"Mogs","165257$1.86%165.3k","14.97%","63","22.56%","50.8",""
"Dirtÿ","156799$1.77%156.8k","18.45%","-","23.08%","48.2",""
"Jiero","156355$1.76%156.4k","20.78%","66","21.13%","48.1",""
"Enders","155370$1.75%155.4k","17.67%","66","18.35%","47.8",""
"Hoebowjoe","152161$1.72%152.2k","25.58%","-","24.75%","46.8",""
"Deyn","149451$1.69%149.5k","22.51%","-","18.84%","46.0",""
"Fossett","141573$1.60%141.6k","14.91%","66","19.57%","43.5",""
"Cavander","135954$1.53%136.0k","21.96%","66","20.02%","41.8",""
"Necrohealya","135187$1.52%135.2k","22.58%","67","18.67%","41.6",""
"Milku","129862$1.46%129.9k","22.42%","-","16.26%","39.9",""
"Wangcake","126833$1.43%126.8k","16.47%","-","14.86%","39.0",""
"Ishney","125504$1.42%125.5k","28.09%","-","18.25%","38.6",""
"Urumettu","124002$1.40%124.0k","27.71%","-","18.36%","38.1",""
"Slecht","121803$1.37%121.8k","22.60%","-","16.76%","37.5",""
"Ultimecia","117883$1.33%117.9k","30.66%","-","19.82%","36.2",""
"Valara","117582$1.33%117.6k","23.72%","-","18.71%","36.2",""
"Claudiu","117435$1.32%117.4k","33.43%","65","20.31%","36.1",""
"Tazdink","115144$1.30%115.1k","23.12%","-","15.16%","35.4",""
"Dietolive","113533$1.28%113.5k","24.41%","-","18.39%","34.9",""
"Eighchbar","113039$1.28%113.0k","24.28%","-","15.10%","34.8",""
"Ghazan","109063$1.23%109.1k","26.61%","-","15.82%","33.5",""
"Takanu","91586$1.03%91.6k","25.29%","-","14.71%","28.2",""
"Akecheta","30604$0.35%30.6k","36.26%","65","2.46%","9.4",""
"Razorgore the Untamed","20163$0.23%20.2k","-","-","0.00%","6.2",""
