"Name","Amount","Mitigated","Ilvl","Active","DTPS",""
"Crox","491896$11.09%491.9k","58.20%","-","60.17%","219.9",""
"Pemberstone","399924$9.01%399.9k","48.25%","-","51.59%","178.8",""
"Guliveris","363517$8.19%363.5k","46.71%","-","46.54%","162.5",""
"Bandakar","284197$6.41%284.2k","34.60%","-","33.51%","127.0",""
"Flatzz","209357$4.72%209.4k","27.53%","-","25.99%","93.6",""
"Changó","205520$4.63%205.5k","28.82%","-","27.64%","91.9",""
"Dohvyk","184148$4.15%184.1k","13.74%","-","21.26%","82.3",""
"Furckinstein","165417$3.73%165.4k","14.37%","-","21.91%","73.9",""
"Akecheta","162867$3.67%162.9k","16.22%","-","25.36%","72.8",""
"Dïrty","147847$3.33%147.8k","12.16%","63","18.97%","66.1",""
"Decimous","124780$2.81%124.8k","9.60%","65","11.62%","55.8",""
"Deadstrike","115290$2.60%115.3k","12.46%","69","20.08%","51.5",""
"Pointed","108047$2.44%108.0k","9.24%","66","16.45%","48.3",""
"Synergy","97369$2.19%97.4k","9.78%","67","14.11%","43.5",""
"Gaunz","94393$2.13%94.4k","7.53%","69","10.15%","42.2",""
"Kirilov","89870$2.03%89.9k","13.91%","74","15.75%","40.2",""
"Stankdik","88286$1.99%88.3k","14.94%","-","13.06%","39.5",""
"Seadub","76481$1.72%76.5k","7.45%","70","6.23%","34.2",""
"Deyn","75044$1.69%75.0k","13.90%","70","7.32%","33.5",""
"Ultimecia","71746$1.62%71.7k","11.60%","72","6.91%","32.1",""
"Jiero","69466$1.57%69.5k","11.71%","-","5.33%","31.0",""
"Eighchbar","55061$1.24%55.1k","10.42%","70","3.01%","24.6",""
"Parisshelton","53656$1.21%53.7k","11.68%","70","3.00%","24.0",""
"Drgupta","51313$1.16%51.3k","10.22%","62","4.18%","22.9",""
"Milku","51099$1.15%51.1k","11.87%","-","3.22%","22.8",""
"Ghazan","49720$1.12%49.7k","16.66%","-","3.54%","22.2",""
"Enders","48336$1.09%48.3k","10.89%","70","4.27%","21.6",""
"Yunghelga","48053$1.08%48.1k","12.04%","69","2.61%","21.5",""
"Shelton","47245$1.06%47.2k","11.66%","70","3.41%","21.1",""
"Wangcake","45675$1.03%45.7k","18.00%","72","3.38%","20.4",""
"Jáx","42352$0.95%42.4k","15.76%","66","3.56%","18.9",""
"Dryrun","39938$0.90%39.9k","13.22%","67","3.49%","17.9",""
"Slecht","39510$0.89%39.5k","12.45%","69","2.07%","17.7",""
"Tumblebug","39470$0.89%39.5k","10.51%","71","2.02%","17.6",""
"Duhd","39098$0.88%39.1k","6.32%","70","2.51%","17.5",""
"Fossett","34738$0.78%34.7k","10.44%","71","2.68%","15.5",""
"Irisviiel","33580$0.76%33.6k","4.96%","-","4.30%","15.0",""
"Necrohealya","31819$0.72%31.8k","13.76%","71","2.65%","14.2",""
"Ishney","31563$0.71%31.6k","11.55%","73","4.56%","14.1",""
"Pythagorean","28788$0.65%28.8k","11.82%","70","1.27%","12.9",""
