"Parse %","Name","Amount","Overheal","Ilvl","Ilvl %","Active","HPS",""
"77","Necrohealya","514337$11.89%514.3k","35.09%","67","84","71.63%","153.7",""
"52","Pythagorean","397737$9.19%397.7k","41.67%","65","67","58.24%","118.9",""
"68","Milku","379702$8.78%379.7k","34.45%","68","72","72.88%","113.5",""
"51","Enders","359211$8.30%359.2k","34.02%","-","62","55.01%","107.4",""
"63","Eighchbar","356469$8.24%356.5k","33.52%","-","79","60.44%","106.6",""
"48","Deyn","336370$7.77%336.4k","40.70%","-","52","28.67%","100.5",""
"55","Takanu","332616$7.69%332.6k","32.05%","63","71","40.89%","99.4",""
"44","Tazdink","306647$7.09%306.6k","13.33%","64","56","31.25%","91.7",""
"52","Slecht","285871$6.61%285.9k","36.43%","62","71","68.44%","85.4",""
"43","Ghazan","277448$6.41%277.4k","20.73%","-","55","28.69%","82.9",""
"44","Gonz","266786$6.17%266.8k","18.57%","-","48","14.66%","79.7",""
"20","Wangcake","165310$3.82%165.3k","31.73%","-","41","32.06%","49.4",""
"93","Hoebowjoe","34577$0.80%34.6k","0.72%","-","93","9.06%","10.3",""
"92","Ultimecia","33745$0.78%33.7k","12.62%","-","92","11.75%","10.1",""
"85","Ennja","25888$0.60%25.9k","14.14%","56","87","26.21%","7.7",""
"78","Bandakar","23207$0.54%23.2k","23.48%","-","77","28.37%","6.9",""
"81","Impervious","20330$0.47%20.3k","23.46%","-","81","41.26%","6.1",""
"85","Dietolive","19779$0.46%19.8k","1.50%","-","86","1.82%","5.9",""
"86","Cavander","17410$0.40%17.4k","1.15%","65","86","0.99%","5.2",""
"71","Muhhgi","17246$0.40%17.2k","13.79%","-","71","38.42%","5.2",""
"90","Mogs","15004$0.35%15.0k","2.47%","63","89","2.54%","4.5",""
"63","Changó","14948$0.35%14.9k","36.36%","66","60","36.89%","4.5",""
"86","Claudiu","13331$0.31%13.3k","-","65","85","1.17%","4.0",""
"36","Pemberstone","11577$0.27%11.6k","29.93%","-","44","3.25%","3.5",""
"79","Leetwreck","11475$0.27%11.5k","10.85%","60","82","19.34%","3.4",""
"95","Ishney","10150$0.23%10.2k","6.53%","-","95","1.21%","3.0",""
"89","Dirtÿ","8877$0.21%8.9k","2.74%","-","87","1.95%","2.7",""
"83","Deadstrike","8012$0.19%8.0k","25.88%","65","85","3.03%","2.4",""
"96","Urumettu","7917$0.18%7.9k","5.48%","-","96","0.64%","2.4",""
"73","Akecheta","7909$0.18%7.9k","38.97%","-","72","27.57%","2.4",""
"47","Crox","7209$0.17%7.2k","23.41%","-","50","0.00%","2.2",""
"74","Overbit","6614$0.15%6.6k","24.56%","62","79","2.28%","2.0",""
"75","Kirilov","6543$0.15%6.5k","36.53%","64","79","2.90%","2.0",""
"78","Chainguin","5650$0.13%5.7k","11.97%","66","81","0.82%","1.7",""
"80","Valara","5370$0.12%5.4k","-","-","78","1.43%","1.6",""
"70","Trii","4934$0.11%4.9k","25.99%","67","74","1.08%","1.5",""
"26","Danty","4680$0.11%4.7k","32.91%","-","23","1.84%","1.4",""
"87","Chingu","4395$0.10%4.4k","-","62","88","0.00%","1.3",""
"94","Jiero","1000$0.02%1,000.0","-","-","94","0.00%","0.3",""
"45","Minuteman","98$0.00%98.0","79.88%","63","59","0.00%","0.0",""
