"Name","Amount","Mitigated","Ilvl","Active","DTPS",""
"Bandakar","1080662$11.16%1.08m","55.44%","-","54.62%","277.0",""
"Crox","759599$7.84%759.6k","54.57%","-","45.23%","194.7",""
"Darunor","731261$7.55%731.3k","46.72%","-","39.45%","187.5",""
"Danty","626455$6.47%626.5k","50.98%","-","41.22%","160.6",""
"Akecheta","290873$3.00%290.9k","20.11%","-","24.49%","74.6",""
"Flatzz","288759$2.98%288.8k","19.60%","-","26.03%","74.0",""
"Pemberstone","278892$2.88%278.9k","39.93%","-","27.64%","71.5",""
"Leetwreck","272868$2.82%272.9k","12.52%","61","24.65%","69.9",""
"Impervious","265034$2.74%265.0k","18.50%","63","24.07%","67.9",""
"Changó","257097$2.65%257.1k","27.99%","-","24.90%","65.9",""
"Muhhgi","243661$2.52%243.7k","20.61%","-","24.39%","62.5",""
"Dankling","228787$2.36%228.8k","12.82%","-","22.93%","58.6",""
"Deadstrike","227949$2.35%227.9k","16.24%","65","23.73%","58.4",""
"Kirilov","208152$2.15%208.2k","17.72%","-","19.61%","53.4",""
"Trii","206359$2.13%206.4k","18.38%","69","23.28%","52.9",""
"Overbit","200105$2.07%200.1k","14.53%","-","19.64%","51.3",""
"Mogs","198618$2.05%198.6k","12.32%","63","17.75%","50.9",""
"Chainguin","189286$1.95%189.3k","20.42%","-","22.80%","48.5",""
"Ultimecia","187479$1.94%187.5k","12.65%","-","15.91%","48.1",""
"Hoebowjoe","180140$1.86%180.1k","14.02%","66","15.51%","46.2",""
"Dirtÿ","165530$1.71%165.5k","15.51%","-","17.09%","42.4",""
"Gonz","161972$1.67%162.0k","17.87%","67","15.33%","41.5",""
"Dietolive","157824$1.63%157.8k","10.33%","-","17.06%","40.5",""
"Jiero","157814$1.63%157.8k","20.74%","-","17.21%","40.5",""
"Spicyhot","156264$1.61%156.3k","18.98%","-","16.67%","40.1",""
"Enders","150812$1.56%150.8k","11.93%","66","14.81%","38.7",""
"Tazdink","143346$1.48%143.3k","22.17%","65","14.12%","36.7",""
"Deyn","141429$1.46%141.4k","17.76%","66","13.44%","36.3",""
"Fossett","139898$1.44%139.9k","14.01%","66","14.39%","35.9",""
"Valara","136058$1.40%136.1k","20.11%","-","15.84%","34.9",""
"Milku","135583$1.40%135.6k","19.31%","-","12.30%","34.8",""
"Cavander","133666$1.38%133.7k","19.36%","66","13.89%","34.3",""
"Eighchbar","129907$1.34%129.9k","16.90%","64","11.54%","33.3",""
"Flesharrow","129487$1.34%129.5k","20.37%","-","13.84%","33.2",""
"Pythagorean","126123$1.30%126.1k","11.76%","67","13.06%","32.3",""
"Necrohealya","121719$1.26%121.7k","16.42%","-","12.05%","31.2",""
"Ishney","121502$1.25%121.5k","19.45%","-","13.86%","31.1",""
"Slecht","118399$1.22%118.4k","14.16%","-","11.42%","30.4",""
"Ghazan","118331$1.22%118.3k","30.21%","-","13.34%","30.3",""
"Wangcake","115105$1.19%115.1k","11.62%","-","10.09%","29.5",""
"Razorgore the Untamed","2836$0.03%2.8k","-","-","0.00%","0.7",""
