"Parse %","Name","Amount","Overheal","Ilvl","Ilvl %","Active","HPS",""
"62","Yunghelga","482329$11.95%482.3k","43.95%","69","60","61.25%","226.9",""
"50","Deyn","427642$10.60%427.6k","42.83%","-","45","53.17%","201.2",""
"43","Pythagorean","366742$9.09%366.7k","38.21%","-","43","57.16%","172.5",""
"48","Wangcake","347482$8.61%347.5k","50.22%","-","50","70.91%","163.5",""
"46","Tazdink","346144$8.58%346.1k","37.94%","69","44","56.49%","162.8",""
"49","Milku","263573$6.53%263.6k","53.86%","71","44","81.14%","124.0",""
"26","Enders","262228$6.50%262.2k","46.90%","67","33","43.90%","123.4",""
"32","Slecht","255860$6.34%255.9k","55.61%","69","32","69.52%","120.4",""
"44","Eighchbar","255665$6.34%255.7k","51.77%","-","42","65.51%","120.3",""
"41","Tauraheim","243369$6.03%243.4k","66.87%","68","44","72.83%","114.5",""
"31","Necrohealya","241397$5.98%241.4k","68.90%","70","31","72.62%","113.6",""
"40","Ghazan","188961$4.68%189.0k","44.05%","-","36","29.86%","88.9",""
"84","Hoebowjoe","31571$0.78%31.6k","-","-","84","6.50%","14.9",""
"87","Dryrun","26370$0.65%26.4k","-","-","86","5.50%","12.4",""
"85","Jáx","22197$0.55%22.2k","-","-","86","5.05%","10.4",""
"75","Bandakar","21613$0.54%21.6k","37.06%","-","73","46.28%","10.2",""
"70","Fossett","21200$0.53%21.2k","43.75%","-","69","3.11%","10.0",""
"53","Guliveris","17393$0.43%17.4k","33.27%","-","50","31.50%","8.2",""
"67","Tumblebug","16554$0.41%16.6k","1.49%","69","66","4.44%","7.8",""
"86","Crox","16043$0.40%16.0k","9.17%","-","85","4.32%","7.5",""
"72","Akecheta","15785$0.39%15.8k","47.96%","-","71","60.70%","7.4",""
"59","Furckinstein","15733$0.39%15.7k","46.21%","-","58","56.47%","7.4",""
"76","Parisshelton","15391$0.38%15.4k","-","69","75","3.12%","7.2",""
"87","Synergy","13930$0.35%13.9k","21.38%","-","88","5.28%","6.6",""
"59","Danty","12775$0.32%12.8k","55.83%","69","58","54.99%","6.0",""
"73","Pemberstone","12096$0.30%12.1k","53.97%","-","76","5.15%","5.7",""
"43","Dohvyk","11778$0.29%11.8k","52.66%","-","42","65.83%","5.5",""
"49","Changó","11291$0.28%11.3k","56.75%","-","47","58.03%","5.3",""
"76","Stankdik","11121$0.28%11.1k","16.12%","-","78","2.92%","5.2",""
"76","Dietolive","8727$0.22%8.7k","-","-","73","1.89%","4.1",""
"75","Ultimecia","8399$0.21%8.4k","39.10%","-","74","0.92%","4.0",""
"50","Valara","7275$0.18%7.3k","-","-","49","1.82%","3.4",""
"64","Duhd","7229$0.18%7.2k","-","-","62","1.75%","3.4",""
"79","Seadub","6294$0.16%6.3k","60.12%","-","78","1.98%","3.0",""
"91","Ishney","5240$0.13%5.2k","-","73","91","2.06%","2.5",""
"75","Gaunz","4648$0.12%4.6k","-","-","76","0.00%","2.2",""
"86","Jiero","4152$0.10%4.2k","-","-","85","1.30%","2.0",""
"56","Kirilov","4054$0.10%4.1k","63.36%","-","54","8.88%","1.9",""
"72","Deadstrike","3634$0.09%3.6k","55.87%","-","76","6.05%","1.7",""
"9","Dirtÿ","920$0.02%920.0","-","73","7","0.51%","0.4",""
