"Parse %","Name","Amount","Ilvl","Ilvl %","Active","DPS",""
"59","Dohvyk","1274770$5.95%1.27m","-","54","77.84%","470.0",""
"54","Akecheta","1156916$5.40%1.16m","-","52","72.15%","426.6",""
"65","Nimda","1080911$5.04%1.08m","-","72","70.61%","398.5",""
"61","Furckinstein","1043618$4.87%1.04m","-","57","67.18%","384.8",""
"51","Changó","999748$4.66%999.7k","-","49","69.37%","368.6",""
"56","Kirilov","975879$4.55%975.9k","-","54","69.19%","359.8",""
"55","Flatzz","975872$4.55%975.9k","-","62","78.17%","359.8",""
"72","Parisshelton","925305$4.32%925.3k","-","76","55.99%","341.2",""
"84","Duhd","889448$4.15%889.4k","-","86","46.51%","327.9",""
"41","Synergy","847440$3.95%847.4k","-","52","62.51%","312.4",""
"43","Deadstrike","794628$3.71%794.6k","-","48","59.64%","293.0",""
"76","Jiero","755051$3.52%755.1k","-","73","67.51%","278.4",""
"63","Irisviiel","749034$3.49%749.0k","-","54","65.48%","276.2",""
"55","Melven","713567$3.33%713.6k","-","72","47.50%","263.1",""
"61","Ultimecia","713230$3.33%713.2k","-","53","53.81%","263.0",""
"32","Pointed","710027$3.31%710.0k","-","40","57.96%","261.8",""
"38","Urumettu","678385$3.16%678.4k","-","43","58.81%","250.1",""
"44","Kurtz","655619$3.06%655.6k","72","50","48.87%","241.7",""
"86","Pemberstone","654487$3.05%654.5k","-","85","75.18%","241.3",""
"42","Seadub","637071$2.97%637.1k","-","45","49.51%","234.9",""
"56","Guliveris","630557$2.94%630.6k","-","53","69.31%","232.5",""
"41","Gaunz","611766$2.85%611.8k","-","44","52.29%","225.6",""
"51","Bandakar","590470$2.75%590.5k","-","56","74.03%","217.7",""
"46","Hbar","572782$2.67%572.8k","-","63","68.52%","211.2",""
"32","Ishney","546614$2.55%546.6k","-","30","58.05%","201.5",""
"26","Mortifier","434238$2.03%434.2k","-","26","65.85%","160.1",""
"10","Ugara","358062$1.67%358.1k","-","15","53.88%","132.0",""
"42","Jáx","356429$1.66%356.4k","71","54","22.84%","131.4",""
"88","Ghazan","53470$0.25%53.5k","-","89","8.63%","19.7",""
"89","Pythagorean","18514$0.09%18.5k","-","90","1.25%","6.8",""
"95","Drgupta","13756$0.06%13.8k","67","96","0.00%","5.1",""
"-","Deyn","5843$0.03%5.8k","70","-","0.00%","2.2",""
"63","Slecht","4051$0.02%4.1k","70","64","1.27%","1.5",""
"76","Tauraheim","3465$0.02%3.5k","-","76","1.22%","1.3",""
"-","Wangcake","2947$0.01%2.9k","74","-","0.00%","1.1",""
"73","Milku","2254$0.01%2.3k","-","71","0.52%","0.8",""
"89","Shamallama","2131$0.01%2.1k","67","88","0.73%","0.8",""
"91","Lumieux","652$0.00%652.0","66","95","0.00%","0.2",""
