"Parse %","Name","Amount","Ilvl","Ilvl %","Active","DPS",""
"13","Deadstrike","336685$5.06%336.7k","65","26","48.78%","167.8",""
"10","Kirilov","321690$4.84%321.7k","-","23","44.48%","160.3",""
"21","Minuteman","316484$4.76%316.5k","-","40","37.80%","157.7",""
"34","Flatzz","316085$4.75%316.1k","-","38","49.50%","157.5",""
"15","Trii","315685$4.75%315.7k","-","19","37.86%","157.3",""
"14","Chainguin","313985$4.72%314.0k","66","24","47.00%","156.5",""
"40","Ultimecia","297126$4.47%297.1k","-","48","57.73%","148.1",""
"19","Muhhgi","280932$4.23%280.9k","-","18","52.02%","140.0",""
"13","Overbit","277618$4.18%277.6k","62","36","37.16%","138.4",""
"33","Changó","263721$3.97%263.7k","-","28","40.18%","131.4",""
"18","Akecheta","262476$3.95%262.5k","64","16","46.12%","130.8",""
"33","Mexius","248843$3.74%248.8k","-","46","61.36%","124.0",""
"8","Dankling","244134$3.67%244.1k","61","29","35.62%","121.7",""
"16","Jiero","243050$3.66%243.1k","-","19","44.01%","121.1",""
"42","Fossett","237332$3.57%237.3k","66","44","53.50%","118.3",""
"21","Mogs","233233$3.51%233.2k","63","35","24.35%","116.2",""
"23","Valara","230560$3.47%230.6k","-","29","24.89%","114.9",""
"31","Dietolive","218460$3.29%218.5k","-","46","58.36%","108.9",""
"21","Hoebowjoe","211882$3.19%211.9k","66","26","17.75%","105.6",""
"17","Claudiu","196363$2.95%196.4k","65","21","27.69%","97.9",""
"25","Ennja","194775$2.93%194.8k","62","37","69.12%","97.1",""
"24","Cavander","192389$2.89%192.4k","66","30","28.73%","95.9",""
"17","Dirtÿ","186127$2.80%186.1k","64","25","28.24%","92.8",""
"35","Danty","166802$2.51%166.8k","-","54","62.81%","83.1",""
"33","Darunor","160787$2.42%160.8k","-","35","45.94%","80.1",""
"41","Bandakar","156472$2.35%156.5k","-","44","51.67%","78.0",""
"6","Ishney","99340$1.49%99.3k","67","6","22.68%","49.5",""
"41","Pemberstone","36559$0.55%36.6k","-","53","13.63%","18.2",""
"93","Tazdink","29345$0.44%29.3k","65","93","8.79%","14.6",""
"86","Gonz","21515$0.32%21.5k","-","86","4.51%","10.7",""
"96","Eighchbar","13435$0.20%13.4k","-","96","9.62%","6.7",""
"90","Shamallama","8834$0.13%8.8k","-","91","6.62%","4.4",""
"90","Ghazan","5595$0.08%5.6k","64","91","4.07%","2.8",""
"90","Deyn","3152$0.05%3.2k","-","90","0.85%","1.6",""
"4","Wangcake","2279$0.03%2.3k","-","4","1.50%","1.1",""
"95","Enders","1504$0.02%1.5k","66","95","3.27%","0.7",""
"95","Milku","1050$0.02%1.1k","-","95","0.79%","0.5",""
"95","Pythagorean","764$0.01%764.0","67","95","2.08%","0.4",""
"95","Necrohealya","748$0.01%748.0","67","95","2.66%","0.4",""
"95","Slecht","163$0.00%163.0","-","95","1.77%","0.1",""
