"Parse %","Name","Amount","Overheal","Ilvl","Ilvl %","Active","HPS",""
"59","Pythagorean","48867$10.80%48.9k","25.55%","61","78","55.10%","106.9",""
"52","Enders","45495$10.06%45.5k","37.94%","60","77","46.44%","99.5",""
"66","Milku","45341$10.02%45.3k","30.28%","62","72","68.30%","99.2",""
"68","Gonz","43971$9.72%44.0k","15.27%","63","65","23.04%","96.2",""
"44","Derka","42065$9.30%42.1k","42.87%","-","68","50.29%","92.0",""
"52","Ghazan","38442$8.50%38.4k","17.85%","60","73","38.35%","84.1",""
"30","Necrohealya","36400$8.05%36.4k","31.32%","-","40","40.57%","79.6",""
"21","Phugoid","32568$7.20%32.6k","18.43%","61","33","34.52%","71.3",""
"30","Deyn","32058$7.09%32.1k","42.43%","-","54","22.66%","70.1",""
"16","Nakur","23043$5.09%23.0k","60.04%","62","18","66.64%","50.4",""
"94","Danty","5514$1.22%5.5k","35.31%","61","94","28.74%","12.1",""
"91","Hoebowjoe","5371$1.19%5.4k","-","61","91","0.00%","11.8",""
"-","Consumed","5294$1.17%5.3k","-","62","-","1.44%","11.6",""
"92","Kirilov","4910$1.09%4.9k","26.33%","63","92","4.83%","10.7",""
"90","Minuteman","4402$0.97%4.4k","-","58","93","0.00%","9.6",""
"87","Akecheta","4126$0.91%4.1k","23.56%","60","86","2.90%","9.0",""
"84","Changó","3833$0.85%3.8k","35.23%","62","82","19.67%","8.4",""
"70","Ultimecia","3825$0.85%3.8k","-","64","68","2.83%","8.4",""
"81","Overbit","3172$0.70%3.2k","8.93%","60","82","0.00%","6.9",""
"77","Impervious","3172$0.70%3.2k","16.57%","58","79","19.95%","6.9",""
"77","Bandakar","2881$0.64%2.9k","-","61","76","0.87%","6.3",""
"55","Dietolive","2502$0.55%2.5k","-","59","60","1.07%","5.5",""
"50","Fossett","2344$0.52%2.3k","-","62","51","0.88%","5.1",""
"-","Weezen","2217$0.49%2.2k","20.82%","56","-","1.37%","4.9",""
"68","Muhhgi","2122$0.47%2.1k","17.82%","59","68","21.95%","4.6",""
"77","Jiero","1814$0.40%1.8k","20.99%","66","76","0.00%","4.0",""
"56","Funk","1595$0.35%1.6k","-","-","55","0.00%","3.5",""
"51","Trii","1000$0.22%1,000.0","-","61","49","0.65%","2.2",""
"32","Mexius","840$0.19%840.0","39.35%","62","32","7.88%","1.8",""
"61","Ishney","684$0.15%684.0","28.75%","-","61","2.19%","1.5",""
"-","Skylizard","661$0.15%661.0","-","54","-","0.00%","1.4",""
"-","Shinigami","576$0.13%576.0","-","57","-","0.00%","1.3",""
"-","Juuil","576$0.13%576.0","-","60","-","0.00%","1.3",""
"18","Crox","223$0.05%223.0","59.89%","60","26","0.00%","0.5",""
"20","Furckinstein","202$0.04%202.0","53.35%","60","21","0.00%","0.4",""
"23","Cavander","158$0.03%158.0","92.90%","62","23","5.93%","0.3",""
"-","Oldpromdate","93$0.02%93.0","-","55","-","0.00%","0.2",""
