"Name","Amount","Mitigated","Ilvl","Active","DTPS",""
"Crox","56927$19.34%56.9k","43.60%","69","57.36%","245.7",""
"Bandakar","53876$18.30%53.9k","26.48%","69","41.10%","232.5",""
"Guliveris","30376$10.32%30.4k","24.26%","-","33.60%","131.1",""
"Akecheta","15630$5.31%15.6k","15.44%","68","17.14%","67.5",""
"Necrohealya","10653$3.62%10.7k","3.23%","71","5.97%","46.0",""
"Milku","9869$3.35%9.9k","28.85%","71","7.69%","42.6",""
"Ultimecia","9316$3.16%9.3k","13.17%","72","4.88%","40.2",""
"Pemberstone","8966$3.05%9.0k","46.11%","64","13.47%","38.7",""
"Deyn","8728$2.96%8.7k","2.50%","70","1.06%","37.7",""
"Tumblebug","7927$2.69%7.9k","10.80%","70","7.06%","34.2",""
"Dirtywifeÿ","6861$2.33%6.9k","-","59","0.00%","29.6",""
"Urumettu","6114$2.08%6.1k","8.53%","67","0.00%","26.4",""
"Changó","4717$1.60%4.7k","15.21%","68","6.38%","20.4",""
"Jiero","4118$1.40%4.1k","-","73","2.79%","17.8",""
"Tazdink","4008$1.36%4.0k","32.80%","68","2.63%","17.3",""
"Eighchbar","4006$1.36%4.0k","6.75%","70","0.00%","17.3",""
"Hoebowjoe","3926$1.33%3.9k","-","69","0.00%","16.9",""
"Pythagorean","3772$1.28%3.8k","3.87%","70","0.00%","16.3",""
"Deadstrike","3751$1.27%3.8k","13.59%","69","0.00%","16.2",""
"Decimous","3651$1.24%3.7k","-","64","0.00%","15.8",""
"Duhd","3523$1.20%3.5k","10.29%","70","6.64%","15.2",""
"Wangcake","3212$1.09%3.2k","15.50%","71","4.09%","13.9",""
"Parisshelton","3201$1.09%3.2k","-","70","0.00%","13.8",""
"Synergy","3153$1.07%3.2k","-","67","0.00%","13.6",""
"Dïrty","3107$1.06%3.1k","19.13%","63","2.82%","13.4",""
"Yunghelga","2953$1.00%3.0k","-","69","0.00%","12.7",""
"Gaunz","2816$0.96%2.8k","-","68","0.00%","12.2",""
"Jáx","2022$0.69%2.0k","23.35%","66","0.70%","8.7",""
"Ghazan","1874$0.64%1.9k","18.24%","71","5.06%","8.1",""
"Tauraheim","1779$0.60%1.8k","5.42%","71","0.00%","7.7",""
"Kirilov","1672$0.57%1.7k","-","74","0.00%","7.2",""
"Dohvyk","1665$0.57%1.7k","-","70","0.00%","7.2",""
"Slecht","1557$0.53%1.6k","-","69","0.00%","6.7",""
"Fossett","1530$0.52%1.5k","-","71","0.00%","6.6",""
"Shelton","1206$0.41%1.2k","20.97%","69","0.00%","5.2",""
"Stankdik","1045$0.35%1.0k","31.74%","71","2.47%","4.5",""
"Ishney","604$0.21%604.0","24.03%","72","0.00%","2.6",""
"Furkinstine","307$0.10%307.0","-","60","0.00%","1.3",""
