"Parse %","Name","Amount","Ilvl","Ilvl %","Active","DPS",""
"35","Dohvyk","1553851$12.79%1.55m","-","23","74.56%","299.2",""
"40","Akecheta","1328326$10.94%1.33m","-","31","76.84%","255.7",""
"28","Pointed","1308291$10.77%1.31m","-","54","73.21%","251.9",""
"43","Hoebowjoe","1258247$10.36%1.26m","-","37","56.35%","242.3",""
"42","Gaunz","1167146$9.61%1.17m","-","40","62.74%","224.7",""
"32","Furckinstein","884328$7.28%884.3k","-","22","54.13%","170.3",""
"19","Ghazan","881632$7.26%881.6k","70","12","50.15%","169.7",""
"32","Seadub","821092$6.76%821.1k","71","20","45.70%","158.1",""
"49","Pemberstone","681437$5.61%681.4k","68","43","78.33%","131.2",""
"21","Necrohealya","613598$5.05%613.6k","-","21","51.57%","118.1",""
"27","Eighchbar","484442$3.99%484.4k","-","29","66.56%","93.3",""
"90","Pythagorean","334514$2.75%334.5k","-","89","30.62%","64.4",""
"68","Enders","322727$2.66%322.7k","-","67","13.85%","62.1",""
"-","Mad Servant","266883$2.20%266.9k","-","-","10.83%","51.4",""
"84","Cubensis","85577$0.70%85.6k","64","85","4.66%","16.5",""
"88","Tazdink","60337$0.50%60.3k","68","88","10.01%","11.6",""
"90","Slecht","58974$0.49%59.0k","67","90","13.06%","11.4",""
"84","Wangcake","33096$0.27%33.1k","-","84","2.78%","6.4",""
