"Parse %","Name","Amount","Ilvl","Ilvl %","Active","DPS",""
"81","Changó","1177031$5.69%1.18m","-","79","72.31%","553.7",""
"82","Furckinstein","1136410$5.49%1.14m","-","80","70.99%","534.6",""
"84","Danty","1135244$5.49%1.14m","69","83","71.50%","534.1",""
"75","Akecheta","1102460$5.33%1.10m","-","73","77.11%","518.7",""
"65","Dohvyk","943476$4.56%943.5k","-","62","76.91%","443.9",""
"71","Deadstrike","932629$4.51%932.6k","-","74","60.41%","438.8",""
"78","Stankdik","866868$4.19%866.9k","-","83","55.11%","407.8",""
"85","Parisshelton","826233$3.99%826.2k","69","86","48.90%","388.7",""
"79","Dirtÿ","793884$3.84%793.9k","73","72","54.88%","373.5",""
"74","Duhd","792066$3.83%792.1k","-","75","52.93%","372.6",""
"64","Synergy","791632$3.83%791.6k","-","79","64.55%","372.4",""
"62","Kirilov","768944$3.72%768.9k","-","57","56.06%","361.8",""
"86","Dietolive","748550$3.62%748.6k","-","84","52.22%","352.2",""
"71","Dryrun","690885$3.34%690.9k","-","86","52.92%","325.0",""
"65","Hoebowjoe","690200$3.34%690.2k","-","68","50.84%","324.7",""
"75","Valara","671063$3.24%671.1k","-","79","51.06%","315.7",""
"57","Jáx","656586$3.17%656.6k","-","78","59.48%","308.9",""
"70","Ultimecia","653177$3.16%653.2k","-","65","46.48%","307.3",""
"74","Bandakar","652980$3.16%653.0k","-","70","76.49%","307.2",""
"76","Gaunz","632511$3.06%632.5k","-","79","52.63%","297.6",""
"75","Jiero","576158$2.79%576.2k","-","69","60.15%","271.1",""
"84","Seadub","563671$2.73%563.7k","-","81","47.76%","265.2",""
"91","Pemberstone","510141$2.47%510.1k","-","91","65.27%","240.0",""
"35","Tumblebug","483556$2.34%483.6k","69","38","45.46%","227.5",""
"80","Crox","455081$2.20%455.1k","-","73","66.50%","214.1",""
"46","Ishney","421798$2.04%421.8k","73","37","60.37%","198.4",""
"43","Guliveris","413624$2.00%413.6k","-","36","62.31%","194.6",""
"65","Fossett","359167$1.74%359.2k","-","59","41.76%","169.0",""
"68","Ghazan","163428$0.79%163.4k","-","66","31.00%","76.9",""
"89","Necrohealya","24096$0.12%24.1k","70","89","1.12%","11.3",""
"90","Tauraheim","13124$0.06%13.1k","68","90","2.07%","6.2",""
"93","Tazdink","9398$0.05%9.4k","69","93","0.00%","4.4",""
"95","Slecht","7274$0.04%7.3k","69","95","2.33%","3.4",""
"53","Milku","5593$0.03%5.6k","71","51","0.00%","2.6",""
"-","Deyn","4488$0.02%4.5k","-","-","0.00%","2.1",""
"80","Pythagorean","4365$0.02%4.4k","-","80","0.00%","2.1",""
"81","Enders","2977$0.01%3.0k","67","83","0.93%","1.4",""
"91","Eighchbar","2795$0.01%2.8k","-","91","0.76%","1.3",""
