"Parse %","Name","Amount","Ilvl","Ilvl %","Active","DPS",""
"88","Ultimecia","99827$6.06%99.8k","72","79","61.90%","280.1",""
"82","Jiero","89468$5.43%89.5k","-","85","59.52%","251.0",""
"72","Sur","81542$4.95%81.5k","68","77","64.71%","228.8",""
"83","Dietolive","77229$4.69%77.2k","64","97","49.32%","216.7",""
"55","Parisshelton","76660$4.65%76.7k","66","70","47.09%","215.1",""
"86","Duhd","70708$4.29%70.7k","63","98","48.43%","198.4",""
"76","Valara","67951$4.13%68.0k","68","78","43.11%","190.6",""
"60","Tumblebug","66028$4.01%66.0k","64","83","50.41%","185.2",""
"53","Hoebowjoe","65919$4.00%65.9k","-","43","43.91%","184.9",""
"48","Guki","63846$3.88%63.8k","69","39","56.78%","179.1",""
"55","Fossett","56743$3.44%56.7k","-","50","44.52%","159.2",""
"55","Flatzz","55826$3.39%55.8k","64","65","55.54%","156.6",""
"43","Kirilov","55500$3.37%55.5k","-","29","48.40%","155.7",""
"66","Crox","55314$3.36%55.3k","-","56","56.48%","155.2",""
"42","Gaunz","55079$3.34%55.1k","-","51","40.69%","154.5",""
"28","Ishney","54560$3.31%54.6k","69","23","49.16%","153.1",""
"41","Dankling","54303$3.30%54.3k","67","52","51.54%","152.4",""
"50","Leetwreck","52313$3.18%52.3k","-","40","51.15%","146.8",""
"56","Bandakar","48413$2.94%48.4k","-","42","53.87%","135.8",""
"41","Akecheta","48162$2.92%48.2k","-","36","45.55%","135.1",""
"45","Dirtÿ","47433$2.88%47.4k","71","28","38.13%","133.1",""
"25","Deadstrike","45187$2.74%45.2k","69","21","51.32%","126.8",""
"32","Dohvyk","42178$2.56%42.2k","65","32","39.03%","118.3",""
"10","Irisviiel","41330$2.51%41.3k","61","34","48.97%","116.0",""
"12","Guliveris","37548$2.28%37.5k","66","9","58.87%","105.3",""
"18","Stankdik","37249$2.26%37.2k","66","25","32.04%","104.5",""
"18","Seadub","32732$1.99%32.7k","70","10","43.12%","91.8",""
"24","Necrohealya","27288$1.66%27.3k","-","41","34.73%","76.6",""
"5","Pemberstone","20270$1.23%20.3k","-","4","27.33%","56.9",""
"3","Changó","9377$0.57%9.4k","68","3","18.72%","26.3",""
"78","Enders","2699$0.16%2.7k","69","78","7.02%","7.6",""
"81","Ratshot","1717$0.10%1.7k","65","83","2.28%","4.8",""
"77","Slecht","1528$0.09%1.5k","67","81","3.32%","4.3",""
"68","Wangcake","1366$0.08%1.4k","69","68","4.41%","3.8",""
"68","Tazdink","909$0.06%909.0","68","67","2.84%","2.6",""
"55","Deyn","824$0.05%824.0","69","52","1.03%","2.3",""
"61","Yunghelga","694$0.04%694.0","64","72","0.00%","1.9",""
"-","Diorvision","409$0.02%409.0","28","-","0.66%","1.1",""
"-","Pythagorean","165$0.01%165.0","-","-","0.00%","0.5",""
"-","Rued","117$0.01%117.0","11","-","1.44%","0.3",""
"-","Moffa","112$0.01%112.0","7","-","1.83%","0.3",""
