"Parse %","Name","Amount","Overheal","Ilvl","Ilvl %","Active","HPS",""
"85","Milku","131843$18.30%131.8k","19.19%","65","82","73.48%","136.9",""
"78","Enders","126176$17.51%126.2k","28.58%","63","84","69.14%","131.0",""
"47","Ghazan","80915$11.23%80.9k","24.23%","63","45","23.18%","84.0",""
"32","Eighchbar","69759$9.68%69.8k","20.66%","55","67","41.90%","72.4",""
"26","Marmoose","69715$9.68%69.7k","47.14%","58","48","45.80%","72.4",""
"19","Phugoid","67312$9.34%67.3k","31.67%","64","18","37.89%","69.9",""
"14","Nakur","49469$6.87%49.5k","45.65%","-","12","41.84%","51.4",""
"12","Gonz","43104$5.98%43.1k","14.67%","65","11","8.91%","44.8",""
"73","Fossett","11321$1.57%11.3k","58.50%","63","74","10.98%","11.8",""
"66","Ultimecia","8025$1.11%8.0k","8.89%","64","66","7.62%","8.3",""
"69","Mexius","7963$1.11%8.0k","10.15%","64","68","29.31%","8.3",""
"82","Furckinstein","7114$0.99%7.1k","3.29%","63","81","1.28%","7.4",""
"81","Danty","6329$0.88%6.3k","15.92%","64","80","16.92%","6.6",""
"57","Deadstrike","5165$0.72%5.2k","19.52%","61","56","3.67%","5.4",""
"75","Trike","5095$0.71%5.1k","23.11%","-","73","17.13%","5.3",""
"83","Grimseeker","4529$0.63%4.5k","29.22%","64","83","1.04%","4.7",""
"58","Dirtypantiz","4100$0.57%4.1k","3.64%","53","64","0.72%","4.3",""
"71","Trii","4038$0.56%4.0k","7.41%","63","70","0.79%","4.2",""
"81","Darunor","4030$0.56%4.0k","8.33%","-","80","2.86%","4.2",""
"59","Dankling","3012$0.42%3.0k","-","56","65","0.62%","3.1",""
"45","Cavander","2930$0.41%2.9k","12.22%","62","44","0.00%","3.0",""
"63","Overbit","2833$0.39%2.8k","22.00%","61","62","2.35%","2.9",""
"53","Akecheta","2326$0.32%2.3k","26.99%","62","51","15.63%","2.4",""
"39","Flatzz","1289$0.18%1.3k","50.50%","62","37","1.74%","1.3",""
"58","Valara","1199$0.17%1.2k","-","60","55","0.00%","1.2",""
"62","Ishney","900$0.12%900.0","-","58","61","0.73%","0.9",""
