"Parse %","Name","Amount","Overheal","Ilvl","Ilvl %","Active","HPS",""
"73","Deyn","389894$11.92%389.9k","25.09%","-","74","46.34%","240.9",""
"57","Pythagorean","331177$10.13%331.2k","30.06%","-","62","67.83%","204.6",""
"87","Enders","324191$9.92%324.2k","22.33%","-","91","54.44%","200.3",""
"56","Wangcake","312495$9.56%312.5k","35.35%","67","63","83.54%","193.1",""
"51","Tazdink","288423$8.82%288.4k","13.33%","67","55","57.67%","178.2",""
"53","Eighchbar","262924$8.04%262.9k","29.51%","65","64","67.64%","162.5",""
"68","Necrohealya","260472$7.97%260.5k","34.49%","68","71","55.11%","160.9",""
"51","Gonz","252552$7.72%252.6k","19.40%","67","54","36.42%","156.0",""
"45","Milku","234094$7.16%234.1k","40.23%","69","45","80.08%","144.6",""
"41","Ghazan","225887$6.91%225.9k","21.72%","-","43","29.62%","139.6",""
"35","Slecht","147565$4.51%147.6k","41.10%","-","55","61.02%","91.2",""
"48","Pemberstone","35707$1.09%35.7k","24.53%","-","68","7.06%","22.1",""
"94","Hoebowjoe","21005$0.64%21.0k","-","-","93","7.66%","13.0",""
"88","Mogs","14705$0.45%14.7k","-","63","90","4.18%","9.1",""
"86","Akecheta","13608$0.42%13.6k","30.48%","-","85","52.42%","8.4",""
"79","Ultimecia","13296$0.41%13.3k","27.01%","69","78","4.78%","8.2",""
"69","Fossett","12240$0.37%12.2k","25.92%","66","70","2.95%","7.6",""
"75","Valara","10757$0.33%10.8k","-","-","76","3.44%","6.6",""
"83","Flatzz","10673$0.33%10.7k","19.75%","-","80","33.78%","6.6",""
"74","Tumblebug","10236$0.31%10.2k","-","-","82","3.87%","6.3",""
"78","Bandakar","10209$0.31%10.2k","8.83%","-","75","11.66%","6.3",""
"61","Leetwreck","9476$0.29%9.5k","39.54%","64","59","48.84%","5.9",""
"55","Changó","9023$0.28%9.0k","27.04%","-","53","41.56%","5.6",""
"70","Dietolive","8053$0.25%8.1k","1.17%","-","71","0.00%","5.0",""
"56","Furckinstein","7031$0.22%7.0k","20.01%","-","53","22.42%","4.3",""
"79","Overbit","6874$0.21%6.9k","20.00%","-","79","2.79%","4.2",""
"75","Kirilov","6825$0.21%6.8k","21.18%","-","76","4.20%","4.2",""
"41","Impervious","6767$0.21%6.8k","31.72%","-","38","36.94%","4.2",""
"77","Cavander","5864$0.18%5.9k","5.83%","-","79","0.00%","3.6",""
"62","Crox","5370$0.16%5.4k","13.25%","-","57","2.57%","3.3",""
"77","Trii","4210$0.13%4.2k","8.24%","71","79","2.26%","2.6",""
"97","Mexius","3655$0.11%3.7k","-","66","97","0.00%","2.3",""
"60","Dirtÿ","3510$0.11%3.5k","-","-","63","0.95%","2.2",""
"66","Deadstrike","3021$0.09%3.0k","31.94%","66","70","1.53%","1.9",""
"90","Dankling","2616$0.08%2.6k","0.34%","63","89","0.68%","1.6",""
"72","Minuteman","1933$0.06%1.9k","24.90%","63","73","0.00%","1.2",""
"82","Urumettu","1221$0.04%1.2k","-","67","83","0.00%","0.8",""
"77","Darunor","1057$0.03%1.1k","-","-","71","0.00%","0.7",""
"59","Chainguin","748$0.02%748.0","52.36%","-","61","0.00%","0.5",""
"-","Jiero","250$0.01%250.0","-","-","-","0.00%","0.2",""
