"Parse %","Name","Amount","Overheal","Ilvl","Ilvl %","Active","HPS",""
"74","Pythagorean","880757$11.32%880.8k","23.72%","67","80","67.08%","225.8",""
"66","Enders","870788$11.19%870.8k","26.62%","66","75","70.49%","223.2",""
"49","Deyn","758212$9.75%758.2k","19.63%","66","56","43.91%","194.4",""
"38","Wangcake","662683$8.52%662.7k","30.92%","-","48","71.10%","169.9",""
"40","Eighchbar","662582$8.52%662.6k","28.48%","64","62","69.47%","169.9",""
"52","Gonz","639851$8.22%639.9k","21.67%","67","55","35.57%","164.0",""
"45","Milku","627908$8.07%627.9k","38.22%","-","45","72.94%","161.0",""
"27","Necrohealya","520410$6.69%520.4k","39.21%","-","34","57.71%","133.4",""
"24","Ghazan","509015$6.54%509.0k","23.85%","-","31","35.01%","130.5",""
"28","Tazdink","489549$6.29%489.5k","14.01%","65","38","46.98%","125.5",""
"34","Slecht","483281$6.21%483.3k","35.23%","-","54","70.50%","123.9",""
"67","Pemberstone","94247$1.21%94.2k","11.19%","-","82","8.81%","24.2",""
"93","Hoebowjoe","69682$0.90%69.7k","-","66","94","10.04%","17.9",""
"81","Mogs","66880$0.86%66.9k","1.47%","63","83","9.43%","17.1",""
"87","Fossett","48607$0.62%48.6k","2.25%","66","88","3.49%","12.5",""
"73","Ultimecia","35545$0.46%35.5k","14.54%","-","76","5.84%","9.1",""
"88","Bandakar","32695$0.42%32.7k","18.87%","-","87","27.56%","8.4",""
"63","Leetwreck","28532$0.37%28.5k","22.74%","61","65","43.73%","7.3",""
"65","Impervious","22191$0.29%22.2k","23.96%","63","65","34.23%","5.7",""
"58","Akecheta","21178$0.27%21.2k","24.95%","-","57","38.43%","5.4",""
"70","Danty","21145$0.27%21.1k","16.00%","-","72","20.92%","5.4",""
"52","Valara","20860$0.27%20.9k","-","-","58","3.56%","5.3",""
"66","Dietolive","20260$0.26%20.3k","9.99%","-","72","0.66%","5.2",""
"77","Spicyhot","19365$0.25%19.4k","0.50%","-","79","1.93%","5.0",""
"58","Changó","17814$0.23%17.8k","32.39%","-","57","30.46%","4.6",""
"80","Deadstrike","17223$0.22%17.2k","23.98%","65","80","6.34%","4.4",""
"75","Jiero","15907$0.20%15.9k","-","-","76","1.23%","4.1",""
"58","Flatzz","15746$0.20%15.7k","22.43%","-","57","29.76%","4.0",""
"62","Cavander","15628$0.20%15.6k","8.84%","66","65","0.00%","4.0",""
"73","Kirilov","12820$0.16%12.8k","28.78%","-","74","5.25%","3.3",""
"79","Flesharrow","11935$0.15%11.9k","2.05%","-","80","1.14%","3.1",""
"68","Overbit","11934$0.15%11.9k","21.47%","-","69","2.11%","3.1",""
"46","Muhhgi","11018$0.14%11.0k","18.86%","-","46","26.53%","2.8",""
"72","Trii","9890$0.13%9.9k","15.92%","69","75","1.70%","2.5",""
"80","Ishney","8630$0.11%8.6k","10.87%","-","81","0.94%","2.2",""
"75","Darunor","7363$0.09%7.4k","2.44%","-","71","0.85%","1.9",""
"21","Dirtÿ","6990$0.09%7.0k","-","-","28","1.09%","1.8",""
"49","Crox","4456$0.06%4.5k","22.25%","-","50","0.00%","1.1",""
"62","Chainguin","4257$0.05%4.3k","40.65%","-","64","1.32%","1.1",""
"-","Dankling","2000$0.03%2.0k","-","-","-","0.00%","0.5",""
