"Parse %","Name","Amount","Overheal","Ilvl","Ilvl %","Active","HPS",""
"76","Milku","563665$13.24%563.7k","30.60%","66","72","75.58%","209.2",""
"74","Enders","560210$13.16%560.2k","21.03%","-","73","65.28%","207.9",""
"61","Deyn","543114$12.76%543.1k","18.99%","64","56","45.07%","201.6",""
"70","Eighchbar","471715$11.08%471.7k","21.86%","61","77","58.40%","175.1",""
"58","Pythagorean","461047$10.83%461.0k","20.03%","-","59","50.57%","171.1",""
"39","Ghazan","451271$10.60%451.3k","17.39%","-","35","39.11%","167.5",""
"36","Necrohealya","350552$8.23%350.6k","27.18%","-","30","52.37%","130.1",""
"27","Tazdink","328433$7.71%328.4k","5.99%","63","25","40.36%","121.9",""
"57","Nakur","58617$1.38%58.6k","19.38%","65","51","7.72%","21.8",""
"77","Akecheta","33142$0.78%33.1k","13.86%","63","74","40.51%","12.3",""
"81","Hoebowjoe","30998$0.73%31.0k","-","-","81","1.19%","11.5",""
"51","Flatzz","27697$0.65%27.7k","10.76%","-","49","29.08%","10.3",""
"54","Impervious","24106$0.57%24.1k","20.03%","63","50","35.03%","8.9",""
"59","Darunor","22157$0.52%22.2k","27.22%","-","72","4.60%","8.2",""
"82","Ultimecia","20899$0.49%20.9k","33.16%","-","81","1.81%","7.8",""
"71","Overbit","20870$0.49%20.9k","5.26%","61","75","3.36%","7.7",""
"59","Danty","19027$0.45%19.0k","21.63%","-","56","29.14%","7.1",""
"53","Bandakar","18913$0.44%18.9k","11.42%","-","54","16.57%","7.0",""
"77","Mexius","18067$0.42%18.1k","9.39%","-","77","9.49%","6.7",""
"54","Muhhgi","17606$0.41%17.6k","22.18%","-","52","25.26%","6.5",""
"76","Claudiu","15781$0.37%15.8k","-","-","77","1.03%","5.9",""
"58","Changó","15676$0.37%15.7k","32.11%","-","58","29.29%","5.8",""
"72","Valara","15288$0.36%15.3k","-","64","72","1.52%","5.7",""
"66","Deadstrike","14984$0.35%15.0k","22.98%","63","66","4.83%","5.6",""
"59","Cavander","13148$0.31%13.1k","42.07%","-","58","0.73%","4.9",""
"67","Chingu","12461$0.29%12.5k","9.78%","-","75","0.82%","4.6",""
"74","Dietolive","12410$0.29%12.4k","15.15%","-","73","0.00%","4.6",""
"80","Crow","12203$0.29%12.2k","10.79%","58","82","0.00%","4.5",""
"68","Kirilov","11778$0.28%11.8k","13.68%","65","68","2.95%","4.4",""
"76","Trii","11140$0.26%11.1k","5.00%","65","75","1.51%","4.1",""
"66","Minuteman","11133$0.26%11.1k","-","62","70","0.69%","4.1",""
"60","Mementomory","10762$0.25%10.8k","14.70%","-","60","0.65%","4.0",""
"72","Gaunz","10716$0.25%10.7k","3.42%","61","71","0.58%","4.0",""
"83","Saphex","10625$0.25%10.6k","2.88%","62","83","1.03%","3.9",""
"43","Fossett","10349$0.24%10.3k","0.02%","64","40","0.74%","3.8",""
"62","Crox","9734$0.23%9.7k","5.14%","-","62","1.06%","3.6",""
"84","Jiero","6902$0.16%6.9k","-","67","84","0.00%","2.6",""
"71","Ishney","5192$0.12%5.2k","-","65","70","0.53%","1.9",""
"58","Chainguin","3965$0.09%4.0k","32.68%","65","57","1.75%","1.5",""
"59","Dirtypantiz","1386$0.03%1.4k","-","60","55","0.00%","0.5",""
