"Name","Amount","Mitigated","Ilvl","Active","DTPS",""
"Bandakar","963311$9.38%963.3k","57.30%","-","67.34%","321.0",""
"Crox","883442$8.60%883.4k","58.85%","-","61.00%","294.4",""
"Darunor","679258$6.62%679.3k","50.05%","-","60.95%","226.3",""
"Akecheta","403410$3.93%403.4k","30.45%","-","40.48%","134.4",""
"Changó","398947$3.89%398.9k","29.88%","66","38.94%","132.9",""
"Muhhgi","367585$3.58%367.6k","29.44%","64","37.29%","122.5",""
"Danty","353400$3.44%353.4k","26.49%","-","37.43%","117.8",""
"Trii","266243$2.59%266.2k","21.40%","67","29.85%","88.7",""
"Kirilov","254278$2.48%254.3k","22.89%","65","32.66%","84.7",""
"Chingu","245019$2.39%245.0k","21.39%","62","30.07%","81.6",""
"Deadstrike","244587$2.38%244.6k","18.65%","63","29.83%","81.5",""
"Overbit","230512$2.25%230.5k","21.88%","62","24.32%","76.8",""
"Slybanana","225892$2.20%225.9k","17.69%","61","24.57%","75.3",""
"Deyn","224275$2.18%224.3k","35.03%","-","26.33%","74.7",""
"Chainguin","222890$2.17%222.9k","27.21%","-","29.86%","74.3",""
"Flatzz","208751$2.03%208.8k","24.29%","-","21.35%","69.6",""
"Jiero","205292$2.00%205.3k","22.55%","66","22.85%","68.4",""
"Cavander","200147$1.95%200.1k","20.63%","65","23.04%","66.7",""
"Gonz","199564$1.94%199.6k","26.35%","-","23.39%","66.5",""
"Tazdink","184872$1.80%184.9k","21.44%","63","24.38%","61.6",""
"Takanu","183297$1.79%183.3k","23.46%","-","21.50%","61.1",""
"Dirtypantiz","182555$1.78%182.6k","19.41%","-","22.25%","60.8",""
"Pythagorean","181302$1.77%181.3k","16.33%","-","20.53%","60.4",""
"Eighchbar","177552$1.73%177.6k","14.68%","-","19.91%","59.2",""
"Milku","172933$1.68%172.9k","22.19%","-","20.78%","57.6",""
"Ultimecia","172857$1.68%172.9k","19.68%","-","20.53%","57.6",""
"Ghazan","168409$1.64%168.4k","31.33%","64","20.21%","56.1",""
"Phugoid","167326$1.63%167.3k","31.91%","-","21.25%","55.8",""
"Shamallama","166287$1.62%166.3k","31.71%","-","20.51%","55.4",""
"Mexius","165461$1.61%165.5k","19.08%","-","18.09%","55.1",""
"Necrohealya","164465$1.60%164.5k","23.00%","-","20.28%","54.8",""
"Slecht","159263$1.55%159.3k","13.85%","56","19.18%","53.1",""
"Hoebowjoe","154892$1.51%154.9k","21.96%","64","19.96%","51.6",""
"Lachupacabra","151631$1.48%151.6k","18.65%","-","19.28%","50.5",""
"Claudiu","151562$1.48%151.6k","23.20%","-","19.22%","50.5",""
"Fossett","141359$1.38%141.4k","22.50%","-","18.17%","47.1",""
"Valara","138400$1.35%138.4k","21.94%","64","17.44%","46.1",""
"Trike","136540$1.33%136.5k","13.06%","62","16.75%","45.5",""
"Enders","121991$1.19%122.0k","19.01%","65","9.32%","40.6",""
"Nakur","90714$0.88%90.7k","21.13%","65","5.82%","30.2",""
"Mogs","86717$0.84%86.7k","22.63%","-","14.64%","28.9",""
"Peareyeuh","69537$0.68%69.5k","22.79%","-","11.13%","23.2",""
