"Name","Amount","Mitigated","Ilvl","Active","DTPS",""
"Crox","66833$19.27%66.8k","48.42%","-","42.05%","242.7",""
"Bandakar","44881$12.94%44.9k","50.06%","63","36.05%","163.0",""
"Impervious","14980$4.32%15.0k","17.32%","62","5.59%","54.4",""
"Changó","14623$4.22%14.6k","12.88%","65","6.05%","53.1",""
"Milku","11712$3.38%11.7k","29.27%","66","7.04%","42.5",""
"Enders","11394$3.28%11.4k","18.57%","64","9.55%","41.4",""
"Fossett","11063$3.19%11.1k","4.09%","64","1.74%","40.2",""
"Darunor","10467$3.02%10.5k","16.14%","60","5.29%","38.0",""
"Deyn","9303$2.68%9.3k","41.91%","64","1.91%","33.8",""
"Akecheta","9178$2.65%9.2k","7.36%","63","5.30%","33.3",""
"Crow","8608$2.48%8.6k","5.79%","58","1.69%","31.3",""
"Trike","8371$2.41%8.4k","13.11%","-","3.98%","30.4",""
"Dankling","7842$2.26%7.8k","-","57","0.00%","28.5",""
"Pythagorean","7407$2.14%7.4k","13.07%","63","3.81%","26.9",""
"Ultimecia","6976$2.01%7.0k","23.13%","65","1.74%","25.3",""
"Saphex","6897$1.99%6.9k","12.97%","61","1.74%","25.0",""
"Trii","6494$1.87%6.5k","15.85%","65","1.43%","23.6",""
"Overbit","6033$1.74%6.0k","10.53%","61","3.57%","21.9",""
"Pemberstone","5903$1.70%5.9k","12.03%","-","3.68%","21.4",""
"Eighchbar","5686$1.64%5.7k","24.01%","59","0.74%","20.6",""
"Ghazan","5617$1.62%5.6k","3.95%","59","1.63%","20.4",""
"Phugoid","5362$1.55%5.4k","19.19%","66","5.74%","19.5",""
"Claudiu","5297$1.53%5.3k","-","63","0.00%","19.2",""
"Deadstrike","5102$1.47%5.1k","10.69%","63","0.88%","18.5",""
"Chainguin","4667$1.35%4.7k","16.79%","64","2.06%","16.9",""
"Gonz","4584$1.32%4.6k","28.49%","66","1.74%","16.6",""
"Kirilov","4159$1.20%4.2k","8.49%","65","1.53%","15.1",""
"Mogs","4105$1.18%4.1k","20.07%","62","1.91%","14.9",""
"Dietolive","4088$1.18%4.1k","-","62","0.00%","14.8",""
"Grimseeker","3687$1.06%3.7k","28.86%","-","0.00%","13.4",""
"Valara","3605$1.04%3.6k","12.52%","63","0.00%","13.1",""
"Tazdink","3512$1.01%3.5k","25.92%","62","1.74%","12.8",""
"Dirtypantiz","3307$0.95%3.3k","13.36%","60","0.00%","12.0",""
"Lachupacabra","2980$0.86%3.0k","15.08%","59","0.00%","10.8",""
"Jiero","2844$0.82%2.8k","40.10%","67","1.47%","10.3",""
"Ishney","2386$0.69%2.4k","11.33%","61","0.74%","8.7",""
"Cavander","2073$0.60%2.1k","-","62","0.00%","7.5",""
"Slecht","1893$0.55%1.9k","23.27%","56","0.00%","6.9",""
"Hoebowjoe","1422$0.41%1.4k","24.96%","64","0.00%","5.2",""
"Necrohealya","1419$0.41%1.4k","25.00%","65","0.00%","5.2",""
"Ergoline","144$0.04%144.0","12.20%","33","0.00%","0.5",""
"Koloss","6$0.00%6.0","71.43%","67","0.00%","0.0",""
