"Name","Amount","Mitigated","Ilvl","Active","DTPS",""
"Bandakar","932982$20.90%933.0k","47.68%","-","70.78%","356.1",""
"Pemberstone","495636$11.10%495.6k","52.65%","-","48.25%","189.2",""
"Guliveris","397938$8.92%397.9k","43.38%","-","37.53%","151.9",""
"Flatzz","212494$4.76%212.5k","23.72%","-","24.74%","81.1",""
"Furckinstein","188974$4.23%189.0k","31.77%","67","23.02%","72.1",""
"Changó","180869$4.05%180.9k","23.28%","-","24.59%","69.0",""
"Buffymctank","153598$3.44%153.6k","10.72%","64","17.26%","58.6",""
"Dohvyk","150159$3.36%150.2k","10.80%","-","18.07%","57.3",""
"Deadstrike","149203$3.34%149.2k","10.73%","69","21.32%","56.9",""
"Stankdik","127490$2.86%127.5k","6.21%","66","17.45%","48.7",""
"Dankling","116147$2.60%116.1k","12.40%","66","15.07%","44.3",""
"Minuteman","99085$2.22%99.1k","12.92%","67","10.51%","37.8",""
"Gaunz","80939$1.81%80.9k","7.80%","66","5.65%","30.9",""
"Ghazan","80618$1.81%80.6k","10.97%","70","7.80%","30.8",""
"Dietolive","69158$1.55%69.2k","6.91%","69","5.21%","26.4",""
"Jiero","62624$1.40%62.6k","14.90%","-","3.55%","23.9",""
"Deyn","62281$1.40%62.3k","7.14%","-","3.87%","23.8",""
"Dirtÿ","59456$1.33%59.5k","14.05%","71","6.44%","22.7",""
"Seadub","59295$1.33%59.3k","8.61%","67","4.94%","22.6",""
"Slecht","58097$1.30%58.1k","6.33%","66","2.27%","22.2",""
"Yunghelga","55427$1.24%55.4k","9.81%","64","4.51%","21.2",""
"Cubensis","51974$1.16%52.0k","20.74%","63","3.42%","19.8",""
"Duhd","50871$1.14%50.9k","8.05%","64","4.82%","19.4",""
"Milku","49186$1.10%49.2k","12.51%","-","3.69%","18.8",""
"Hoebowjoe","47241$1.06%47.2k","17.12%","69","1.48%","18.0",""
"Fossett","43852$0.98%43.9k","7.76%","69","3.77%","16.7",""
"Shelton","43832$0.98%43.8k","7.07%","66","3.17%","16.7",""
"Valara","42252$0.95%42.3k","7.31%","66","2.39%","16.1",""
"Parisshelton","42205$0.95%42.2k","6.20%","-","2.64%","16.1",""
"Tumblebug","40899$0.92%40.9k","3.48%","65","2.48%","15.6",""
"Ratshot","39814$0.89%39.8k","8.78%","64","3.62%","15.2",""
"Sur","39195$0.88%39.2k","13.53%","68","2.12%","15.0",""
"Irisviiel","37886$0.85%37.9k","3.33%","-","2.64%","14.5",""
"Eighchbar","37427$0.84%37.4k","7.70%","68","1.55%","14.3",""
"Wangcake","37328$0.84%37.3k","15.92%","71","1.69%","14.2",""
"Paskal","37060$0.83%37.1k","8.14%","55","1.88%","14.1",""
"Spicyhot","30117$0.67%30.1k","11.78%","66","2.17%","11.5",""
