"Parse %","Name","Amount","Ilvl","Ilvl %","Active","DPS",""
"35","Ultimecia","765479$5.41%765.5k","62","36","60.11%","207.5",""
"21","Jiero","703673$4.98%703.7k","65","17","63.28%","190.8",""
"20","Funk","682545$4.83%682.5k","-","26","61.39%","185.0",""
"16","Hoebowjoe","608383$4.30%608.4k","59","26","54.00%","164.9",""
"12","Overbit","605725$4.28%605.7k","60","28","58.31%","164.2",""
"20","Melven","602825$4.26%602.8k","60","28","52.62%","163.4",""
"16","Cavander","570075$4.03%570.1k","61","19","47.98%","154.5",""
"32","Mogs","562629$3.98%562.6k","-","37","42.32%","152.5",""
"18","Valara","560946$3.97%560.9k","-","27","52.51%","152.1",""
"12","Kirilov","541048$3.83%541.0k","-","14","49.24%","146.7",""
"12","Trii","519030$3.67%519.0k","61","22","50.90%","140.7",""
"23","Mexius","512254$3.62%512.3k","-","27","50.48%","138.9",""
"7","Chainguin","503341$3.56%503.3k","-","13","54.82%","136.4",""
"10","Minuteman","496881$3.51%496.9k","58","28","51.86%","134.7",""
"8","Deadstrike","487324$3.45%487.3k","58","22","53.44%","132.1",""
"15","Dietolive","483635$3.42%483.6k","59","26","45.82%","131.1",""
"13","Changó","469492$3.32%469.5k","-","14","49.56%","127.3",""
"7","Grimseeker","465921$3.30%465.9k","-","14","49.31%","126.3",""
"20","Fossett","463299$3.28%463.3k","-","17","45.94%","125.6",""
"18","Muhhgi","402700$2.85%402.7k","59","23","44.86%","109.2",""
"15","Flatzz","382759$2.71%382.8k","59","19","54.11%","103.8",""
"6","Danty","377436$2.67%377.4k","-","8","47.38%","102.3",""
"6","Thicc","375337$2.65%375.3k","58","15","46.79%","101.7",""
"6","Tøes","305282$2.16%305.3k","-","13","39.62%","82.8",""
"6","Grimmeat","278292$1.97%278.3k","-","10","28.81%","75.4",""
"12","Bandakar","277762$1.96%277.8k","-","14","62.56%","75.3",""
"25","Trike","262701$1.86%262.7k","-","33","25.05%","71.2",""
"10","Furckinstein","255804$1.81%255.8k","-","17","54.97%","69.3",""
"6","Crox","221002$1.56%221.0k","-","9","71.27%","59.9",""
"21","Akecheta","182115$1.29%182.1k","-","27","22.20%","49.4",""
"4","Dankling","175272$1.24%175.3k","48","-","27.92%","47.5",""
"86","Nakur","14696$0.10%14.7k","61","88","6.47%","4.0",""
"80","Necrohealya","10228$0.07%10.2k","62","82","6.03%","2.8",""
"76","Gonz","9479$0.07%9.5k","-","78","4.84%","2.6",""
"95","Ghazan","3418$0.02%3.4k","60","95","0.00%","0.9",""
"-","Pythagorean","845$0.01%845.0","-","-","0.00%","0.2",""
"-","Enders","173$0.00%173.0","61","-","0.00%","0.0",""
