"Parse %","Name","Amount","Overheal","Ilvl","Ilvl %","Active","HPS",""
"61","Deyn","846319$9.34%846.3k","39.22%","-","68","47.69%","220.9",""
"70","Drgupta","818466$9.04%818.5k","41.04%","70","80","61.85%","213.6",""
"58","Wangcake","818331$9.04%818.3k","42.09%","74","56","73.49%","213.5",""
"87","Tauraheim","786566$8.68%786.6k","51.56%","73","86","73.24%","205.3",""
"50","Pythagorean","766613$8.46%766.6k","40.12%","-","46","66.13%","200.1",""
"88","Eighchbar","764884$8.45%764.9k","39.44%","71","92","66.80%","199.6",""
"75","Milku","716505$7.91%716.5k","56.79%","74","72","72.22%","187.0",""
"54","Lumieux","707939$7.82%707.9k","40.92%","-","60","68.06%","184.7",""
"40","Ghazan","604937$6.68%604.9k","38.90%","73","43","42.84%","157.9",""
"43","Shamallama","585785$6.47%585.8k","31.06%","71","50","38.20%","152.9",""
"52","Slecht","441900$4.88%441.9k","51.62%","-","54","61.69%","115.3",""
"16","Necrohealya","425170$4.69%425.2k","44.89%","-","15","53.76%","111.0",""
"84","Ultimecia","53118$0.59%53.1k","27.38%","-","85","3.02%","13.9",""
"82","Ratshot","45677$0.50%45.7k","12.84%","-","84","3.75%","11.9",""
"88","Guliveris","43665$0.48%43.7k","26.41%","-","88","44.85%","11.4",""
"80","Dohvyk","43451$0.48%43.5k","35.01%","-","80","49.29%","11.3",""
"79","Furckinstein","39469$0.44%39.5k","37.88%","-","78","53.96%","10.3",""
"84","Dietolive","36707$0.41%36.7k","16.05%","-","84","1.67%","9.6",""
"69","Flatzz","36161$0.40%36.2k","27.93%","-","68","40.61%","9.4",""
"85","Nimda","33633$0.37%33.6k","12.56%","-","85","2.75%","8.8",""
"70","Bandakar","32603$0.36%32.6k","26.53%","-","70","33.80%","8.5",""
"70","Decimous","30927$0.34%30.9k","43.08%","-","70","39.82%","8.1",""
"66","Renke","30835$0.34%30.8k","32.47%","-","68","29.92%","8.0",""
"82","Seadub","30635$0.34%30.6k","23.23%","72","81","5.18%","8.0",""
"88","Synergy","29698$0.33%29.7k","25.72%","-","88","5.91%","7.7",""
"64","Akecheta","29665$0.33%29.7k","44.14%","-","63","53.09%","7.7",""
"83","Johnnylol","27860$0.31%27.9k","20.14%","-","82","3.45%","7.3",""
"73","Gaunz","26656$0.29%26.7k","1.70%","-","70","0.95%","7.0",""
"74","Olom","24141$0.27%24.1k","8.46%","-","72","1.90%","6.3",""
"66","Thoominn","22187$0.24%22.2k","11.06%","-","70","1.98%","5.8",""
"75","Sepitus","19722$0.22%19.7k","24.89%","70","75","5.06%","5.1",""
"90","Pemberstone","16533$0.18%16.5k","13.29%","-","90","2.49%","4.3",""
"72","Melow","15687$0.17%15.7k","14.35%","68","72","1.22%","4.1",""
"6","Kasako","15460$0.17%15.5k","10.21%","65","15","1.32%","4.0",""
"87","Irisviiel","13523$0.15%13.5k","-","-","84","1.12%","3.5",""
"83","Ishney","13444$0.15%13.4k","-","-","79","0.80%","3.5",""
"39","Garglegop","13308$0.15%13.3k","48.83%","-","39","26.88%","3.5",""
"83","Duhd","13117$0.14%13.1k","-","-","83","0.00%","3.4",""
"93","Melven","12784$0.14%12.8k","-","70","89","0.00%","3.3",""
"71","Deadstrike","12743$0.14%12.7k","2.78%","-","72","0.90%","3.3",""
"92","Parisshelton","10224$0.11%10.2k","-","-","93","0.89%","2.7",""
