"Name","Amount","Mitigated","Ilvl","Active","DTPS",""
"Pemberstone","992681$10.55%992.7k","57.98%","-","39.82%","233.4",""
"Crox","816599$8.68%816.6k","64.01%","-","41.00%","192.0",""
"Bandakar","624300$6.63%624.3k","57.26%","-","38.12%","146.8",""
"Guliveris","508482$5.40%508.5k","55.39%","-","31.74%","119.5",""
"Gaunz","434757$4.62%434.8k","49.20%","-","17.75%","102.2",""
"Dietolive","409260$4.35%409.3k","52.47%","-","15.42%","96.2",""
"Akecheta","344544$3.66%344.5k","24.58%","-","21.52%","81.0",""
"Changó","279322$2.97%279.3k","26.39%","-","17.92%","65.7",""
"Ultimecia","270578$2.87%270.6k","46.36%","-","13.29%","63.6",""
"Furckinstein","238145$2.53%238.1k","27.34%","-","13.58%","56.0",""
"Flatzz","226759$2.41%226.8k","18.13%","-","13.77%","53.3",""
"Dohvyk","215903$2.29%215.9k","21.41%","-","12.84%","50.8",""
"Dïrty","195699$2.08%195.7k","21.30%","-","10.37%","46.0",""
"Deyn","188058$2.00%188.1k","18.37%","70","11.71%","44.2",""
"Deadstrike","186033$1.98%186.0k","18.47%","69","10.13%","43.7",""
"Decimous","176464$1.87%176.5k","20.85%","-","9.71%","41.5",""
"Stankdik","169382$1.80%169.4k","15.69%","72","9.92%","39.8",""
"Tazdink","167888$1.78%167.9k","17.60%","-","9.16%","39.5",""
"Milku","165955$1.76%166.0k","18.88%","72","10.74%","39.0",""
"Necrohealya","165775$1.76%165.8k","14.86%","70","10.01%","39.0",""
"Seadub","161641$1.72%161.6k","16.60%","-","10.46%","38.0",""
"Ghazan","159361$1.69%159.4k","24.43%","-","10.38%","37.5",""
"Jáx","155542$1.65%155.5k","12.51%","-","9.88%","36.6",""
"Eighchbar","154469$1.64%154.5k","13.01%","-","9.47%","36.3",""
"Enders","153139$1.63%153.1k","15.65%","-","10.37%","36.0",""
"Kirilov","152881$1.62%152.9k","20.31%","74","8.14%","35.9",""
"Pythagorean","149959$1.59%150.0k","12.48%","71","8.07%","35.3",""
"Duhd","149610$1.59%149.6k","15.13%","70","7.42%","35.2",""
"Wangcake","148647$1.58%148.6k","14.09%","72","10.28%","34.9",""
"Jiero","141535$1.50%141.5k","24.08%","-","7.69%","33.3",""
"Synergy","138297$1.47%138.3k","18.85%","67","7.90%","32.5",""
"Tauraheim","134586$1.43%134.6k","16.25%","-","9.30%","31.6",""
"Slecht","133545$1.42%133.5k","14.88%","70","9.39%","31.4",""
"Drgupta","129142$1.37%129.1k","23.83%","67","9.01%","30.4",""
"Parisshelton","118039$1.25%118.0k","15.25%","70","7.30%","27.7",""
"Irisviiel","115634$1.23%115.6k","27.50%","-","7.55%","27.2",""
"Urumettu","97871$1.04%97.9k","23.77%","-","8.09%","23.0",""
"Melven","92108$0.98%92.1k","12.34%","61","5.64%","21.7",""
"Dryrun","88659$0.94%88.7k","18.73%","-","6.22%","20.8",""
"Ishney","61104$0.65%61.1k","28.66%","-","7.32%","14.4",""
