"Parse %","Name","Amount","Ilvl","Ilvl %","Active","DPS",""
"26","Mogs","1153196$4.80%1.15m","63","48","51.00%","266.0",""
"23","Deadstrike","1135330$4.73%1.14m","-","39","66.17%","261.9",""
"19","Trii","1106651$4.61%1.11m","-","18","62.58%","255.3",""
"22","Minuteman","1102993$4.59%1.10m","-","47","60.50%","254.5",""
"29","Impervious","1081542$4.51%1.08m","-","29","60.86%","249.5",""
"25","Changó","1068307$4.45%1.07m","67","19","62.66%","246.5",""
"16","Chainguin","1053911$4.39%1.05m","-","21","64.07%","243.1",""
"17","Dankling","1040003$4.33%1.04m","-","46","64.08%","239.9",""
"27","Flatzz","1033944$4.31%1.03m","-","29","65.46%","238.5",""
"46","Jiero","1008927$4.20%1.01m","-","52","64.92%","232.8",""
"22","Hoebowjoe","996012$4.15%996.0k","-","36","44.41%","229.8",""
"24","Valara","930159$3.87%930.2k","-","39","49.91%","214.6",""
"11","Kirilov","922334$3.84%922.3k","65","19","57.50%","212.8",""
"22","Ultimecia","893698$3.72%893.7k","67","28","61.81%","206.2",""
"11","Dirtÿ","870702$3.63%870.7k","-","22","40.82%","200.9",""
"21","Cavander","840412$3.50%840.4k","-","29","52.26%","193.9",""
"18","Dietolive","814009$3.39%814.0k","-","37","61.05%","187.8",""
"9","Claudiu","717773$2.99%717.8k","65","14","44.06%","165.6",""
"17","Spicyhot","687588$2.86%687.6k","66","23","65.18%","158.6",""
"19","Mexius","679264$2.83%679.3k","-","31","57.71%","156.7",""
"10","Akecheta","673715$2.81%673.7k","-","7","64.26%","155.4",""
"51","Bandakar","650391$2.71%650.4k","-","51","72.08%","150.0",""
"9","Ishney","634524$2.64%634.5k","-","9","58.69%","146.4",""
"18","Fossett","554871$2.31%554.9k","-","19","43.03%","128.0",""
"35","Pemberstone","536558$2.23%536.6k","-","32","53.84%","123.8",""
"24","Danty","443525$1.85%443.5k","-","22","60.84%","102.3",""
"37","Darunor","398771$1.66%398.8k","-","40","63.07%","92.0",""
"20","Crox","353931$1.47%353.9k","-","22","55.61%","81.6",""
"81","Ghazan","92373$0.38%92.4k","-","81","9.36%","21.3",""
"85","Tazdink","88951$0.37%89.0k","66","87","4.10%","20.5",""
"21","Kagomi","59697$0.25%59.7k","63","44","4.69%","13.8",""
"90","Deyn","56678$0.24%56.7k","-","91","1.34%","13.1",""
"92","Gonz","55504$0.23%55.5k","67","93","1.94%","12.8",""
"18","Gaunz","52709$0.22%52.7k","61","47","4.43%","12.2",""
"86","Slecht","39596$0.16%39.6k","64","87","3.01%","9.1",""
"17","Jáx","38886$0.16%38.9k","56","60","4.20%","9.0",""
"97","Takanu","32035$0.13%32.0k","-","96","0.00%","7.4",""
"91","Wangcake","21140$0.09%21.1k","67","91","0.81%","4.9",""
"87","Enders","18524$0.08%18.5k","-","87","3.18%","4.3",""
"82","Pythagorean","18297$0.08%18.3k","-","82","2.87%","4.2",""
"9","Drtymilk","16404$0.07%16.4k","58","13","2.40%","3.8",""
"60","Eighchbar","11338$0.05%11.3k","-","62","2.63%","2.6",""
"68","Milku","10010$0.04%10.0k","-","68","2.91%","2.3",""
"86","Necrohealya","6778$0.03%6.8k","68","86","2.01%","1.6",""
"-","Kuru","3799$0.02%3.8k","64","-","0.00%","0.9",""
"-","Virrago","632$0.00%632.0","64","-","0.00%","0.1",""
"-","Weezen","410$0.00%410.0","-","-","0.00%","0.1",""
"-","Tahko","247$0.00%247.0","59","-","0.00%","0.1",""
"-","Uthras","247$0.00%247.0","-","-","0.00%","0.1",""
"-","Ettubrute","247$0.00%247.0","60","-","0.00%","0.1",""
