"Parse %","Name","Amount","Ilvl","Ilvl %","Active","DPS",""
"68","Ultimecia","663635$6.22%663.6k","64","62","69.26%","306.5",""
"60","Dietolive","533695$5.00%533.7k","60","75","60.15%","246.5",""
"61","Mexius","528518$4.95%528.5k","-","63","68.11%","244.1",""
"36","Changó","499479$4.68%499.5k","-","33","57.62%","230.7",""
"30","Overbit","490350$4.59%490.4k","60","58","63.11%","226.5",""
"41","Muhhgi","484767$4.54%484.8k","-","47","67.70%","223.9",""
"19","Kirilov","477315$4.47%477.3k","64","18","56.91%","220.5",""
"20","Hoebowjoe","450146$4.22%450.1k","-","22","54.51%","207.9",""
"17","Minuteman","445832$4.18%445.8k","58","49","57.22%","205.9",""
"17","Deadstrike","437922$4.10%437.9k","59","36","58.47%","202.3",""
"24","Grimseeker","421098$3.95%421.1k","64","28","59.75%","194.5",""
"23","Akecheta","416430$3.90%416.4k","-","25","63.21%","192.3",""
"34","Danty","403231$3.78%403.2k","61","34","66.96%","186.2",""
"33","Fossett","387322$3.63%387.3k","58","52","59.27%","178.9",""
"25","Flatzz","371900$3.48%371.9k","-","25","63.47%","171.8",""
"54","Mogs","370658$3.47%370.7k","62","54","44.21%","171.2",""
"10","Dankling","356457$3.34%356.5k","55","35","63.28%","164.6",""
"17","Trii","348161$3.26%348.2k","61","32","49.17%","160.8",""
"14","Chainguin","279548$2.62%279.5k","-","19","46.31%","129.1",""
"23","Impervious","268821$2.52%268.8k","-","30","56.91%","124.2",""
"46","Trike","263980$2.47%264.0k","-","56","37.78%","121.9",""
"6","Ishney","263647$2.47%263.6k","-","14","46.14%","121.8",""
"7","Loom","261370$2.45%261.4k","57","19","47.70%","120.7",""
"34","Crox","236217$2.21%236.2k","63","40","78.78%","109.1",""
"11","Grimmeat","226993$2.13%227.0k","56","22","37.03%","104.8",""
"9","Olom","204002$1.91%204.0k","-","32","50.49%","94.2",""
"31","Furckinstein","202838$1.90%202.8k","-","39","60.47%","93.7",""
"19","Darunor","191326$1.79%191.3k","-","19","56.94%","88.4",""
"7","Claudiu","126137$1.18%126.1k","-","15","21.82%","58.3",""
"8","Lolcya","34561$0.32%34.6k","-","15","15.12%","16.0",""
"91","Phugoid","18013$0.17%18.0k","-","91","8.48%","8.3",""
"-","Disk","3844$0.04%3.8k","61","-","0.58%","1.8",""
"92","Nakur","1984$0.02%2.0k","62","93","1.79%","0.9",""
"-","Ghazan","1925$0.02%1.9k","61","-","1.35%","0.9",""
"-","Tazdink","1171$0.01%1.2k","54","-","0.73%","0.5",""
"-","Gonz","82$0.00%82.0","64","-","0.00%","0.0",""
"-","Enders","75$0.00%75.0","61","-","0.00%","0.0",""
"-","Tigerclàw","60$0.00%60.0","47","-","0.00%","0.0",""
