"Parse %","Name","Amount","Overheal","Ilvl","Ilvl %","Active","HPS",""
"80","Milku","53194$13.29%53.2k","44.56%","68","83","84.39%","137.1",""
"81","Eighchbar","53054$13.25%53.1k","26.17%","61","96","70.23%","136.8",""
"63","Pythagorean","52079$13.01%52.1k","42.30%","65","81","68.49%","134.2",""
"57","Gonz","41629$10.40%41.6k","19.29%","65","69","34.74%","107.3",""
"33","Slecht","34836$8.70%34.8k","51.95%","58","75","87.41%","89.8",""
"16","Takanu","30889$7.72%30.9k","44.51%","63","23","49.18%","79.6",""
"12","Wangcake","29640$7.41%29.6k","49.43%","-","49","64.87%","76.4",""
"20","Natu","29625$7.40%29.6k","38.57%","60","44","44.17%","76.4",""
"11","Deyn","24153$6.03%24.2k","65.93%","64","18","32.87%","62.3",""
"11","Tazdink","16927$4.23%16.9k","20.31%","64","13","9.29%","43.6",""
"91","Pemberstone","5007$1.25%5.0k","-","-","90","3.71%","12.9",""
"91","Ultimecia","4766$1.19%4.8k","29.19%","66","92","17.90%","12.3",""
"96","Bandakar","4129$1.03%4.1k","14.67%","-","96","16.01%","10.6",""
"92","Indignant","3704$0.93%3.7k","28.45%","59","94","29.48%","9.5",""
"79","Mexius","2952$0.74%3.0k","4.90%","65","80","16.17%","7.6",""
"67","Drtymilk","2312$0.58%2.3k","56.30%","58","77","6.18%","6.0",""
"48","Fossett","1934$0.48%1.9k","-","65","44","0.00%","5.0",""
"61","Valara","1840$0.46%1.8k","-","65","57","0.00%","4.7",""
"62","Hoebowjoe","1724$0.43%1.7k","-","65","58","0.00%","4.4",""
"75","Crox","1416$0.35%1.4k","5.28%","65","80","0.00%","3.6",""
"99","Ragewind","1379$0.34%1.4k","-","60","99","0.00%","3.6",""
"71","Slybanana","750$0.19%750.0","-","62","70","0.51%","1.9",""
"47","Flatzz","630$0.16%630.0","33.75%","64","49","12.52%","1.6",""
"47","Changó","590$0.15%590.0","61.16%","66","45","20.84%","1.5",""
"34","Leetwreck","526$0.13%526.0","71.49%","60","48","27.64%","1.4",""
"34","Muhhgi","382$0.10%382.0","62.55%","64","36","24.00%","1.0",""
"16","Danty","102$0.03%102.0","88.77%","64","17","1.67%","0.3",""
"57","Deadstrike","99$0.02%99.0","91.78%","65","57","4.08%","0.3",""
