"Name","Amount","Mitigated","Ilvl","Active","DTPS",""
"Guliveris","545366$16.31%545.4k","44.40%","-","54.40%","172.7",""
"Crox","301922$9.03%301.9k","55.99%","-","39.90%","95.6",""
"Mortifier","267590$8.00%267.6k","53.99%","-","42.86%","84.7",""
"Changó","266625$7.97%266.6k","26.97%","68","28.72%","84.4",""
"Akecheta","253899$7.59%253.9k","25.49%","-","27.35%","80.4",""
"Jiera","252914$7.56%252.9k","22.21%","-","28.13%","80.1",""
"Buffymctank","237414$7.10%237.4k","24.82%","64","26.72%","75.2",""
"Ultimecia","182006$5.44%182.0k","9.07%","72","28.02%","57.6",""
"Seadub","161371$4.83%161.4k","6.82%","71","21.74%","51.1",""
"Pointed","109301$3.27%109.3k","15.64%","-","18.68%","34.6",""
"Hoebowjoe","107648$3.22%107.6k","12.09%","-","16.26%","34.1",""
"Parisshelton","102739$3.07%102.7k","10.34%","-","17.78%","32.5",""
"Duhd","98070$2.93%98.1k","11.89%","66","14.46%","31.1",""
"Urumettu","85880$2.57%85.9k","10.73%","67","7.30%","27.2",""
"Deyn","78990$2.36%79.0k","12.85%","70","9.64%","25.0",""
"Eighchbar","73305$2.19%73.3k","7.87%","-","10.10%","23.2",""
"Kasako","69474$2.08%69.5k","11.71%","62","9.77%","22.0",""
"Irisviiel","60745$1.82%60.7k","13.70%","65","10.85%","19.2",""
"Pythagorean","49926$1.49%49.9k","5.57%","-","12.61%","15.8",""
"Wangcake","38297$1.15%38.3k","6.08%","-","7.84%","12.1",""
