"Parse %","Name","Amount","Ilvl","Ilvl %","Active","DPS",""
"58","Changó","902294$5.16%902.3k","-","50","73.14%","351.7",""
"71","Ultimecia","850762$4.86%850.8k","72","58","70.83%","331.6",""
"33","Buffymctank","816215$4.66%816.2k","64","38","72.80%","318.1",""
"44","Dohvyk","802635$4.59%802.6k","-","37","74.94%","312.8",""
"74","Duhd","763181$4.36%763.2k","66","85","55.86%","297.4",""
"25","Flatzz","745616$4.26%745.6k","-","26","78.87%","290.6",""
"62","Parisshelton","742090$4.24%742.1k","68","65","60.79%","289.2",""
"50","Dirtÿ","666674$3.81%666.7k","72","35","56.58%","259.8",""
"42","Hoebowjoe","658926$3.77%658.9k","68","43","59.27%","256.8",""
"31","Furckinstein","654674$3.74%654.7k","67","26","73.02%","255.2",""
"37","Akecheta","650410$3.72%650.4k","-","33","67.70%","253.5",""
"61","Valara","645201$3.69%645.2k","68","62","50.37%","251.5",""
"27","Deadstrike","638828$3.65%638.8k","69","26","62.39%","249.0",""
"47","Gaunz","610186$3.49%610.2k","67","56","58.74%","237.8",""
"63","Fossett","562563$3.21%562.6k","69","54","54.30%","219.3",""
"47","Guliveris","559223$3.20%559.2k","-","44","70.98%","218.0",""
"33","Jiera","527956$3.02%528.0k","-","53","59.22%","205.8",""
"16","Pointed","526575$3.01%526.6k","-","68","64.66%","205.2",""
"27","Dayn","507539$2.90%507.5k","62","55","51.82%","197.8",""
"56","Bandakar","496271$2.84%496.3k","-","51","82.92%","193.4",""
"28","Dankling","480880$2.75%480.9k","-","19","44.35%","187.4",""
"18","Tumblebug","447767$2.56%447.8k","-","13","46.14%","174.5",""
"19","Ishney","430170$2.46%430.2k","72","11","59.75%","167.7",""
"64","Pemberstone","426176$2.44%426.2k","-","60","68.70%","166.1",""
"23","Seadub","422254$2.41%422.3k","71","15","48.82%","164.6",""
"44","Jáx","400713$2.29%400.7k","60","83","43.75%","156.2",""
"14","Irisviiel","379830$2.17%379.8k","64","25","45.57%","148.0",""
"17","Daxis","376007$2.15%376.0k","-","43","51.61%","146.5",""
"42","Crox","325243$1.86%325.2k","-","40","73.39%","126.8",""
"7","Decimous","309251$1.77%309.3k","-","20","57.97%","120.5",""
"70","Ghazan","168899$0.97%168.9k","-","68","20.36%","65.8",""
"84","Yunghelga","1983$0.01%2.0k","66","84","0.00%","0.8",""
"91","Shelton","1174$0.01%1.2k","67","91","0.00%","0.5",""
"-","Wangcake","828$0.00%828.0","70","-","0.00%","0.3",""
"95","Eighchbar","817$0.00%817.0","69","95","0.00%","0.3",""
"-","Tauraheim","77$0.00%77.0","-","-","0.00%","0.0",""
