"Name","Amount","Mitigated","Ilvl","Active","DTPS",""
"Guliveris","1210447$15.28%1.21m","54.39%","-","59.93%","319.7",""
"Pemberstone","1194099$15.07%1.19m","57.40%","-","58.71%","315.4",""
"Mortifier","539739$6.81%539.7k","53.92%","-","37.51%","142.6",""
"Furckinstein","466711$5.89%466.7k","43.44%","-","33.30%","123.3",""
"Dohvyk","323315$4.08%323.3k","22.19%","-","27.58%","85.4",""
"Flatzz","295235$3.73%295.2k","25.21%","-","23.41%","78.0",""
"Akecheta","272540$3.44%272.5k","24.20%","-","22.51%","72.0",""
"Changó","245213$3.09%245.2k","27.55%","-","18.10%","64.8",""
"Kirilov","212455$2.68%212.5k","15.66%","-","18.20%","56.1",""
"Stankdik","210793$2.66%210.8k","15.67%","-","17.64%","55.7",""
"Synergy","207260$2.62%207.3k","17.37%","-","14.95%","54.7",""
"Deadstrike","199873$2.52%199.9k","17.20%","-","15.19%","52.8",""
"Jáx","158814$2.00%158.8k","10.24%","-","12.04%","42.0",""
"Seadub","133953$1.69%134.0k","10.17%","-","8.85%","35.4",""
"Jiero","122142$1.54%122.1k","24.31%","-","10.60%","32.3",""
"Ultimecia","120407$1.52%120.4k","9.25%","-","9.54%","31.8",""
"Parisshelton","114082$1.44%114.1k","11.63%","70","9.20%","30.1",""
"Deyn","108679$1.37%108.7k","15.40%","70","5.71%","28.7",""
"Tauraheim","108273$1.37%108.3k","26.02%","-","9.19%","28.6",""
"Melven","106539$1.34%106.5k","10.88%","66","8.88%","28.1",""
"Gaunz","104376$1.32%104.4k","9.48%","-","6.51%","27.6",""
"Hbar","103086$1.30%103.1k","8.55%","-","10.90%","27.2",""
"Kurtz","100556$1.27%100.6k","12.68%","72","7.86%","26.6",""
"Milku","100233$1.26%100.2k","18.50%","-","7.84%","26.5",""
"Pointed","96671$1.22%96.7k","12.59%","-","10.82%","25.5",""
"Lumieux","96026$1.21%96.0k","11.34%","-","6.62%","25.4",""
"Drgupta","95097$1.20%95.1k","25.78%","67","5.00%","25.1",""
"Duhd","86445$1.09%86.4k","12.91%","-","9.21%","22.8",""
"Pythagorean","85278$1.08%85.3k","9.26%","-","5.03%","22.5",""
"Ghazan","76007$0.96%76.0k","25.95%","-","4.97%","20.1",""
"Ugara","75841$0.96%75.8k","15.91%","-","4.53%","20.0",""
"Slecht","73849$0.93%73.8k","13.14%","70","4.13%","19.5",""
"Necrohealya","71832$0.91%71.8k","10.79%","-","4.09%","19.0",""
"Irisviiel","67025$0.85%67.0k","20.39%","73","6.01%","17.7",""
"Urumettu","63327$0.80%63.3k","18.88%","-","5.81%","16.7",""
"Dietolive","60859$0.77%60.9k","13.48%","72","3.26%","16.1",""
"Wangcake","56970$0.72%57.0k","10.51%","74","3.32%","15.0",""
"Eighchbar","55078$0.70%55.1k","12.33%","-","1.47%","14.5",""
"Lavain","53416$0.67%53.4k","10.58%","68","1.84%","14.1",""
"Ishney","51612$0.65%51.6k","27.50%","-","4.62%","13.6",""
