"Parse %","Name","Amount","Overheal","Ilvl","Ilvl %","Active","HPS",""
"75","Enders","692634$11.65%692.6k","25.87%","66","84","63.29%","202.6",""
"69","Pythagorean","659284$11.09%659.3k","29.82%","65","81","57.35%","192.8",""
"33","Deyn","569942$9.59%569.9k","28.50%","-","46","40.11%","166.7",""
"55","Milku","536845$9.03%536.8k","37.60%","68","59","72.75%","157.0",""
"31","Takanu","480918$8.09%480.9k","32.33%","-","52","45.19%","140.7",""
"45","Eighchbar","461882$7.77%461.9k","29.39%","-","73","59.89%","135.1",""
"34","Gonz","451623$7.60%451.6k","24.30%","-","43","42.08%","132.1",""
"34","Ghazan","430414$7.24%430.4k","28.22%","-","46","36.67%","125.9",""
"22","Wangcake","410789$6.91%410.8k","31.33%","-","54","60.64%","120.1",""
"19","Tazdink","376004$6.32%376.0k","18.98%","-","31","38.17%","110.0",""
"36","Slecht","333733$5.61%333.7k","40.88%","-","62","66.84%","97.6",""
"86","Hoebowjoe","49229$0.83%49.2k","-","-","88","8.21%","14.4",""
"89","Mogs","45926$0.77%45.9k","3.16%","63","91","8.05%","13.4",""
"76","Bandakar","30996$0.52%31.0k","18.79%","-","75","26.03%","9.1",""
"74","Lachupacabra","29415$0.49%29.4k","1.12%","-","77","5.71%","8.6",""
"53","Fossett","25481$0.43%25.5k","7.85%","-","56","2.63%","7.5",""
"74","Akecheta","24086$0.41%24.1k","27.17%","-","73","47.15%","7.0",""
"65","Claudiu","22114$0.37%22.1k","4.33%","65","68","3.63%","6.5",""
"79","Ultimecia","22012$0.37%22.0k","21.21%","-","81","2.37%","6.4",""
"60","Dirtÿ","20909$0.35%20.9k","-","-","66","2.26%","6.1",""
"82","Dietolive","20056$0.34%20.1k","10.15%","63","85","20.37%","5.9",""
"89","Slybanana","18436$0.31%18.4k","2.52%","62","87","1.74%","5.4",""
"50","Valara","17685$0.30%17.7k","-","-","59","4.25%","5.2",""
"66","Impervious","17596$0.30%17.6k","32.18%","-","65","35.82%","5.1",""
"75","Flatzz","17307$0.29%17.3k","18.43%","-","74","34.67%","5.1",""
"56","Changó","16255$0.27%16.3k","28.35%","-","54","29.55%","4.8",""
"73","Trii","15086$0.25%15.1k","10.43%","-","75","2.49%","4.4",""
"80","Cavander","14620$0.25%14.6k","11.09%","65","82","0.00%","4.3",""
"84","Overbit","14268$0.24%14.3k","12.62%","-","85","1.61%","4.2",""
"87","Dankling","14021$0.24%14.0k","10.19%","61","86","2.07%","4.1",""
"88","Chingu","13934$0.23%13.9k","6.33%","-","87","1.20%","4.1",""
"27","Danty","12159$0.20%12.2k","14.32%","-","26","2.43%","3.6",""
"81","Kirilov","12144$0.20%12.1k","23.06%","-","82","3.91%","3.6",""
"84","Deadstrike","12143$0.20%12.1k","22.57%","65","83","3.96%","3.6",""
"46","Muhhgi","11107$0.19%11.1k","29.45%","-","44","22.07%","3.2",""
"82","Ishney","10372$0.17%10.4k","9.36%","-","83","1.32%","3.0",""
"78","Chainguin","9820$0.17%9.8k","13.07%","-","79","1.01%","2.9",""
"73","Crox","9544$0.16%9.5k","12.16%","-","70","2.61%","2.8",""
"71","Minuteman","7332$0.12%7.3k","14.14%","63","72","1.05%","2.1",""
"85","Jiero","6709$0.11%6.7k","-","-","86","0.67%","2.0",""
