"Name","Amount","Mitigated","Ilvl","Active","DTPS",""
"Crox","650613$13.86%650.6k","58.27%","-","52.72%","197.1",""
"Bandakar","560450$11.94%560.5k","51.32%","-","41.79%","169.8",""
"Guliveris","456705$9.73%456.7k","52.51%","-","46.68%","138.3",""
"Changó","290852$6.20%290.9k","39.95%","-","26.72%","88.1",""
"Akecheta","279430$5.95%279.4k","21.15%","-","26.48%","84.6",""
"Furckinstein","267006$5.69%267.0k","22.58%","67","22.38%","80.9",""
"Dïrty","222153$4.73%222.2k","21.63%","-","22.80%","67.3",""
"Joepesci","165068$3.52%165.1k","10.52%","-","17.50%","50.0",""
"Synergy","159825$3.40%159.8k","9.48%","66","16.59%","48.4",""
"Stankdik","148534$3.16%148.5k","11.88%","69","15.26%","45.0",""
"Gonz","105589$2.25%105.6k","10.87%","67","7.29%","32.0",""
"Seadub","87255$1.86%87.3k","7.90%","70","6.39%","26.4",""
"Tauraheim","82963$1.77%83.0k","17.24%","-","5.17%","25.1",""
"Parisshelton","82243$1.75%82.2k","6.69%","69","3.93%","24.9",""
"Hoebowjoe","74370$1.58%74.4k","10.96%","69","3.27%","22.5",""
"Wangcake","73187$1.56%73.2k","8.77%","70","3.90%","22.2",""
"Jiero","71791$1.53%71.8k","19.45%","-","3.49%","21.7",""
"Dietolive","71448$1.52%71.4k","8.63%","70","3.65%","21.6",""
"Ghazan","70989$1.51%71.0k","14.22%","-","6.10%","21.5",""
"Kasako","66821$1.42%66.8k","15.34%","-","2.73%","20.2",""
"Eighchbar","65767$1.40%65.8k","4.32%","-","3.25%","19.9",""
"Enders","60414$1.29%60.4k","10.58%","71","2.75%","18.3",""
"Pythagorean","59836$1.27%59.8k","9.70%","70","1.39%","18.1",""
"Duhd","58008$1.24%58.0k","8.18%","70","3.07%","17.6",""
"Yunghelga","56482$1.20%56.5k","18.25%","69","3.78%","17.1",""
"Slecht","51253$1.09%51.3k","8.30%","69","1.82%","15.5",""
"Valayra","50210$1.07%50.2k","11.75%","-","3.53%","15.2",""
"Dryrun","46166$0.98%46.2k","13.01%","64","2.28%","14.0",""
"Irisviiel","45479$0.97%45.5k","12.54%","72","2.86%","13.8",""
"Ishney","43936$0.94%43.9k","13.41%","73","2.05%","13.3",""
"Fossett","43770$0.93%43.8k","5.32%","71","2.07%","13.3",""
"Necrohealya","43652$0.93%43.7k","11.06%","70","2.69%","13.2",""
"Urumettu","43106$0.92%43.1k","14.33%","67","2.89%","13.1",""
"Daxis","39306$0.84%39.3k","11.32%","65","1.17%","11.9",""
