"Parse %","Name","Amount","Ilvl","Ilvl %","Active","DPS",""
"54","Duhd","1006432$9.15%1.01m","64","75","52.64%","278.4",""
"51","Ultimecia","990185$9.00%990.2k","73","35","62.36%","273.9",""
"43","Akecheta","940582$8.55%940.6k","-","33","79.15%","260.2",""
"23","Parisshelton","916258$8.33%916.3k","67","22","54.43%","253.5",""
"27","Stankdik","846074$7.69%846.1k","66","31","66.82%","234.0",""
"26","Camelman","770521$7.00%770.5k","64","38","48.07%","213.1",""
"30","Smitty","737300$6.70%737.3k","61","60","52.14%","204.0",""
"30","Urumettu","674992$6.13%675.0k","67","28","58.72%","186.7",""
"15","Tumblebug","656985$5.97%657.0k","61","35","49.35%","181.7",""
"21","Buffymctank","607585$5.52%607.6k","64","21","69.03%","168.1",""
"10","Irisviiel","518222$4.71%518.2k","60","26","57.06%","143.4",""
"14","Ishney","504576$4.58%504.6k","71","9","60.91%","139.6",""
"47","Pemberstone","468004$4.25%468.0k","68","41","79.36%","129.5",""
"12","Ghazan","449287$4.08%449.3k","-","9","40.80%","124.3",""
"29","Fossett","436921$3.97%436.9k","-","19","39.97%","120.9",""
"24","Guliveris","365190$3.32%365.2k","-","35","71.17%","101.0",""
"-","Mad Servant","49528$0.45%49.5k","-","-","4.32%","13.7",""
"95","Necrohealya","38608$0.35%38.6k","-","95","8.53%","10.7",""
"85","Pythagorean","14892$0.14%14.9k","-","84","1.90%","4.1",""
"83","Shelton","8808$0.08%8.8k","66","84","1.72%","2.4",""
"81","Wangcake","4151$0.04%4.2k","-","81","0.00%","1.1",""
