"Parse %","Name","Amount","Overheal","Ilvl","Ilvl %","Active","HPS",""
"87","Milku","44790$15.98%44.8k","39.99%","65","83","86.07%","151.7",""
"92","Eighchbar","41064$14.65%41.1k","21.99%","58","98","63.01%","139.1",""
"72","Deyn","39648$14.14%39.6k","33.14%","64","66","37.45%","134.3",""
"58","Nakur","34490$12.30%34.5k","49.44%","64","53","80.96%","116.8",""
"72","Gonz","33574$11.97%33.6k","11.16%","65","64","35.55%","113.7",""
"70","Pythagorean","32814$11.70%32.8k","35.43%","62","83","45.84%","111.1",""
"33","Phugoid","28858$10.29%28.9k","43.44%","65","26","64.09%","97.7",""
"94","Overbit","3215$1.15%3.2k","4.51%","61","94","1.01%","10.9",""
"94","Kirilov","3133$1.12%3.1k","15.12%","65","93","5.57%","10.6",""
"84","Changó","2320$0.83%2.3k","8.08%","65","84","20.71%","7.9",""
"70","Ultimecia","2253$0.80%2.3k","25.27%","64","68","3.97%","7.6",""
"81","Flatzz","1956$0.70%2.0k","7.21%","63","80","21.32%","6.6",""
"78","Trii","1848$0.66%1.8k","-","65","77","2.04%","6.3",""
"74","Minuteman","1500$0.54%1.5k","-","61","74","1.69%","5.1",""
"75","Crox","1465$0.52%1.5k","15.37%","-","76","2.57%","5.0",""
"56","Valara","1057$0.38%1.1k","-","63","56","0.00%","3.6",""
"40","Fossett","1040$0.37%1.0k","-","64","40","0.00%","3.5",""
"48","Malores","853$0.30%853.0","-","58","48","0.00%","2.9",""
"72","Grimseeker","750$0.27%750.0","-","64","72","0.68%","2.5",""
"55","Akecheta","744$0.27%744.0","34.33%","64","54","22.20%","2.5",""
"48","Funk","721$0.26%721.0","-","60","47","0.00%","2.4",""
"45","Danty","520$0.19%520.0","61.57%","61","44","20.18%","1.8",""
"45","Trike","518$0.18%518.0","60.37%","63","43","26.34%","1.8",""
"45","Muhhgi","499$0.18%499.0","53.32%","61","44","21.92%","1.7",""
"34","Impervious","419$0.15%419.0","45.16%","-","31","16.01%","1.4",""
"20","Bandakar","323$0.12%323.0","34.48%","-","18","15.78%","1.1",""
