"Parse %","Name","Amount","Overheal","Ilvl","Ilvl %","Active","HPS",""
"71","Milku","463363$12.48%463.4k","31.19%","-","72","84.65%","214.0",""
"44","Deyn","431812$11.63%431.8k","27.36%","-","40","60.11%","199.5",""
"47","Enders","365654$9.85%365.7k","24.52%","61","65","72.18%","168.9",""
"59","Disk","361430$9.73%361.4k","23.03%","61","74","64.37%","166.9",""
"28","Ghazan","349303$9.41%349.3k","16.76%","61","34","46.97%","161.3",""
"27","Phugoid","330596$8.90%330.6k","27.74%","-","35","60.51%","152.7",""
"39","Nakur","328992$8.86%329.0k","35.90%","62","44","70.03%","152.0",""
"32","Gonz","282129$7.60%282.1k","15.23%","64","26","36.76%","130.3",""
"15","Tazdink","259954$7.00%260.0k","24.11%","54","48","39.12%","120.1",""
"32","Necrohealya","250072$6.73%250.1k","33.97%","-","45","57.93%","115.5",""
"86","Ultimecia","21798$0.59%21.8k","32.49%","64","85","11.00%","10.1",""
"82","Mexius","19128$0.52%19.1k","8.77%","-","82","15.32%","8.8",""
"53","Impervious","18526$0.50%18.5k","12.60%","-","58","25.58%","8.6",""
"78","Dietolive","17957$0.48%18.0k","5.18%","60","79","20.34%","8.3",""
"76","Hoebowjoe","16801$0.45%16.8k","-","-","75","0.92%","7.8",""
"13","Darunor","14914$0.40%14.9k","45.79%","-","22","3.72%","6.9",""
"43","Danty","14662$0.39%14.7k","34.66%","61","40","40.70%","6.8",""
"56","Changó","14329$0.39%14.3k","27.93%","-","52","39.12%","6.6",""
"50","Flatzz","13647$0.37%13.6k","11.43%","-","50","24.52%","6.3",""
"60","Grimmeat","13189$0.36%13.2k","-","56","59","0.00%","6.1",""
"55","Fossett","11726$0.32%11.7k","-","58","59","0.61%","5.4",""
"59","Mogs","11197$0.30%11.2k","-","62","58","0.86%","5.2",""
"45","Furckinstein","10429$0.28%10.4k","17.66%","-","47","1.81%","4.8",""
"58","Overbit","10046$0.27%10.0k","16.55%","60","63","4.21%","4.6",""
"67","Kirilov","9782$0.26%9.8k","31.15%","64","67","6.50%","4.5",""
"51","Deadstrike","9130$0.25%9.1k","-","59","65","1.00%","4.2",""
"61","Trike","8978$0.24%9.0k","22.63%","-","63","24.98%","4.1",""
"71","Crox","8662$0.23%8.7k","8.66%","63","72","2.50%","4.0",""
"52","Trii","8255$0.22%8.3k","34.77%","61","56","1.28%","3.8",""
"37","Akecheta","7137$0.19%7.1k","10.09%","-","36","2.50%","3.3",""
"60","Claudiu","5530$0.15%5.5k","-","-","58","0.00%","2.6",""
"40","Dankling","5215$0.14%5.2k","12.43%","55","65","0.64%","2.4",""
"46","Olom","5049$0.14%5.0k","10.54%","-","53","2.88%","2.3",""
"63","Grimseeker","4560$0.12%4.6k","-","64","62","0.00%","2.1",""
"38","Ishney","2765$0.07%2.8k","-","-","37","0.00%","1.3",""
"36","Muhhgi","2706$0.07%2.7k","-","-","32","0.00%","1.2",""
"39","Minuteman","2066$0.06%2.1k","-","58","49","0.00%","1.0",""
"31","Chainguin","1540$0.04%1.5k","-","-","30","0.00%","0.7",""
