"Parse %","Name","Amount","Ilvl","Ilvl %","Active","DPS",""
"54","Dohvyk","1001961$8.52%1.00m","69","44","63.70%","303.4",""
"79","Funk","975884$8.30%975.9k","66","85","56.57%","295.5",""
"43","Buffymctank","965980$8.22%966.0k","-","47","69.16%","292.5",""
"60","Changó","897654$7.63%897.7k","68","48","59.68%","271.8",""
"55","Akecheta","892555$7.59%892.6k","-","49","72.80%","270.2",""
"60","Dirtÿ","859592$7.31%859.6k","72","40","47.91%","260.3",""
"35","Furckinstein","836039$7.11%836.0k","68","23","64.82%","253.1",""
"43","Hoebowjoe","774151$6.58%774.2k","-","38","45.45%","234.4",""
"18","Trolleficent","773087$6.58%773.1k","-","38","55.21%","234.1",""
"45","Jiera","696038$5.92%696.0k","-","68","71.77%","210.7",""
"52","Dietolive","692209$5.89%692.2k","-","49","40.78%","209.6",""
"65","Bandakar","667757$5.68%667.8k","-","58","78.16%","202.2",""
"35","Marrco","567572$4.83%567.6k","67","34","51.08%","171.9",""
"48","Gaunz","542605$4.61%542.6k","-","50","39.63%","164.3",""
"34","Seadub","515869$4.39%515.9k","71","21","38.19%","156.2",""
"-","Mad Servant","43604$0.37%43.6k","-","-","3.58%","13.2",""
"77","Kasako","27569$0.23%27.6k","-","80","9.69%","8.3",""
"77","Pythagorean","20164$0.17%20.2k","-","77","3.24%","6.1",""
"71","Tauraheim","3260$0.03%3.3k","-","72","1.33%","1.0",""
"55","Deyn","2393$0.02%2.4k","70","53","0.00%","0.7",""
"49","Eighchbar","1829$0.02%1.8k","69","50","0.00%","0.6",""
