"Parse %","Name","Amount","Ilvl","Ilvl %","Active","DPS",""
"27","Akecheta","1582292$4.98%1.58m","-","22","68.58%","266.2",""
"11","Deadstrike","1561999$4.92%1.56m","-","18","59.38%","262.8",""
"11","Chainguin","1547633$4.87%1.55m","-","12","61.62%","260.3",""
"24","Changó","1534081$4.83%1.53m","-","19","56.45%","258.1",""
"26","Dirtÿ","1495245$4.71%1.50m","-","38","52.98%","251.5",""
"29","Spicyhot","1472060$4.63%1.47m","-","38","76.53%","247.6",""
"34","Jiero","1442271$4.54%1.44m","-","39","61.80%","242.6",""
"15","Minuteman","1436655$4.52%1.44m","67","21","47.03%","241.7",""
"26","Hoebowjoe","1396621$4.40%1.40m","-","38","44.89%","234.9",""
"8","Kirilov","1393917$4.39%1.39m","-","16","58.84%","234.5",""
"14","Guki","1387690$4.37%1.39m","-","34","51.06%","233.4",""
"23","Mogs","1295539$4.08%1.30m","65","43","48.37%","217.9",""
"19","Valara","1295415$4.08%1.30m","-","33","50.54%","217.9",""
"28","Ultimecia","1265270$3.98%1.27m","-","24","61.96%","212.8",""
"18","Cavander","1055478$3.32%1.06m","-","21","53.61%","177.6",""
"9","Ishney","989264$3.11%989.3k","-","9","61.53%","166.4",""
"43","Bandakar","982429$3.09%982.4k","-","44","78.65%","165.3",""
"7","Parisshelton","968826$3.05%968.8k","-","40","49.42%","163.0",""
"18","Flatzz","934577$2.94%934.6k","-","20","47.75%","157.2",""
"11","Gaunz","918384$2.89%918.4k","-","29","53.83%","154.5",""
"7","Tumblebug","893091$2.81%893.1k","-","14","48.66%","150.2",""
"35","Flesharrow","853174$2.68%853.2k","-","38","38.82%","143.5",""
"18","Furckinstein","852343$2.68%852.3k","-","19","56.68%","143.4",""
"33","Danty","788501$2.48%788.5k","-","33","61.11%","132.6",""
"18","Fossett","767886$2.42%767.9k","-","18","46.98%","129.2",""
"10","Guliveris","567924$1.79%567.9k","62","15","53.46%","95.5",""
"30","Darunor","521293$1.64%521.3k","-","30","54.08%","87.7",""
"81","Ghazan","281381$0.89%281.4k","-","81","19.13%","47.3",""
"92","Tazdink","87362$0.27%87.4k","-","92","4.16%","14.7",""
"90","Wangcake","40617$0.13%40.6k","-","91","2.29%","6.8",""
"89","Pythagorean","39798$0.13%39.8k","-","89","2.51%","6.7",""
"79","Eighchbar","32030$0.10%32.0k","66","80","1.97%","5.4",""
"87","Necrohealya","26708$0.08%26.7k","-","87","1.97%","4.5",""
"86","Enders","23828$0.07%23.8k","-","87","0.77%","4.0",""
"78","Milku","12700$0.04%12.7k","-","77","2.02%","2.1",""
"83","Slecht","9325$0.03%9.3k","65","83","1.74%","1.6",""
"87","Deyn","8729$0.03%8.7k","-","88","0.61%","1.5",""
"90","Yunghelga","8549$0.03%8.5k","-","91","1.37%","1.4",""
"95","Shelton","4704$0.01%4.7k","60","94","1.06%","0.8",""
"-","Tortilla","1333$0.00%1.3k","66","-","0.00%","0.2",""
