"Name","Amount","Mitigated","Ilvl","Active","DTPS",""
"Crox","885902$14.91%885.9k","57.04%","-","60.75%","260.1",""
"Darunor","729862$12.29%729.9k","42.39%","-","46.30%","214.3",""
"Danty","459736$7.74%459.7k","47.10%","-","32.84%","135.0",""
"Bandakar","275912$4.65%275.9k","29.79%","-","28.14%","81.0",""
"Pemberstone","259847$4.37%259.8k","41.17%","-","22.09%","76.3",""
"Changó","243397$4.10%243.4k","32.05%","-","20.47%","71.5",""
"Muhhgi","221010$3.72%221.0k","17.23%","-","20.23%","64.9",""
"Flatzz","191821$3.23%191.8k","10.07%","-","17.27%","56.3",""
"Impervious","168236$2.83%168.2k","16.28%","-","16.77%","49.4",""
"Overbit","162918$2.74%162.9k","10.10%","62","17.37%","47.8",""
"Deadstrike","158005$2.66%158.0k","8.22%","65","18.34%","46.4",""
"Slybanana","146362$2.46%146.4k","6.06%","62","16.93%","43.0",""
"Kirilov","119729$2.02%119.7k","8.88%","65","12.38%","35.2",""
"Trii","111495$1.88%111.5k","11.84%","-","13.44%","32.7",""
"Chainguin","109529$1.84%109.5k","7.21%","66","10.76%","32.2",""
"Milku","101189$1.70%101.2k","13.09%","-","6.96%","29.7",""
"Kagomi","97838$1.65%97.8k","6.12%","61","7.41%","28.7",""
"Cavander","89522$1.51%89.5k","9.49%","66","5.01%","26.3",""
"Spicyhot","85341$1.44%85.3k","14.25%","-","5.39%","25.1",""
"Gonz","80798$1.36%80.8k","7.74%","67","4.50%","23.7",""
"Fossett","77906$1.31%77.9k","9.62%","66","4.19%","22.9",""
"Valara","77035$1.30%77.0k","9.41%","66","4.17%","22.6",""
"Jáx","69463$1.17%69.5k","8.76%","-","5.75%","20.4",""
"Ennja","68729$1.16%68.7k","8.28%","-","2.91%","20.2",""
"Takanu","67543$1.14%67.5k","8.10%","63","2.14%","19.8",""
"Eighchbar","66783$1.12%66.8k","9.09%","-","2.88%","19.6",""
"Deyn","65887$1.11%65.9k","7.28%","66","2.70%","19.3",""
"Wangcake","62192$1.05%62.2k","0.55%","-","2.66%","18.3",""
"Dirtÿ","62139$1.05%62.1k","7.06%","64","3.08%","18.2",""
"Funk","60523$1.02%60.5k","10.01%","-","2.31%","17.8",""
"Tazdink","60404$1.02%60.4k","14.05%","-","2.16%","17.7",""
"Jiero","60159$1.01%60.2k","12.82%","-","3.28%","17.7",""
"Necrohealya","58125$0.98%58.1k","13.42%","67","3.18%","17.1",""
"Flesharrow","58111$0.98%58.1k","18.83%","69","5.68%","17.1",""
"Mogs","57216$0.96%57.2k","7.37%","63","4.01%","16.8",""
"Hoebowjoe","56949$0.96%56.9k","10.08%","66","1.24%","16.7",""
"Urumettu","54922$0.92%54.9k","7.60%","-","3.47%","16.1",""
"Drhealsgood","54660$0.92%54.7k","13.05%","62","2.52%","16.1",""
"Claudiu","48658$0.82%48.7k","11.56%","65","2.28%","14.3",""
"Slecht","48336$0.81%48.3k","4.44%","63","1.78%","14.2",""
"Drtymilk","5680$0.10%5.7k","8.58%","58","0.00%","1.7",""
