"Parse %","Name","Amount","Ilvl","Ilvl %","Active","DPS",""
"92","Jiero","87753$5.69%87.8k","-","94","53.26%","246.6",""
"84","Duhd","75564$4.90%75.6k","64","96","44.77%","212.3",""
"84","Dietolive","73827$4.79%73.8k","64","98","46.10%","207.4",""
"69","Parisshelton","70817$4.59%70.8k","68","69","44.28%","199.0",""
"82","Changó","64910$4.21%64.9k","68","76","52.37%","182.4",""
"51","Sur","64905$4.21%64.9k","68","54","57.76%","182.4",""
"81","Minuteman","62488$4.05%62.5k","67","92","34.60%","175.6",""
"69","Flatzz","60648$3.94%60.6k","65","72","45.20%","170.4",""
"65","Furckinstein","58446$3.79%58.4k","-","54","55.20%","164.2",""
"71","Bandakar","55619$3.61%55.6k","71","62","56.59%","156.3",""
"64","Deadstrike","54037$3.51%54.0k","69","66","35.54%","151.8",""
"63","Valara","54005$3.50%54.0k","68","63","36.74%","151.7",""
"52","Tumblebug","51973$3.37%52.0k","66","66","40.67%","146.0",""
"80","Ratshot","50917$3.30%50.9k","61","98","49.95%","143.1",""
"38","Gaunz","50670$3.29%50.7k","66","54","44.18%","142.4",""
"31","Ishney","49415$3.21%49.4k","-","17","50.76%","138.8",""
"50","Stankdik","47256$3.07%47.3k","67","63","33.41%","132.8",""
"55","Dohvyk","46895$3.04%46.9k","64","65","33.81%","131.8",""
"55","Crox","45970$2.98%46.0k","-","43","68.18%","129.2",""
"47","Seadub","45305$2.94%45.3k","-","40","43.41%","127.3",""
"93","Pemberstone","44618$2.89%44.6k","-","92","46.30%","125.4",""
"41","Dankling","44312$2.88%44.3k","66","58","42.50%","124.5",""
"53","Dirtÿ","43484$2.82%43.5k","71","36","30.11%","122.2",""
"46","Fossett","42741$2.77%42.7k","-","41","42.04%","120.1",""
"44","Buffymctank","42711$2.77%42.7k","64","54","36.32%","120.0",""
"47","Guliveris","39924$2.59%39.9k","66","62","54.54%","112.2",""
"9","Irisviiel","36065$2.34%36.1k","61","27","35.86%","101.3",""
"31","Necrohealya","34406$2.23%34.4k","-","49","36.33%","96.7",""
"19","Ghazan","31404$2.04%31.4k","71","12","36.06%","88.2",""
"93","Pythagorean","5692$0.37%5.7k","70","92","11.37%","16.0",""
"72","Slecht","1486$0.10%1.5k","67","77","5.17%","4.2",""
"65","Wangcake","1104$0.07%1.1k","-","63","5.20%","3.1",""
"-","Eighchbar","1011$0.07%1.0k","69","-","3.88%","2.8",""
"51","Vannawight","353$0.02%353.0","61","59","2.73%","1.0",""
"-","Quickscoped","282$0.02%282.0","28","-","1.35%","0.8",""
"55","Yunghelga","221$0.01%221.0","64","67","0.00%","0.6",""
