"Parse %","Name","Amount","Ilvl","Ilvl %","Active","DPS",""
"68","Dohvyk","848851$9.45%848.9k","-","61","73.51%","350.8",""
"62","Joeexotix","765766$8.52%765.8k","71","63","61.49%","316.5",""
"73","Duhd","765046$8.51%765.0k","70","77","54.88%","316.2",""
"62","Kurtz","708536$7.88%708.5k","-","61","57.25%","292.8",""
"63","Proscribed","697589$7.76%697.6k","65","82","61.74%","288.3",""
"87","Jiero","633530$7.05%633.5k","-","79","68.39%","261.8",""
"82","Irisviiel","630732$7.02%630.7k","74","69","60.54%","260.7",""
"66","Bandakar","602078$6.70%602.1k","-","68","78.09%","248.8",""
"75","Guliveris","592034$6.59%592.0k","-","76","75.18%","244.7",""
"56","Furckinstein","576314$6.41%576.3k","71","45","58.12%","238.2",""
"72","Gaunz","564551$6.28%564.6k","71","69","48.99%","233.3",""
"23","Audient","504334$5.61%504.3k","64","36","67.53%","208.4",""
"47","Ugara","433219$4.82%433.2k","67","52","56.99%","179.0",""
"59","Hbar","429759$4.78%429.8k","-","70","69.79%","177.6",""
"18","Rohni","178399$1.99%178.4k","-","24","21.42%","73.7",""
"89","Necrohealya","17045$0.19%17.0k","70","89","4.74%","7.0",""
"50","Blazedtotem","15925$0.18%15.9k","65","50","2.28%","6.6",""
"91","Shamallama","12613$0.14%12.6k","67","93","3.72%","5.2",""
"76","Notz","7850$0.09%7.9k","-","76","1.78%","3.2",""
"35","Wangcake","3121$0.03%3.1k","74","31","0.75%","1.3",""
