"Parse %","Name","Amount","Overheal","Ilvl","Ilvl %","Active","HPS",""
"62","Pythagorean","1366108$11.25%1.37m","32.23%","-","65","75.56%","229.8",""
"62","Enders","1237019$10.18%1.24m","31.10%","-","66","56.99%","208.1",""
"56","Deyn","1141185$9.40%1.14m","26.52%","-","57","42.67%","192.0",""
"40","Wangcake","1041816$8.58%1.04m","34.85%","-","42","66.19%","175.3",""
"41","Slecht","950043$7.82%950.0k","38.42%","65","60","77.01%","159.8",""
"31","Shelton","907548$7.47%907.5k","25.70%","60","56","63.53%","152.7",""
"47","Milku","906856$7.47%906.9k","42.62%","-","45","73.25%","152.6",""
"41","Yunghelga","904780$7.45%904.8k","18.47%","-","68","42.83%","152.2",""
"39","Necrohealya","889339$7.32%889.3k","39.88%","-","40","64.09%","149.6",""
"49","Eighchbar","834514$6.87%834.5k","40.82%","66","58","69.26%","140.4",""
"30","Tazdink","618712$5.09%618.7k","23.77%","-","30","35.86%","104.1",""
"28","Ghazan","578407$4.76%578.4k","26.84%","-","26","29.87%","97.3",""
"78","Hoebowjoe","102374$0.84%102.4k","0.29%","-","79","11.63%","17.2",""
"71","Mogs","72714$0.60%72.7k","0.43%","65","73","5.91%","12.2",""
"48","Fossett","69398$0.57%69.4k","11.15%","-","49","7.15%","11.7",""
"80","Bandakar","65594$0.54%65.6k","18.27%","-","79","9.36%","11.0",""
"64","Tumblebug","53492$0.44%53.5k","2.54%","-","69","5.48%","9.0",""
"77","Ultimecia","50127$0.41%50.1k","18.82%","-","75","2.28%","8.4",""
"56","Valara","41116$0.34%41.1k","-","-","58","3.85%","6.9",""
"59","Akecheta","39236$0.32%39.2k","33.77%","-","57","51.06%","6.6",""
"51","Guliveris","27579$0.23%27.6k","25.21%","62","51","26.86%","4.6",""
"45","Changó","26624$0.22%26.6k","35.89%","-","42","40.12%","4.5",""
"29","Parisshelton","25585$0.21%25.6k","-","-","38","1.68%","4.3",""
"63","Danty","21729$0.18%21.7k","32.83%","-","62","28.58%","3.7",""
"80","Jiero","20488$0.17%20.5k","3.77%","-","81","1.25%","3.4",""
"70","Cavander","18580$0.15%18.6k","5.06%","-","71","0.00%","3.1",""
"88","Ishney","17332$0.14%17.3k","17.73%","-","88","0.93%","2.9",""
"45","Furckinstein","17221$0.14%17.2k","35.46%","-","43","20.55%","2.9",""
"75","Gaunz","15602$0.13%15.6k","3.93%","-","79","0.00%","2.6",""
"36","Guki","15157$0.12%15.2k","-","-","40","1.06%","2.5",""
"48","Flatzz","14660$0.12%14.7k","40.18%","-","49","26.19%","2.5",""
"65","Kirilov","12462$0.10%12.5k","47.03%","-","69","4.95%","2.1",""
"63","Deadstrike","8756$0.07%8.8k","48.65%","-","65","4.27%","1.5",""
"44","Darunor","8585$0.07%8.6k","9.76%","-","46","0.53%","1.4",""
"92","Spicyhot","7617$0.06%7.6k","3.42%","-","92","0.00%","1.3",""
"52","Minuteman","6650$0.05%6.7k","28.97%","67","55","0.74%","1.1",""
"15","Dirtÿ","5765$0.05%5.8k","0.03%","-","17","0.00%","1.0",""
"60","Chainguin","4455$0.04%4.5k","45.59%","-","62","0.55%","0.7",""
"98","Flesharrow","1348$0.01%1.3k","-","-","98","0.00%","0.2",""
