"Parse %","Name","Amount","Overheal","Ilvl","Ilvl %","Active","HPS",""
"52","Enders","446115$10.64%446.1k","28.68%","65","66","68.46%","172.4",""
"64","Milku","441979$10.54%442.0k","40.52%","67","70","80.82%","170.8",""
"32","Deyn","436100$10.40%436.1k","29.10%","61","55","47.65%","168.6",""
"50","Eighchbar","411202$9.81%411.2k","27.50%","61","75","73.40%","158.9",""
"45","Pythagorean","367761$8.77%367.8k","36.47%","65","60","50.47%","142.2",""
"28","Phugoid","318694$7.60%318.7k","43.85%","66","35","58.82%","123.2",""
"38","Nakur","289153$6.90%289.2k","48.24%","61","61","61.62%","111.8",""
"12","Takanu","251094$5.99%251.1k","43.86%","61","23","41.70%","97.1",""
"28","Tazdink","247429$5.90%247.4k","17.75%","63","35","32.14%","95.6",""
"20","Slecht","231189$5.51%231.2k","41.25%","56","47","67.14%","89.4",""
"24","Necrohealya","221088$5.27%221.1k","38.49%","63","41","48.59%","85.5",""
"12","Ghazan","182995$4.36%183.0k","35.68%","65","15","21.18%","70.7",""
"84","Hoebowjoe","25623$0.61%25.6k","-","-","82","0.59%","9.9",""
"91","Ultimecia","25116$0.60%25.1k","34.70%","65","92","8.41%","9.7",""
"82","Lachupacabra","23293$0.56%23.3k","-","59","79","1.65%","9.0",""
"54","Darunor","19911$0.47%19.9k","39.25%","-","67","5.21%","7.7",""
"85","Overbit","19678$0.47%19.7k","11.38%","-","88","4.23%","7.6",""
"64","Akecheta","19179$0.46%19.2k","27.95%","63","65","45.29%","7.4",""
"66","Muhhgi","18680$0.45%18.7k","27.74%","64","66","34.66%","7.2",""
"67","Danty","15981$0.38%16.0k","40.55%","-","68","28.76%","6.2",""
"60","Bandakar","15805$0.38%15.8k","25.73%","-","57","26.70%","6.1",""
"48","Changó","15511$0.37%15.5k","30.89%","-","49","35.70%","6.0",""
"83","Dietolive","14275$0.34%14.3k","17.41%","63","84","10.70%","5.5",""
"78","Claudiu","13611$0.32%13.6k","-","65","76","0.70%","5.3",""
"77","Mexius","12644$0.30%12.6k","6.50%","65","78","6.24%","4.9",""
"81","Saphex","11324$0.27%11.3k","-","-","78","0.58%","4.4",""
"65","Fossett","11194$0.27%11.2k","-","64","64","1.02%","4.3",""
"55","Flatzz","10267$0.24%10.3k","34.09%","-","53","3.02%","4.0",""
"82","Deadstrike","10249$0.24%10.2k","24.67%","63","84","4.31%","4.0",""
"96","Grimseeker","8964$0.21%9.0k","9.76%","66","96","0.00%","3.5",""
"70","Trii","7509$0.18%7.5k","18.89%","-","74","1.10%","2.9",""
"65","Valara","7137$0.17%7.1k","-","64","62","0.00%","2.8",""
"73","Chainguin","6584$0.16%6.6k","10.15%","65","75","1.37%","2.5",""
"70","Kirilov","6546$0.16%6.5k","42.70%","65","73","2.55%","2.5",""
"73","Cavander","6293$0.15%6.3k","36.69%","65","74","0.00%","2.4",""
"91","Crox","5714$0.14%5.7k","-","-","90","0.00%","2.2",""
"70","Dirtypantiz","5351$0.13%5.4k","-","-","66","0.77%","2.1",""
"93","Jiero","5286$0.13%5.3k","-","66","92","0.00%","2.0",""
"91","Gonz","4088$0.10%4.1k","-","63","91","0.00%","1.6",""
"73","Peareyeuh","2463$0.06%2.5k","-","-","68","0.00%","1.0",""
