"Parse %","Name","Amount","Overheal","Ilvl","Ilvl %","Active","HPS",""
"56","Drgupta","571360$13.29%571.4k","33.39%","70","59","52.77%","239.0",""
"49","Shamallama","500497$11.64%500.5k","18.47%","71","47","40.05%","209.4",""
"64","Ghazan","495132$11.52%495.1k","29.35%","-","60","39.79%","207.1",""
"70","Eighchbar","461555$10.73%461.6k","31.99%","71","68","66.93%","193.1",""
"80","Tauraheim","460117$10.70%460.1k","45.86%","72","76","65.02%","192.5",""
"53","Lumieux","456133$10.61%456.1k","33.88%","68","60","66.94%","190.8",""
"64","Pythagorean","418866$9.74%418.9k","27.36%","75","54","44.92%","175.2",""
"41","Nanahanapan","345224$8.03%345.2k","36.11%","64","61","58.21%","144.4",""
"49","Slecht","321945$7.49%321.9k","43.36%","71","46","54.22%","134.7",""
"8","Dieto","56699$1.32%56.7k","16.11%","-","22","6.26%","23.7",""
"72","Flatzz","21205$0.49%21.2k","18.97%","-","71","44.97%","8.9",""
"69","Akecheta","20239$0.47%20.2k","33.20%","-","66","55.30%","8.5",""
"68","Furckinstein","18611$0.43%18.6k","29.99%","-","67","32.93%","7.8",""
"63","Dohvyk","16425$0.38%16.4k","40.32%","-","60","45.64%","6.9",""
"58","Guliveris","14285$0.33%14.3k","32.54%","-","61","37.04%","6.0",""
"60","Garglegop","13999$0.33%14.0k","41.95%","72","57","35.46%","5.9",""
"85","Synergy","13769$0.32%13.8k","22.29%","-","85","5.72%","5.8",""
"50","Renke","12091$0.28%12.1k","43.74%","-","51","34.51%","5.1",""
"91","Pemberstone","10904$0.25%10.9k","52.08%","-","91","4.66%","4.6",""
"70","Mortifier","8074$0.19%8.1k","2.22%","-","70","0.84%","3.4",""
"75","Trolleficent","7053$0.16%7.1k","-","66","73","0.00%","3.0",""
"91","Gaunz","7010$0.16%7.0k","5.65%","73","89","0.00%","2.9",""
"89","Thoominn","6993$0.16%7.0k","5.36%","56","88*","0.00%","2.9",""
"51","Bandakar","5977$0.14%6.0k","51.29%","-","52","28.08%","2.5",""
"87","Sepitus","5869$0.14%5.9k","20.49%","-","89","1.10%","2.5",""
"69","Nimda","5545$0.13%5.5k","38.92%","69","71","3.11%","2.3",""
"95","Ratshot","4329$0.10%4.3k","1.77%","68","95","0.63%","1.8",""
"70","Johnnylol","3487$0.08%3.5k","43.80%","68","71","2.64%","1.5",""
"65","Accessdenied","3136$0.07%3.1k","46.65%","72","64","2.13%","1.3",""
"89","Parisshelton","2920$0.07%2.9k","-","-","92","0.00%","1.2",""
"76","Seadub","2852$0.07%2.9k","62.54%","72","76","1.00%","1.2",""
"96","Urumettu","2606$0.06%2.6k","-","74","96","0.00%","1.1",""
"-","Ishney","2000$0.05%2.0k","-","73","-","0.00%","0.8",""
"-","Duhd","1472$0.03%1.5k","34.58%","74","-","0.00%","0.6",""
"58","Melow","1181$0.03%1.2k","57.46%","-","61","1.21%","0.5",""
