"Name","Amount","Mitigated","Ilvl","Active","DTPS",""
"Bandakar","869731$18.01%869.7k","57.53%","-","67.65%","352.0",""
"Guliveris","509057$10.54%509.1k","45.14%","-","37.67%","206.0",""
"Pemberstone","428522$8.87%428.5k","49.26%","-","43.30%","173.4",""
"Jiera","238089$4.93%238.1k","44.51%","-","26.66%","96.4",""
"Akecheta","225753$4.67%225.8k","21.97%","-","29.39%","91.4",""
"Dohvyk","197586$4.09%197.6k","24.16%","-","26.41%","80.0",""
"Changó","140019$2.90%140.0k","17.16%","-","17.85%","56.7",""
"Synergy","118722$2.46%118.7k","12.17%","-","15.37%","48.0",""
"Dïrty","118389$2.45%118.4k","17.30%","63","14.77%","47.9",""
"Pointed","113597$2.35%113.6k","10.39%","-","14.61%","46.0",""
"Stankdik","109305$2.26%109.3k","12.26%","-","12.59%","44.2",""
"Buppybimbus","97366$2.02%97.4k","17.30%","-","11.82%","39.4",""
"Joepesci","89498$1.85%89.5k","7.42%","66","12.55%","36.2",""
"Seadub","88531$1.83%88.5k","6.60%","-","12.15%","35.8",""
"Deadstrike","86476$1.79%86.5k","10.57%","-","11.24%","35.0",""
"Kirilov","81039$1.68%81.0k","14.79%","-","11.05%","32.8",""
"Jáx","79281$1.64%79.3k","17.61%","-","14.49%","32.1",""
"Kurtz","77587$1.61%77.6k","8.85%","72","10.23%","31.4",""
"Ultimecia","74042$1.53%74.0k","11.60%","-","9.62%","30.0",""
"Duhd","64423$1.33%64.4k","9.03%","-","9.46%","26.1",""
"Gaunz","60976$1.26%61.0k","9.60%","-","6.98%","24.7",""
"Finnagetit","58951$1.22%59.0k","5.59%","49","6.90%","23.9",""
"Ugara","58207$1.21%58.2k","9.62%","-","8.22%","23.6",""
"Ishney","57616$1.19%57.6k","17.30%","-","6.85%","23.3",""
"Razorgore the Untamed","55444$1.15%55.4k","-","-","1.39%","22.4",""
"Parisshelton","54401$1.13%54.4k","17.14%","-","8.88%","22.0",""
"Melven","53576$1.11%53.6k","13.17%","62","7.34%","21.7",""
"Ghazan","53458$1.11%53.5k","18.65%","-","5.97%","21.6",""
"Eighchbar","53023$1.10%53.0k","7.43%","-","4.85%","21.5",""
"Urumettu","47443$0.98%47.4k","20.01%","-","6.85%","19.2",""
"Milku","47415$0.98%47.4k","16.63%","73","6.29%","19.2",""
"Dryrun","46341$0.96%46.3k","8.97%","-","7.36%","18.8",""
"Irisviiel","46265$0.96%46.3k","13.59%","-","5.41%","18.7",""
"Wangcake","44534$0.92%44.5k","11.30%","-","4.94%","18.0",""
"Furkinstine","42497$0.88%42.5k","11.59%","65","7.41%","17.2",""
"Apocryfy","42102$0.87%42.1k","5.70%","64","6.33%","17.0",""
"Drgupta","41400$0.86%41.4k","14.46%","65","5.63%","16.8",""
"Deyn","40340$0.84%40.3k","10.53%","70","5.66%","16.3",""
"Slecht","39976$0.83%40.0k","14.07%","70","4.96%","16.2",""
"Pythagorean","39769$0.82%39.8k","7.30%","-","4.68%","16.1",""
"Enders","39538$0.82%39.5k","12.62%","72","3.51%","16.0",""
