"Name","Amount","Mitigated","Ilvl","Active","DTPS",""
"Crox","58920$17.97%58.9k","49.20%","68","42.56%","233.0",""
"Bandakar","26256$8.01%26.3k","18.73%","71","18.09%","103.8",""
"Flatzz","22689$6.92%22.7k","52.93%","-","19.69%","89.7",""
"Necrohealya","19756$6.03%19.8k","4.71%","70","6.43%","78.1",""
"Akecheta","18153$5.54%18.2k","9.31%","66","11.68%","71.8",""
"Ghazan","15464$4.72%15.5k","8.14%","72","5.45%","61.1",""
"Gaunz","13213$4.03%13.2k","21.06%","63","7.83%","52.2",""
"Danty","11159$3.40%11.2k","8.47%","-","5.93%","44.1",""
"Guliveris","11067$3.38%11.1k","25.97%","65","11.19%","43.8",""
"Dohvyk","9850$3.00%9.9k","22.48%","60","8.65%","38.9",""
"Leetwreck","9709$2.96%9.7k","21.64%","65","8.58%","38.4",""
"Hoebowjoe","9667$2.95%9.7k","4.58%","67","1.13%","38.2",""
"Milku","9138$2.79%9.1k","18.38%","70","1.92%","36.1",""
"Fossett","8081$2.46%8.1k","25.97%","67","0.80%","32.0",""
"Eighchbar","7415$2.26%7.4k","12.35%","66","0.00%","29.3",""
"Enders","6040$1.84%6.0k","45.25%","68","4.79%","23.9",""
"Changó","5891$1.80%5.9k","23.45%","67","7.04%","23.3",""
"Wangcake","5096$1.55%5.1k","19.15%","69","0.00%","20.1",""
"Smitty","5004$1.53%5.0k","8.35%","56","0.00%","19.8",""
"Sur","4535$1.38%4.5k","8.79%","64","0.00%","17.9",""
"Slecht","4143$1.26%4.1k","26.39%","65","0.00%","16.4",""
"Furckinstein","4033$1.23%4.0k","10.79%","66","8.39%","15.9",""
"Deyn","3821$1.17%3.8k","17.19%","69","0.00%","15.1",""
"Deadstrike","3724$1.14%3.7k","14.21%","69","2.06%","14.7",""
"Dirtÿ","3722$1.14%3.7k","14.34%","67","0.00%","14.7",""
"Pemberstone","3472$1.06%3.5k","35.16%","-","1.77%","13.7",""
"Valara","3467$1.06%3.5k","35.67%","67","0.00%","13.7",""
"Ultimecia","3341$1.02%3.3k","13.96%","70","0.00%","13.2",""
"Shelton","3238$0.99%3.2k","-","-","0.00%","12.8",""
"Pythagorean","3088$0.94%3.1k","2.74%","69","0.00%","12.2",""
"Yunghelga","3050$0.93%3.1k","13.11%","61","0.00%","12.1",""
"Dankling","3030$0.92%3.0k","26.42%","64","0.00%","12.0",""
"Parisshelton","2399$0.73%2.4k","36.74%","58","0.00%","9.5",""
"Jiero","1613$0.49%1.6k","24.98%","-","0.00%","6.4",""
"Urumettu","1555$0.47%1.6k","-","67","0.00%","6.1",""
"Ishney","1551$0.47%1.6k","-","69","0.00%","6.1",""
"Duhd","1480$0.45%1.5k","24.99%","62","0.00%","5.9",""
