"Name","Amount","Mitigated","Ilvl","Active","DTPS",""
"Crox","631035$14.88%631.0k","55.14%","-","59.31%","273.4",""
"Bandakar","498407$11.76%498.4k","49.99%","-","43.65%","216.0",""
"Pemberstone","441408$10.41%441.4k","48.72%","-","42.19%","191.3",""
"Guliveris","267912$6.32%267.9k","45.81%","-","25.71%","116.1",""
"Furckinstein","192855$4.55%192.9k","20.24%","68","25.65%","83.6",""
"Dohvyk","158278$3.73%158.3k","19.26%","-","21.72%","68.6",""
"Akecheta","149654$3.53%149.7k","21.38%","-","23.80%","64.8",""
"Decimous","119855$2.83%119.9k","16.45%","-","17.58%","51.9",""
"Flatzz","97803$2.31%97.8k","15.05%","-","15.70%","42.4",""
"Dïrty","97217$2.29%97.2k","16.31%","63","14.67%","42.1",""
"Seadub","92517$2.18%92.5k","6.47%","-","13.42%","40.1",""
"Deadstrike","83751$1.98%83.8k","12.36%","-","12.75%","36.3",""
"Stankdik","76392$1.80%76.4k","13.86%","-","13.72%","33.1",""
"Joepesci","74302$1.75%74.3k","3.96%","64","12.04%","32.2",""
"Kirilov","71897$1.70%71.9k","13.70%","-","10.36%","31.2",""
"Synergy","65660$1.55%65.7k","14.93%","-","9.28%","28.5",""
"Gaunz","65085$1.54%65.1k","8.59%","-","10.89%","28.2",""
"Jáx","63126$1.49%63.1k","11.59%","-","12.40%","27.4",""
"Ultimecia","62634$1.48%62.6k","10.07%","-","10.61%","27.1",""
"Dietolive","62069$1.46%62.1k","11.56%","-","9.93%","26.9",""
"Tazdink","57507$1.36%57.5k","22.04%","-","7.54%","24.9",""
"Jiero","56308$1.33%56.3k","29.55%","-","13.03%","24.4",""
"Duhd","53702$1.27%53.7k","10.56%","70","7.71%","23.3",""
"Razorgore the Untamed","51869$1.22%51.9k","-","-","2.74%","22.5",""
"Parisshelton","50899$1.20%50.9k","9.19%","-","7.62%","22.1",""
"Fossett","49910$1.18%49.9k","7.83%","-","9.41%","21.6",""
"Tumblebug","47624$1.12%47.6k","11.75%","-","8.98%","20.6",""
"Ishney","47052$1.11%47.1k","21.20%","73","7.83%","20.4",""
"Dryrun","45770$1.08%45.8k","13.58%","-","9.03%","19.8",""
"Shelton","45668$1.08%45.7k","15.19%","-","7.28%","19.8",""
"Ghazan","42265$1.00%42.3k","29.67%","-","7.63%","18.3",""
"Deyn","41338$0.98%41.3k","21.80%","70","6.35%","17.9",""
"Irisviiel","37321$0.88%37.3k","21.14%","-","5.41%","16.2",""
"Necrohealya","34565$0.82%34.6k","14.99%","71","6.85%","15.0",""
"Tauraheim","33592$0.79%33.6k","11.28%","71","6.60%","14.6",""
"Eighchbar","33474$0.79%33.5k","7.02%","-","5.12%","14.5",""
"Slecht","32558$0.77%32.6k","8.35%","69","4.99%","14.1",""
"Wangcake","32105$0.76%32.1k","11.57%","71","3.83%","13.9",""
"Drgupta","29558$0.70%29.6k","18.28%","62","4.71%","12.8",""
"Milku","25451$0.60%25.5k","10.31%","71","3.40%","11.0",""
"Enders","19320$0.46%19.3k","16.90%","-","5.23%","8.4",""
