"Parse %","Name","Amount","Overheal","Ilvl","Ilvl %","Active","HPS",""
"57","Beefbeefbeef","593404$14.80%593.4k","32.83%","68","65","55.93%","250.7",""
"85","Tauraheim","549820$13.72%549.8k","50.02%","74","77","76.15%","232.3",""
"47","Gonz","493743$12.32%493.7k","30.35%","68","55","58.99%","208.6",""
"38","Shamallama","412277$10.29%412.3k","29.12%","71","35","43.36%","174.2",""
"42","Kasako","392512$9.79%392.5k","33.77%","67","54","47.27%","165.9",""
"39","Kaitlynn","322658$8.05%322.7k","47.05%","75","30","56.75%","136.3",""
"43","Kitrina","307261$7.67%307.3k","52.32%","75","32","54.88%","129.8",""
"42","Quesogrande","293895$7.33%293.9k","50.47%","68","49","78.09%","124.2",""
"29","Slecht","248417$6.20%248.4k","46.05%","71","26","53.08%","105.0",""
"26","Dieto","184978$4.61%185.0k","30.22%","65","30","31.42%","78.2",""
"89","Duhd","19052$0.48%19.1k","54.37%","75","88","7.96%","8.1",""
"59","Guliveris","16640$0.42%16.6k","30.11%","-","62","42.86%","7.0",""
"66","Furckinstein","16225$0.40%16.2k","42.81%","-","65","43.67%","6.9",""
"57","Dohvyk","14172$0.35%14.2k","47.30%","-","55","43.54%","6.0",""
"58","Renke","14018$0.35%14.0k","41.43%","-","59","32.09%","5.9",""
"65","Hercalees","14014$0.35%14.0k","48.30%","66","65","42.80%","5.9",""
"76","Synergy","13846$0.35%13.8k","28.27%","-","74","6.14%","5.9",""
"54","Theberserker","13541$0.34%13.5k","44.71%","-","54","38.92%","5.7",""
"57","Bandakar","10780$0.27%10.8k","34.48%","-","58","38.83%","4.6",""
"65","Xtronk","10464$0.26%10.5k","50.57%","-","63","38.81%","4.4",""
"46","Tamuus","10197$0.25%10.2k","28.85%","-","43","3.00%","4.3",""
"95","Hbar","9260$0.23%9.3k","-","-","96","0.91%","3.9",""
"81","Seiyaorb","8004$0.20%8.0k","-","67","79","0.87%","3.4",""
"66","Nimda","6670$0.17%6.7k","31.80%","-","68","1.36%","2.8",""
"80","Mortifier","5591$0.14%5.6k","5.17%","-","80","0.00%","2.4",""
"91","Stankdik","5362$0.13%5.4k","-","-","91","0.00%","2.3",""
"80","Lamarion","3535$0.09%3.5k","-","70","78","0.00%","1.5",""
"90","Idunrunnin","3131$0.08%3.1k","-","-","90","0.00%","1.3",""
"89","Jiero","2823$0.07%2.8k","-","74","90","0.00%","1.2",""
"97","Bizzerk","2414$0.06%2.4k","-","-","97","0.00%","1.0",""
"73","Seadub","2341$0.06%2.3k","61.36%","72","73","0.00%","1.0",""
"88","Ratshot","1711$0.04%1.7k","28.17%","68","87","0.00%","0.7",""
"67","Suria","1507$0.04%1.5k","68.51%","-","68","2.38%","0.6",""
"95","Hammerbinger","1440$0.04%1.4k","-","74","95","0.00%","0.6",""
"-","Thoominn","1125$0.03%1.1k","-","-","-","0.00%","0.5",""
"43","Ducks","850$0.02%850.0","-","61","40","0.00%","0.4",""
"95","Seraf","675$0.02%675.0","-","-","95","0.00%","0.3",""
