"Parse %","Name","Amount","Ilvl","Ilvl %","Active","DPS",""
"37","Impervious","684714$6.18%684.7k","-","46","73.59%","310.7",""
"18","Deadstrike","602362$5.44%602.4k","65","32","67.51%","273.4",""
"27","Akecheta","594114$5.36%594.1k","64","28","70.09%","269.6",""
"26","Muhhgi","591480$5.34%591.5k","-","18","72.27%","268.4",""
"14","Chainguin","549315$4.96%549.3k","-","24","64.26%","249.3",""
"9","Kirilov","523908$4.73%523.9k","65","17","60.26%","237.8",""
"26","Valara","521970$4.71%522.0k","-","41","51.08%","236.9",""
"12","Overbit","514747$4.65%514.7k","63","31","62.71%","233.6",""
"24","Changó","502537$4.54%502.5k","67","16","59.98%","228.1",""
"8","Trii","494427$4.46%494.4k","69","8","50.33%","224.4",""
"32","Jiero","481371$4.35%481.4k","-","40","66.38%","218.5",""
"18","Leetwreck","451917$4.08%451.9k","61","30","72.04%","205.1",""
"18","Dirtÿ","444075$4.01%444.1k","64","34","45.91%","201.5",""
"20","Hoebowjoe","428245$3.87%428.2k","-","31","34.50%","194.3",""
"33","Ultimecia","409378$3.70%409.4k","-","43","77.96%","185.8",""
"27","Dietolive","401022$3.62%401.0k","-","47","76.41%","182.0",""
"16","Cavander","349124$3.15%349.1k","66","25","64.20%","158.4",""
"12","Urumettu","331276$2.99%331.3k","65","20","55.27%","150.3",""
"48","Crox","314878$2.84%314.9k","-","48","84.70%","142.9",""
"45","Bandakar","314664$2.84%314.7k","-","41","66.68%","142.8",""
"15","Danty","306968$2.77%307.0k","-","19","64.22%","139.3",""
"6","Ishney","255872$2.31%255.9k","67","6","55.87%","116.1",""
"24","Fossett","248128$2.24%248.1k","-","28","55.04%","112.6",""
"33","Darunor","214290$1.93%214.3k","-","37","70.19%","97.3",""
"46","Pemberstone","200918$1.81%200.9k","-","37","36.84%","91.2",""
"18","Flatzz","132869$1.20%132.9k","65","12","19.24%","60.3",""
"7","Furckinstein","85262$0.77%85.3k","-","8","23.74%","38.7",""
"93","Tazdink","25396$0.23%25.4k","66","93","1.78%","11.5",""
"94","Wangcake","16852$0.15%16.9k","66","94","0.00%","7.6",""
"-","Gonz","15316$0.14%15.3k","67","-","4.43%","7.0",""
"88","Slecht","14560$0.13%14.6k","-","90","3.85%","6.6",""
"68","Eighchbar","13397$0.12%13.4k","64","73","3.29%","6.1",""
"91","Ghazan","11013$0.10%11.0k","-","90","3.14%","5.0",""
"93","Deyn","10336$0.09%10.3k","-","92","1.50%","4.7",""
"65","Milku","8854$0.08%8.9k","69","65","3.07%","4.0",""
"86","Pythagorean","5251$0.05%5.3k","67","85","2.00%","2.4",""
"89","Shamallama","1972$0.02%2.0k","-","89","1.06%","0.9",""
"88","Takanu","1190$0.01%1.2k","63","85","0.00%","0.5",""
"88","Enders","772$0.01%772.0","66","88","1.34%","0.4",""
"75","Necrohealya","171$0.00%171.0","67","75","0.00%","0.1",""
